Ensembl Gene ID	Ensembl Transcript ID	Gene Biotype	Transcript Start (bp)	Transcript End (bp)
ENSG00000203875	ENST00000624295	processed_transcript	85677083	85678405
ENSG00000203875	ENST00000625175	processed_transcript	85677084	85678205
ENSG00000203875	ENST00000623910	processed_transcript	85677084	85678436
ENSG00000203875	ENST00000428833	processed_transcript	85677084	85678520
ENSG00000203875	ENST00000453754	processed_transcript	85677084	85678573
ENSG00000203875	ENST00000420199	processed_transcript	85677084	85678722
ENSG00000203875	ENST00000414002	processed_transcript	85677084	85678733
ENSG00000203875	ENST00000623267	processed_transcript	85677096	85678413
ENSG00000203875	ENST00000623001	processed_transcript	85677105	85678413
ENSG00000203875	ENST00000431043	processed_transcript	85677128	85678733
ENSG00000203875	ENST00000433843	processed_transcript	85677329	85678199
ENSG00000203875	ENST00000425170	processed_transcript	85677469	85678259
ENSG00000203993	ENST00000371417	antisense	137615332	137618813
ENSG00000203993	ENST00000623970	antisense	137615367	137618831
ENSG00000203993	ENST00000496793	antisense	137615749	137618906
ENSG00000204196	ENST00000431098	processed_pseudogene	203190780	203191277
ENSG00000204253	ENST00000399515	processed_pseudogene	189923336	189924216
ENSG00000204261	ENST00000453426	lincRNA	32844086	32846495
ENSG00000204261	ENST00000458296	lincRNA	32844108	32845819
ENSG00000204261	ENST00000413039	lincRNA	32844133	32845986
ENSG00000204261	ENST00000429600	lincRNA	32844133	32846210
ENSG00000204261	ENST00000412095	lincRNA	32844134	32845695
ENSG00000204261	ENST00000415067	lincRNA	32844138	32846078
ENSG00000204272	ENST00000374922	processed_transcript	56729259	56818380
ENSG00000204272	ENST00000423617	processed_transcript	56729356	56817626
ENSG00000204272	ENST00000451583	processed_transcript	56729373	56817376
ENSG00000204685	ENST00000446816	processed_transcript	96208416	96242594
ENSG00000204685	ENST00000432267	processed_transcript	96239713	96242621
ENSG00000204685	ENST00000614453	processed_transcript	96240239	96240752
ENSG00000205485	ENST00000418663	transcribed_unprocessed_pseudogene	76549360	76627982
ENSG00000205485	ENST00000450661	transcribed_unprocessed_pseudogene	76549361	76626278
ENSG00000205485	ENST00000423084	transcribed_unprocessed_pseudogene	76549411	76621388
ENSG00000205485	ENST00000429707	transcribed_unprocessed_pseudogene	76549618	76551520
ENSG00000206417	ENST00000511998	antisense	129315392	129318311
ENSG00000206417	ENST00000433902	antisense	129315520	129324547
ENSG00000206417	ENST00000383461	antisense	129318106	129326225
ENSG00000206417	ENST00000502789	antisense	129318236	129324569
ENSG00000207165	ENST00000384436	snoRNA	154400281	154400415
ENSG00000207601	ENST00000384869	miRNA	61792495	61792561
ENSG00000207765	ENST00000385031	miRNA	23033530	23033638
ENSG00000210082	ENST00000387347	Mt_rRNA	1671	3229
ENSG00000211459	ENST00000389680	Mt_rRNA	648	1601
ENSG00000211597	ENST00000390242	IG_J_gene	88861886	88861923
ENSG00000212076	ENST00000390787	miRNA	51836341	51836410
ENSG00000212694	ENST00000542933	lincRNA	121795267	121802910
ENSG00000212694	ENST00000429892	lincRNA	121795267	121803484
ENSG00000212694	ENST00000537157	lincRNA	121795570	121801007
ENSG00000212694	ENST00000428029	lincRNA	121795640	121802933
ENSG00000212694	ENST00000541694	lincRNA	121795893	121802943
ENSG00000212694	ENST00000543167	lincRNA	121795990	121802402
ENSG00000212694	ENST00000535643	lincRNA	121799172	121802946
ENSG00000212694	ENST00000543334	lincRNA	121799384	121802604
ENSG00000212694	ENST00000535614	lincRNA	121799431	121801442
ENSG00000212694	ENST00000536662	lincRNA	121799553	121802945
ENSG00000212694	ENST00000545885	lincRNA	121799756	121802886
ENSG00000212694	ENST00000538335	lincRNA	121799849	121803906
ENSG00000212802	ENST00000391491	processed_pseudogene	12514110	12514724
ENSG00000213178	ENST00000418623	processed_pseudogene	169483671	169484080
ENSG00000213189	ENST00000392798	processed_pseudogene	159003975	159004320
ENSG00000213261	ENST00000445713	processed_pseudogene	131661952	131662624
ENSG00000213300	ENST00000472163	processed_pseudogene	75214631	75215636
ENSG00000213326	ENST00000484240	processed_pseudogene	46721582	46722167
ENSG00000213442	ENST00000462885	processed_pseudogene	104265309	104265836
ENSG00000213553	ENST00000394878	processed_pseudogene	38481851	38482804
ENSG00000213742	ENST00000414393	antisense	25624045	25678074
ENSG00000213742	ENST00000455791	antisense	25624059	25677052
ENSG00000213742	ENST00000439498	antisense	25624059	25677548
ENSG00000213742	ENST00000428254	antisense	25624157	25673908
ENSG00000213742	ENST00000420803	antisense	25624233	25670344
ENSG00000213742	ENST00000421829	antisense	25632210	25674902
ENSG00000213753	ENST00000479047	transcribed_processed_pseudogene	58573503	58581646
ENSG00000213753	ENST00000487264	transcribed_processed_pseudogene	58575445	58599801
ENSG00000213753	ENST00000473164	transcribed_processed_pseudogene	58575456	58599575
ENSG00000213753	ENST00000493504	transcribed_processed_pseudogene	58575460	58584397
ENSG00000213753	ENST00000492393	transcribed_processed_pseudogene	58586285	58589494
ENSG00000213753	ENST00000595439	transcribed_processed_pseudogene	58586285	58589494
ENSG00000213753	ENST00000595155	transcribed_processed_pseudogene	58589066	58589495
ENSG00000213753	ENST00000464061	transcribed_processed_pseudogene	58598967	58599435
ENSG00000214135	ENST00000453454	transcribed_unprocessed_pseudogene	197578213	197615660
ENSG00000214135	ENST00000414207	transcribed_unprocessed_pseudogene	197611572	197627842
ENSG00000214135	ENST00000418868	transcribed_unprocessed_pseudogene	197614027	197627906
ENSG00000214135	ENST00000440535	transcribed_unprocessed_pseudogene	197614286	197627905
ENSG00000214135	ENST00000449003	transcribed_unprocessed_pseudogene	197614982	197627871
ENSG00000214135	ENST00000437008	transcribed_unprocessed_pseudogene	197619740	197627846
ENSG00000214135	ENST00000454517	transcribed_unprocessed_pseudogene	197619740	197627848
ENSG00000214176	ENST00000578036	transcribed_unprocessed_pseudogene	64779259	64837139
ENSG00000214176	ENST00000582986	transcribed_unprocessed_pseudogene	64782719	64837154
ENSG00000214176	ENST00000582201	transcribed_unprocessed_pseudogene	64785259	64829208
ENSG00000214176	ENST00000580919	transcribed_unprocessed_pseudogene	64804842	64837148
ENSG00000214176	ENST00000397718	transcribed_unprocessed_pseudogene	64819796	64837125
ENSG00000214176	ENST00000584585	transcribed_unprocessed_pseudogene	64820694	64837136
ENSG00000214223	ENST00000444945	processed_pseudogene	11666069	11667030
ENSG00000214389	ENST00000398259	processed_pseudogene	98385801	98386584
ENSG00000214455	ENST00000398357	processed_pseudogene	45390353	45391267
ENSG00000214485	ENST00000468161	processed_pseudogene	150094302	150095048
ENSG00000214765	ENST00000444755	transcribed_unprocessed_pseudogene	45723780	45728310
ENSG00000214765	ENST00000429741	transcribed_unprocessed_pseudogene	45723787	45768954
ENSG00000214765	ENST00000338231	transcribed_unprocessed_pseudogene	45723788	45758177
ENSG00000214765	ENST00000428414	transcribed_unprocessed_pseudogene	45724050	45768964
ENSG00000214765	ENST00000413357	transcribed_unprocessed_pseudogene	45726045	45728990
ENSG00000214765	ENST00000413875	transcribed_unprocessed_pseudogene	45727827	45748664
ENSG00000214765	ENST00000398921	transcribed_unprocessed_pseudogene	45736787	45765812
ENSG00000214765	ENST00000428867	transcribed_unprocessed_pseudogene	45757984	45759472
ENSG00000214765	ENST00000450436	transcribed_unprocessed_pseudogene	45758111	45768985
ENSG00000214783	ENST00000427076	processed_transcript	43940895	44019149
ENSG00000214783	ENST00000422304	processed_transcript	43966340	44019175
ENSG00000214784	ENST00000461022	processed_pseudogene	111192226	111193042
ENSG00000214955	ENST00000427022	lincRNA	34205055	34325034
ENSG00000215030	ENST00000392730	processed_pseudogene	17383377	17384012
ENSG00000215492	ENST00000521273	processed_pseudogene	32412214	32413176
ENSG00000215692	ENST00000400768	antisense	241734715	241735498
ENSG00000215769	ENST00000578492	processed_transcript	64749663	64781626
ENSG00000215769	ENST00000579125	processed_transcript	64762687	64781707
ENSG00000215908	ENST00000412962	lincRNA	16618262	16634559
ENSG00000215908	ENST00000362058	lincRNA	16629670	16644683
ENSG00000216285	ENST00000547454	processed_pseudogene	104030779	104031543
ENSG00000217416	ENST00000426679	processed_pseudogene	62776877	62777263
ENSG00000218227	ENST00000477964	processed_pseudogene	178055604	178056194
ENSG00000218283	ENST00000404582	processed_pseudogene	220253570	220254536
ENSG00000218426	ENST00000492974	processed_pseudogene	153282287	153282733
ENSG00000218510	ENST00000434233	lincRNA	22025188	22030903
ENSG00000218510	ENST00000420503	lincRNA	22025511	22030800
ENSG00000218510	ENST00000416769	lincRNA	22025534	22031223
ENSG00000218510	ENST00000452322	lincRNA	22028339	22030612
ENSG00000218510	ENST00000404210	lincRNA	22030540	22031217
ENSG00000219201	ENST00000427577	processed_pseudogene	77810861	77811781
ENSG00000219507	ENST00000498161	processed_pseudogene	148052233	148052746
ENSG00000220842	ENST00000495531	processed_pseudogene	120354701	120355183
ENSG00000220925	ENST00000403371	antisense	70148582	70149654
ENSG00000221792	ENST00000408865	miRNA	43793659	43793759
ENSG00000221857	ENST00000586871	processed_transcript	35138824	35143362
ENSG00000221857	ENST00000592174	processed_transcript	35138831	35151336
ENSG00000221930	ENST00000592932	transcribed_processed_pseudogene	130494965	130496588
ENSG00000221930	ENST00000408950	transcribed_processed_pseudogene	130495159	130496232
ENSG00000222043	ENST00000428541	antisense	177264359	177265515
ENSG00000223343	ENST00000452042	antisense	48985049	48989988
ENSG00000223361	ENST00000401830	transcribed_processed_pseudogene	17353695	17354624
ENSG00000223361	ENST00000430907	transcribed_processed_pseudogene	17353875	17354424
ENSG00000223612	ENST00000433527	processed_pseudogene	145233001	145233519
ENSG00000223705	ENST00000473960	transcribed_unprocessed_pseudogene	75410322	75411539
ENSG00000223705	ENST00000393633	transcribed_unprocessed_pseudogene	75410350	75416786
ENSG00000223705	ENST00000457988	transcribed_unprocessed_pseudogene	75410362	75416787
ENSG00000223705	ENST00000455158	transcribed_unprocessed_pseudogene	75410363	75416126
ENSG00000223705	ENST00000421140	transcribed_unprocessed_pseudogene	75410368	75416597
ENSG00000223705	ENST00000422386	transcribed_unprocessed_pseudogene	75410395	75416787
ENSG00000223705	ENST00000464979	transcribed_unprocessed_pseudogene	75411674	75415024
ENSG00000223705	ENST00000428392	transcribed_unprocessed_pseudogene	75414480	75416787
ENSG00000223745	ENST00000413606	processed_transcript	93262186	93345831
ENSG00000223745	ENST00000602488	processed_transcript	93264638	93273583
ENSG00000223745	ENST00000457025	processed_transcript	93264640	93338531
ENSG00000223745	ENST00000446528	processed_transcript	93264645	93333398
ENSG00000223745	ENST00000451302	processed_transcript	93264645	93346025
ENSG00000223745	ENST00000415150	processed_transcript	93264647	93324691
ENSG00000223745	ENST00000455474	processed_transcript	93264650	93337469
ENSG00000223745	ENST00000447577	processed_transcript	93264651	93340472
ENSG00000223745	ENST00000442860	processed_transcript	93264669	93309763
ENSG00000223745	ENST00000414430	processed_transcript	93264672	93315269
ENSG00000223745	ENST00000429859	processed_transcript	93264676	93337392
ENSG00000223745	ENST00000427669	processed_transcript	93264677	93315268
ENSG00000223745	ENST00000424517	processed_transcript	93264677	93324649
ENSG00000223745	ENST00000450843	processed_transcript	93305111	93339374
ENSG00000223745	ENST00000440778	processed_transcript	93309753	93338534
ENSG00000223745	ENST00000421202	processed_transcript	93311169	93345811
ENSG00000223745	ENST00000436200	processed_transcript	93311280	93337437
ENSG00000223745	ENST00000432741	processed_transcript	93311485	93337565
ENSG00000223745	ENST00000411670	processed_transcript	93324706	93345803
ENSG00000223745	ENST00000452347	processed_transcript	93338695	93345848
ENSG00000223745	ENST00000438777	processed_transcript	93338915	93345800
ENSG00000223745	ENST00000449305	processed_transcript	93338929	93345783
ENSG00000223745	ENST00000457387	processed_transcript	93338938	93345846
ENSG00000223745	ENST00000445076	processed_transcript	93338939	93345827
ENSG00000223891	ENST00000439943	lincRNA	44210960	44226027
ENSG00000223891	ENST00000437730	lincRNA	44210992	44226027
ENSG00000223891	ENST00000442383	lincRNA	44211082	44226027
ENSG00000223891	ENST00000435163	lincRNA	44211252	44224978
ENSG00000223891	ENST00000623343	lincRNA	44214898	44225071
ENSG00000224032	ENST00000413221	lincRNA	112160526	112164276
ENSG00000224032	ENST00000427306	lincRNA	112160529	112162302
ENSG00000224032	ENST00000442823	lincRNA	112160892	112162324
ENSG00000224032	ENST00000508590	lincRNA	112160934	112162311
ENSG00000224195	ENST00000434147	antisense	73813518	73814737
ENSG00000224328	ENST00000442150	antisense	30703067	30713184
ENSG00000224407	ENST00000414640	antisense	230280312	230281893
ENSG00000224505	ENST00000589950	antisense	45150400	45161510
ENSG00000224505	ENST00000452741	antisense	45150618	45159455
ENSG00000224578	ENST00000562726	transcribed_processed_pseudogene	51645756	51647132
ENSG00000224578	ENST00000565308	transcribed_processed_pseudogene	51645820	51646780
ENSG00000224597	ENST00000430295	antisense	29409402	29458400
ENSG00000224597	ENST00000413405	antisense	29409539	29487745
ENSG00000224597	ENST00000608994	antisense	29409557	29420524
ENSG00000224597	ENST00000609413	antisense	29409557	29420750
ENSG00000224597	ENST00000414457	antisense	29409558	29483918
ENSG00000224597	ENST00000427063	antisense	29409572	29422372
ENSG00000224597	ENST00000446807	antisense	29409580	29483432
ENSG00000224597	ENST00000423223	antisense	29409586	29483185
ENSG00000224597	ENST00000445521	antisense	29409591	29467278
ENSG00000224597	ENST00000623175	antisense	29409597	29420748
ENSG00000224597	ENST00000438202	antisense	29409602	29458787
ENSG00000224597	ENST00000455774	antisense	29410243	29469122
ENSG00000224631	ENST00000591758	transcribed_processed_pseudogene	61055399	61055964
ENSG00000224631	ENST00000492222	transcribed_processed_pseudogene	61055445	61055914
ENSG00000224645	ENST00000422153	antisense	151340648	151341966
ENSG00000224660	ENST00000420195	antisense	15254184	15264493
ENSG00000224660	ENST00000413977	antisense	15257451	15258953
ENSG00000224660	ENST00000436602	antisense	15257455	15259056
ENSG00000224699	ENST00000590413	antisense	110382819	110418362
ENSG00000224699	ENST00000457535	antisense	110407525	110416274
ENSG00000224699	ENST00000608067	antisense	110407784	110418313
ENSG00000224699	ENST00000608486	antisense	110407820	110418313
ENSG00000224699	ENST00000598454	antisense	110407825	110418362
ENSG00000224699	ENST00000609709	antisense	110407828	110418314
ENSG00000224699	ENST00000610148	antisense	110407829	110418307
ENSG00000224699	ENST00000587691	antisense	110407840	110412498
ENSG00000224699	ENST00000622324	antisense	110407848	110418314
ENSG00000224699	ENST00000608499	antisense	110407850	110418314
ENSG00000224699	ENST00000609244	antisense	110407875	110418307
ENSG00000224699	ENST00000612551	antisense	110408136	110418314
ENSG00000224699	ENST00000608253	antisense	110408377	110418314
ENSG00000224699	ENST00000609512	antisense	110408605	110418311
ENSG00000224699	ENST00000608602	antisense	110408653	110418312
ENSG00000224699	ENST00000590826	antisense	110408970	110416272
ENSG00000224699	ENST00000609653	antisense	110412015	110416186
ENSG00000224699	ENST00000585330	antisense	110412177	110416274
ENSG00000224699	ENST00000608111	antisense	110412935	110418274
ENSG00000224699	ENST00000609245	antisense	110412942	110418293
ENSG00000224699	ENST00000608152	antisense	110412956	110416186
ENSG00000224699	ENST00000608719	antisense	110412970	110418313
ENSG00000224699	ENST00000444238	antisense	110412993	110421879
ENSG00000224699	ENST00000608635	antisense	110413031	110418311
ENSG00000224699	ENST00000608077	antisense	110413849	110418303
ENSG00000224699	ENST00000616223	antisense	110416063	110423526
ENSG00000224699	ENST00000599202	antisense	110416063	110425785
ENSG00000224699	ENST00000598158	antisense	110416063	110425999
ENSG00000224699	ENST00000596890	antisense	110416063	110426109
ENSG00000224699	ENST00000585433	antisense	110416127	110432360
ENSG00000224699	ENST00000598350	antisense	110417489	110426085
ENSG00000224699	ENST00000597455	antisense	110425971	110426775
ENSG00000224831	ENST00000463122	processed_pseudogene	149982181	149983308
ENSG00000224858	ENST00000494408	processed_pseudogene	37016523	37017014
ENSG00000224861	ENST00000445822	processed_pseudogene	66012830	66013789
ENSG00000224985	ENST00000420498	antisense	161153760	161159349
ENSG00000225031	ENST00000432307	processed_pseudogene	111619677	111621489
ENSG00000225032	ENST00000439298	antisense	127816066	127822520
ENSG00000225032	ENST00000425991	antisense	127818119	127821431
ENSG00000225259	ENST00000522430	processed_pseudogene	133408006	133409107
ENSG00000225339	ENST00000586726	processed_transcript	34248568	34284268
ENSG00000225339	ENST00000612837	processed_transcript	34248590	34278116
ENSG00000225339	ENST00000593917	processed_transcript	34248593	34263621
ENSG00000225339	ENST00000429998	processed_transcript	34279704	34286768
ENSG00000225339	ENST00000586413	processed_transcript	34281915	34284454
ENSG00000225450	ENST00000416406	antisense	38739003	38749041
ENSG00000225630	ENST00000457540	unprocessed_pseudogene	629640	630683
ENSG00000225648	ENST00000423945	transcribed_unprocessed_pseudogene	72829425	72836638
ENSG00000225648	ENST00000415772	transcribed_unprocessed_pseudogene	72829490	72834005
ENSG00000225648	ENST00000456312	transcribed_unprocessed_pseudogene	72829501	72836579
ENSG00000225648	ENST00000437201	transcribed_unprocessed_pseudogene	72829507	72834006
ENSG00000225648	ENST00000453858	transcribed_unprocessed_pseudogene	72829656	72836701
ENSG00000225733	ENST00000430166	antisense	14920347	14948424
ENSG00000225733	ENST00000424349	antisense	14942784	14947507
ENSG00000225733	ENST00000417835	antisense	14944680	14947893
ENSG00000225733	ENST00000426200	antisense	14944693	14948424
ENSG00000225733	ENST00000440079	antisense	14945024	14947505
ENSG00000225855	ENST00000446880	antisense	155316863	155321544
ENSG00000225855	ENST00000443642	antisense	155317946	155324168
ENSG00000225855	ENST00000450199	antisense	155320159	155324176
ENSG00000225855	ENST00000543656	antisense	155317433	155321527
ENSG00000225864	ENST00000427340	unprocessed_pseudogene	29722981	29723971
ENSG00000225972	ENST00000416931	unprocessed_pseudogene	629062	629433
ENSG00000226054	ENST00000452572	processed_pseudogene	36130489	36131376
ENSG00000226084	ENST00000471722	processed_pseudogene	77129114	77129668
ENSG00000226210	ENST00000400706	unprocessed_pseudogene	14522	32015
ENSG00000226221	ENST00000450941	processed_pseudogene	56504635	56505072
ENSG00000226232	ENST00000532298	transcribed_unprocessed_pseudogene	69976388	69996188
ENSG00000226232	ENST00000525562	transcribed_unprocessed_pseudogene	69977465	69990084
ENSG00000226232	ENST00000526720	transcribed_unprocessed_pseudogene	69977606	69982465
ENSG00000226312	ENST00000474886	antisense	201140284	201144196
ENSG00000226312	ENST00000415011	antisense	201140289	201157823
ENSG00000226312	ENST00000598453	antisense	201144136	201151157
ENSG00000226312	ENST00000594911	antisense	201144140	201151160
ENSG00000226312	ENST00000595372	antisense	201148874	201151160
ENSG00000226312	ENST00000598509	antisense	201149466	201151160
ENSG00000226312	ENST00000593896	antisense	201149856	201151160
ENSG00000226312	ENST00000601974	antisense	201151161	201153618
ENSG00000226328	ENST00000426282	lincRNA	45133020	45163781
ENSG00000226328	ENST00000432502	lincRNA	45134290	45163659
ENSG00000226328	ENST00000609284	lincRNA	45134363	45152586
ENSG00000226332	ENST00000414042	antisense	62305432	62306325
ENSG00000226415	ENST00000420977	processed_pseudogene	76699789	76700538
ENSG00000226608	ENST00000427242	processed_pseudogene	4023917	4024444
ENSG00000226696	ENST00000429922	antisense	54444813	54449014
ENSG00000226696	ENST00000416022	antisense	54445036	54448602
ENSG00000226696	ENST00000448978	antisense	54448165	54449045
ENSG00000226706	ENST00000415062	antisense	135503273	135506447
ENSG00000226752	ENST00000589026	antisense	120824828	120851355
ENSG00000226752	ENST00000609388	antisense	120841806	120851448
ENSG00000226752	ENST00000586907	antisense	120842996	120851440
ENSG00000226752	ENST00000442982	antisense	120843100	120852603
ENSG00000226752	ENST00000458394	antisense	120844300	120845276
ENSG00000226752	ENST00000588973	antisense	120844713	120851524
ENSG00000226752	ENST00000608862	antisense	120844867	120851497
ENSG00000226752	ENST00000447891	antisense	120844874	120854373
ENSG00000226752	ENST00000612398	antisense	120845202	120851498
ENSG00000226752	ENST00000611982	antisense	120845310	120851492
ENSG00000226752	ENST00000614216	antisense	120845454	120851490
ENSG00000226752	ENST00000616473	antisense	120845466	120851490
ENSG00000226752	ENST00000432640	antisense	120845649	120851718
ENSG00000226752	ENST00000450803	antisense	120846510	120851491
ENSG00000226752	ENST00000586423	antisense	120846599	120851524
ENSG00000226752	ENST00000587916	antisense	120846733	120851279
ENSG00000226849	ENST00000452378	antisense	11068471	11073097
ENSG00000226950	ENST00000411630	processed_transcript	52712404	52714137
ENSG00000226950	ENST00000441504	processed_transcript	52712498	52713129
ENSG00000226950	ENST00000425653	processed_transcript	52712781	52714137
ENSG00000226950	ENST00000444958	processed_transcript	52712824	52720351
ENSG00000226950	ENST00000623036	processed_transcript	52713639	52714882
ENSG00000226976	ENST00000620597	processed_pseudogene	37044860	37045189
ENSG00000227008	ENST00000426577	processed_pseudogene	133670971	133671386
ENSG00000227063	ENST00000484902	processed_pseudogene	21755270	21755350
ENSG00000227081	ENST00000495392	processed_pseudogene	3211663	3211917
ENSG00000227097	ENST00000473748	processed_pseudogene	82689559	82689768
ENSG00000227198	ENST00000422049	antisense	31658329	31660721
ENSG00000227232	ENST00000488147	unprocessed_pseudogene	14404	29570
ENSG00000227253	ENST00000415731	antisense	32266289	32269474
ENSG00000227372	ENST00000624167	antisense	3735601	3736588
ENSG00000227372	ENST00000418088	antisense	3735984	3746776
ENSG00000227372	ENST00000452079	antisense	3735984	3747322
ENSG00000227372	ENST00000419973	antisense	3736175	3737875
ENSG00000227372	ENST00000423764	antisense	3737149	3747336
ENSG00000227372	ENST00000587071	antisense	3738075	3742858
ENSG00000227372	ENST00000608600	antisense	3738447	3743370
ENSG00000227372	ENST00000624948	antisense	3740137	3743261
ENSG00000227495	ENST00000438266	antisense	5019214	5020093
ENSG00000227543	ENST00000414744	processed_transcript	28598790	28617377
ENSG00000227543	ENST00000556050	processed_transcript	28599133	28606910
ENSG00000227543	ENST00000554154	processed_transcript	28599156	28616526
ENSG00000227543	ENST00000424210	processed_transcript	28611932	28617375
ENSG00000227543	ENST00000584675	processed_transcript	28615684	28617372
ENSG00000227615	ENST00000428553	processed_pseudogene	74745716	74746114
ENSG00000227617	ENST00000425636	processed_transcript	168771953	168786429
ENSG00000227617	ENST00000594941	processed_transcript	168774355	168786397
ENSG00000227617	ENST00000609665	processed_transcript	168774360	168786435
ENSG00000227617	ENST00000600693	processed_transcript	168774398	168784788
ENSG00000227617	ENST00000599361	processed_transcript	168774399	168786428
ENSG00000227617	ENST00000609766	processed_transcript	168774419	168786429
ENSG00000227617	ENST00000607993	processed_transcript	168774449	168786961
ENSG00000227617	ENST00000614990	processed_transcript	168774450	168786429
ENSG00000227617	ENST00000599755	processed_transcript	168774821	168786429
ENSG00000227617	ENST00000594898	processed_transcript	168783139	168786429
ENSG00000227627	ENST00000442269	antisense	152983750	152989223
ENSG00000227671	ENST00000421406	transcribed_unprocessed_pseudogene	247189851	247209493
ENSG00000227671	ENST00000606173	transcribed_unprocessed_pseudogene	247199399	247210856
ENSG00000227671	ENST00000606212	transcribed_unprocessed_pseudogene	247201568	247210814
ENSG00000227671	ENST00000606454	transcribed_unprocessed_pseudogene	247201568	247210822
ENSG00000227751	ENST00000439577	antisense	17406760	17407382
ENSG00000227766	ENST00000429656	unprocessed_pseudogene	29942075	29943067
ENSG00000228060	ENST00000415255	antisense	39565160	39573203
ENSG00000228170	ENST00000447644	antisense	3138394	3153062
ENSG00000228172	ENST00000442055	antisense	25816749	25819772
ENSG00000228172	ENST00000453649	antisense	25816750	25819743
ENSG00000228172	ENST00000536896	antisense	25818491	25820797
ENSG00000228242	ENST00000420253	antisense	14144637	14148284
ENSG00000228242	ENST00000428681	antisense	14144723	14148162
ENSG00000228302	ENST00000598961	antisense	12244751	12246158
ENSG00000228302	ENST00000421657	antisense	12245628	12247845
ENSG00000228305	ENST00000436998	processed_pseudogene	63622178	63622831
ENSG00000228315	ENST00000430357	processed_transcript	23638487	23652886
ENSG00000228315	ENST00000455485	processed_transcript	23638487	23693151
ENSG00000228315	ENST00000452737	processed_transcript	23638487	23717321
ENSG00000228315	ENST00000451837	processed_transcript	23638487	23717321
ENSG00000228315	ENST00000422506	processed_transcript	23638487	23717356
ENSG00000228315	ENST00000445682	processed_transcript	23638487	23717356
ENSG00000228343	ENST00000453810	antisense	48579774	48581157
ENSG00000228519	ENST00000496795	processed_pseudogene	25645722	25646327
ENSG00000228532	ENST00000536192	processed_pseudogene	115718942	115719229
ENSG00000228589	ENST00000436160	processed_pseudogene	28095742	28096422
ENSG00000228703	ENST00000369843	antisense	109628417	109630305
ENSG00000228737	ENST00000422040	antisense	141618414	141626481
ENSG00000228794	ENST00000624927	processed_transcript	825138	849592
ENSG00000228794	ENST00000623808	processed_transcript	826832	852225
ENSG00000228794	ENST00000445118	processed_transcript	827608	859446
ENSG00000228794	ENST00000448975	processed_transcript	827657	852014
ENSG00000228794	ENST00000610067	processed_transcript	827661	851987
ENSG00000228794	ENST00000608189	processed_transcript	827661	852090
ENSG00000228794	ENST00000441765	processed_transcript	827667	841738
ENSG00000228794	ENST00000609139	processed_transcript	827669	851998
ENSG00000228794	ENST00000449005	processed_transcript	827673	853626
ENSG00000228794	ENST00000416570	processed_transcript	827699	852766
ENSG00000228794	ENST00000623070	processed_transcript	827700	853522
ENSG00000228794	ENST00000609009	processed_transcript	827721	852090
ENSG00000228794	ENST00000622921	processed_transcript	827821	852515
ENSG00000228794	ENST00000415295	processed_transcript	831605	842020
ENSG00000228794	ENST00000425657	processed_transcript	851348	852752
ENSG00000228830	ENST00000436039	antisense	234607008	234609483
ENSG00000228843	ENST00000425499	antisense	35756712	35757940
ENSG00000228989	ENST00000433036	antisense	241690414	241694289
ENSG00000229044	ENST00000430143	antisense	31333067	31346799
ENSG00000229097	ENST00000428512	processed_pseudogene	70163685	70164124
ENSG00000229111	ENST00000422483	antisense	48077137	48079991
ENSG00000229119	ENST00000518938	processed_pseudogene	166382305	166382599
ENSG00000229152	ENST00000426991	sense_intronic	110894639	110899172
ENSG00000229180	ENST00000449307	lincRNA	66526088	66542549
ENSG00000229344	ENST00000427426	unprocessed_pseudogene	632757	633438
ENSG00000229372	ENST00000396885	antisense	43447776	43448644
ENSG00000229638	ENST00000422486	processed_pseudogene	185417495	185418778
ENSG00000229780	ENST00000441613	antisense	154553609	154555017
ENSG00000229932	ENST00000415292	processed_pseudogene	23136924	23137661
ENSG00000229944	ENST00000422816	processed_pseudogene	49424269	49424922
ENSG00000229994	ENST00000434805	processed_pseudogene	35350722	35351607
ENSG00000230043	ENST00000415187	processed_pseudogene	50840615	50840749
ENSG00000230149	ENST00000418803	antisense	38734730	38738990
ENSG00000230202	ENST00000443998	processed_pseudogene	117998975	117999448
ENSG00000230325	ENST00000433131	antisense	236540094	236550280
ENSG00000230330	ENST00000433603	processed_pseudogene	26032539	26032811
ENSG00000230409	ENST00000420496	processed_pseudogene	37275693	37276598
ENSG00000230424	ENST00000437898	antisense	19210501	19240704
ENSG00000230532	ENST00000435491	antisense	48931791	48937100
ENSG00000230551	ENST00000499521	processed_transcript	149494314	149504670
ENSG00000230583	ENST00000457166	transcribed_unprocessed_pseudogene	66809993	66844826
ENSG00000230583	ENST00000434721	transcribed_unprocessed_pseudogene	66815836	66833026
ENSG00000230629	ENST00000429775	processed_pseudogene	70962964	70963293
ENSG00000230715	ENST00000471258	processed_pseudogene	128652841	128653243
ENSG00000230955	ENST00000419993	antisense	37860697	37861580
ENSG00000231043	ENST00000434096	processed_pseudogene	58460292	58462032
ENSG00000231064	ENST00000447623	antisense	155196868	155200346
ENSG00000231064	ENST00000454348	antisense	155198160	155200275
ENSG00000231064	ENST00000436772	antisense	155198427	155200571
ENSG00000231064	ENST00000453136	antisense	155198584	155205495
ENSG00000231064	ENST00000422665	antisense	155200238	155205306
ENSG00000231064	ENST00000430312	antisense	155200802	155205367
ENSG00000231074	ENST00000602591	antisense	30287397	30289372
