Ensembl Gene ID	Ensembl Transcript ID	Gene Biotype	Transcript Start (bp)	Transcript End (bp)
ENSG00000259604	ENST00000558475	lincRNA	100861843	100873862
ENSG00000259604	ENST00000558641	lincRNA	100861843	100874369
ENSG00000259604	ENST00000559673	lincRNA	100861849	100867493
ENSG00000259687	ENST00000561000	lincRNA	75294404	75296140
ENSG00000259687	ENST00000558575	lincRNA	75294407	75296638
ENSG00000259955	ENST00000569456	antisense	25238318	25239287
ENSG00000260088	ENST00000568695	lincRNA	200669507	200694250
ENSG00000260166	ENST00000566155	lincRNA	88087387	88087932
ENSG00000260211	ENST00000568218	processed_pseudogene	32313126	32315654
ENSG00000260328	ENST00000562897	lincRNA	17011914	17014990
ENSG00000260426	ENST00000569431	sense_overlapping	155399922	155401782
ENSG00000260432	ENST00000562861	lincRNA	9753404	9758038
ENSG00000260581	ENST00000564471	antisense	151652275	151655449
ENSG00000260657	ENST00000612894	lincRNA	68267792	68268293
ENSG00000260657	ENST00000563057	lincRNA	68267792	68277994
ENSG00000260664	ENST00000564508	lincRNA	72425948	72430266
ENSG00000260664	ENST00000624327	lincRNA	72429353	72533892
ENSG00000260788	ENST00000563981	antisense	83721119	83772936
ENSG00000260788	ENST00000570056	antisense	83721610	83772883
ENSG00000260788	ENST00000567860	antisense	83735278	83740021
ENSG00000260788	ENST00000569165	antisense	83735342	83772917
ENSG00000260918	ENST00000562284	sense_overlapping	47431960	47438959
ENSG00000260920	ENST00000565390	sense_overlapping	40464319	40466767
ENSG00000260931	ENST00000565104	lincRNA	178400834	178402891
ENSG00000261186	ENST00000567549	antisense	242087351	242088457
ENSG00000261292	ENST00000562191	sense_overlapping	97759523	97761532
ENSG00000261340	ENST00000561816	lincRNA	29980113	29982392
ENSG00000261342	ENST00000567905	sense_intronic	2727743	2729327
ENSG00000261374	ENST00000567002	sense_overlapping	40374398	40375991
ENSG00000261600	ENST00000567067	lincRNA	91580336	91580863
ENSG00000261668	ENST00000565254	antisense	127840198	127844040
ENSG00000261675	ENST00000562756	sense_overlapping	36560870	36562915
ENSG00000261710	ENST00000562989	lincRNA	142089827	142091619
ENSG00000261963	ENST00000575506	unprocessed_pseudogene	2724420	2749420
ENSG00000261976	ENST00000572491	antisense	50840057	50841626
ENSG00000262223	ENST00000572077	lincRNA	81376001	81385360
ENSG00000262223	ENST00000570929	lincRNA	81376019	81379923
ENSG00000262223	ENST00000570301	lincRNA	81376022	81385129
ENSG00000262223	ENST00000574041	lincRNA	81379598	81385246
ENSG00000262223	ENST00000572301	lincRNA	81379667	81385221
ENSG00000262223	ENST00000612902	lincRNA	81376092	81380584
