Ensembl Gene ID	Ensembl Transcript ID	Gene Biotype	Gene Start (bp)	Gene End (bp)
ENSG00000219186	ENST00000402402	unprocessed_pseudogene	37492021	37492548
ENSG00000219201	ENST00000427577	processed_pseudogene	77810861	77811781
ENSG00000219222	ENST00000406185	processed_pseudogene	43310231	43310357
ENSG00000219249	ENST00000406819	processed_pseudogene	158725747	158726803
ENSG00000219294	ENST00000460661	processed_pseudogene	7986537	7988192
ENSG00000219355	ENST00000407532	processed_pseudogene	120450437	120450803
ENSG00000219392	ENST00000405929	unprocessed_pseudogene	28115628	28116551
ENSG00000219395	ENST00000401676	processed_pseudogene	151411259	151413945
ENSG00000219433	ENST00000404779	processed_pseudogene	149794763	149795746
ENSG00000219507	ENST00000498161	processed_pseudogene	148052233	148052746
ENSG00000219529	ENST00000404439	processed_pseudogene	77813319	77813676
ENSG00000219642	ENST00000403332	processed_pseudogene	129157523	129159120
ENSG00000219665	ENST00000406892	processed_transcript	11987617	12046275
ENSG00000219665	ENST00000495324	processed_transcript	11987617	12046275
ENSG00000219665	ENST00000588047	processed_transcript	11987617	12046275
ENSG00000219665	ENST00000489336	processed_transcript	11987617	12046275
ENSG00000219665	ENST00000476474	processed_transcript	11987617	12046275
ENSG00000219665	ENST00000589551	processed_transcript	11987617	12046275
ENSG00000219665	ENST00000592187	processed_transcript	11987617	12046275
ENSG00000219665	ENST00000591838	processed_transcript	11987617	12046275
ENSG00000219665	ENST00000591898	processed_transcript	11987617	12046275
ENSG00000219682	ENST00000405676	processed_pseudogene	25140003	25141403
ENSG00000219693	ENST00000402994	unprocessed_pseudogene	62888535	62889921
ENSG00000219700	ENST00000403073	processed_pseudogene	109288571	109290503
ENSG00000219747	ENST00000405720	processed_pseudogene	151099529	151099933
ENSG00000219755	ENST00000407121	processed_pseudogene	99575712	99576456
ENSG00000219863	ENST00000406329	processed_pseudogene	53354715	53355065
ENSG00000219867	ENST00000406314	processed_pseudogene	91815843	91816428
ENSG00000219881	ENST00000406848	processed_pseudogene	69745871	69746851
ENSG00000219891	ENST00000529104	transcribed_unprocessed_pseudogene	28091154	28093664
ENSG00000219891	ENST00000406489	transcribed_unprocessed_pseudogene	28091154	28093664
ENSG00000219928	ENST00000401543	processed_pseudogene	87525302	87525475
ENSG00000220161	ENST00000577684	lincRNA	18411159	18414380
ENSG00000220184	ENST00000406327	processed_pseudogene	121858179	121858768
ENSG00000220267	ENST00000403258	processed_pseudogene	88275882	88276989
ENSG00000220377	ENST00000404253	unprocessed_pseudogene	52687930	52703825
ENSG00000220483	ENST00000468432	processed_pseudogene	65788417	65789287
ENSG00000220517	ENST00000402854	processed_pseudogene	25023247	25024483
ENSG00000220563	ENST00000405497	processed_pseudogene	85659892	85660606
ENSG00000220575	ENST00000395731	antisense	155067067	155071557
ENSG00000220575	ENST00000493904	antisense	155067067	155071557
ENSG00000220583	ENST00000402419	processed_pseudogene	34263311	34263673
ENSG00000220614	ENST00000406943	processed_pseudogene	43328134	43328476
ENSG00000220660	ENST00000407767	transcribed_processed_pseudogene	136364129	136365079
ENSG00000220660	ENST00000571188	transcribed_processed_pseudogene	136364129	136365079
ENSG00000220749	ENST00000401418	processed_pseudogene	212051524	212052006
ENSG00000220785	ENST00000423995	transcribed_unprocessed_pseudogene	32231658	32241620
ENSG00000220785	ENST00000403496	transcribed_unprocessed_pseudogene	32231658	32241620
ENSG00000220785	ENST00000441044	transcribed_unprocessed_pseudogene	32231658	32241620
ENSG00000220785	ENST00000426597	transcribed_unprocessed_pseudogene	32231658	32241620
ENSG00000220804	ENST00000456398	transcribed_unprocessed_pseudogene	242088633	242160153
ENSG00000220804	ENST00000444990	transcribed_unprocessed_pseudogene	242088633	242160153
ENSG00000220804	ENST00000622435	transcribed_unprocessed_pseudogene	242088633	242160153
ENSG00000220804	ENST00000431796	transcribed_unprocessed_pseudogene	242088633	242160153
ENSG00000220804	ENST00000614114	transcribed_unprocessed_pseudogene	242088633	242160153
ENSG00000220804	ENST00000416103	transcribed_unprocessed_pseudogene	242088633	242160153
ENSG00000220804	ENST00000433444	transcribed_unprocessed_pseudogene	242088633	242160153
ENSG00000220842	ENST00000495531	processed_pseudogene	120354701	120355183
ENSG00000220848	ENST00000482817	processed_pseudogene	149594084	149594543
ENSG00000220925	ENST00000403371	antisense	70148582	70149654
ENSG00000220988	ENST00000408061	snoRNA	50802328	50802418
ENSG00000221016	ENST00000408089	miRNA	47118502	47118591
ENSG00000221025	ENST00000408098	miRNA	81133196	81133308
ENSG00000221028	ENST00000408101	miRNA	201808611	201808702
ENSG00000221044	ENST00000408117	snoRNA	44025020	44025223
ENSG00000221125	ENST00000408198	snoRNA	49949316	49949527
ENSG00000221164	ENST00000408237	snoRNA	73126080	73126207
ENSG00000221170	ENST00000408243	miRNA	93733674	93733764
ENSG00000221290	ENST00000408363	miRNA	231019828	231019924
ENSG00000221323	ENST00000408396	miRNA	119713634	119713724
ENSG00000221324	ENST00000408397	miRNA	25246531	25246615
ENSG00000221332	ENST00000408405	snoRNA	75398860	75399067
ENSG00000221340	ENST00000408413	snRNA	12569972	12570072
ENSG00000221366	ENST00000408439	miRNA	20086042	20086150
ENSG00000221381	ENST00000408454	snoRNA	50799032	50799122
ENSG00000221420	ENST00000408493	snoRNA	186786675	186786852
ENSG00000221491	ENST00000408564	snoRNA	48654382	48654518
ENSG00000221496	ENST00000408569	snoRNA	44303965	44304203
ENSG00000221500	ENST00000408573	snoRNA	132816802	132816877
ENSG00000221531	ENST00000408604	miRNA	27581889	27581946
ENSG00000221533	ENST00000408606	miRNA	154887360	154887458
ENSG00000221566	ENST00000408639	miRNA	10403458	10403538
ENSG00000221571	ENST00000609276	lincRNA	220825620	220826063
ENSG00000221611	ENST00000408684	snoRNA	12972053	12972143
ENSG00000221625	ENST00000408698	miRNA	98605874	98605960
ENSG00000221716	ENST00000408789	snoRNA	54814370	54814497
ENSG00000221743	ENST00000408816	miRNA	36140498	36140588
ENSG00000221767	ENST00000408840	miRNA	103394253	103394401
ENSG00000221792	ENST00000408865	miRNA	43793659	43793759
ENSG00000221803	ENST00000408876	snoRNA	47755853	47755962
ENSG00000221817	ENST00000422977	processed_transcript	73495525	73520070
ENSG00000221817	ENST00000442133	processed_transcript	73495525	73520070
ENSG00000221817	ENST00000596320	processed_transcript	73495525	73520070
ENSG00000221817	ENST00000597958	processed_transcript	73495525	73520070
ENSG00000221817	ENST00000600206	processed_transcript	73495525	73520070
ENSG00000221817	ENST00000610317	processed_transcript	73495525	73520070
ENSG00000221817	ENST00000595069	processed_transcript	73495525	73520070
ENSG00000221817	ENST00000593790	processed_transcript	73495525	73520070
ENSG00000221817	ENST00000600607	processed_transcript	73495525	73520070
ENSG00000221817	ENST00000620559	processed_transcript	73495525	73520070
ENSG00000221817	ENST00000620432	processed_transcript	73495525	73520070
ENSG00000221817	ENST00000595935	processed_transcript	73495525	73520070
ENSG00000221817	ENST00000620302	processed_transcript	73495525	73520070
ENSG00000221817	ENST00000600887	processed_transcript	73495525	73520070
ENSG00000221817	ENST00000439792	processed_transcript	73495525	73520070
ENSG00000221844	ENST00000416030	processed_pseudogene	73474378	73476073
ENSG00000221857	ENST00000586871	processed_transcript	35138824	35151336
ENSG00000221857	ENST00000592174	processed_transcript	35138824	35151336
ENSG00000221930	ENST00000592932	transcribed_processed_pseudogene	130494965	130496588
ENSG00000221930	ENST00000408950	transcribed_processed_pseudogene	130494965	130496588
ENSG00000221949	ENST00000408887	lincRNA	62601751	62603690
ENSG00000221949	ENST00000623670	lincRNA	62601751	62603690
ENSG00000221957	ENST00000339924	polymorphic_pseudogene	54832676	54848569
ENSG00000221957	ENST00000391729	polymorphic_pseudogene	54832676	54848569
ENSG00000221971	ENST00000427137	processed_pseudogene	45999621	46000778
ENSG00000222001	ENST00000409905	processed_transcript	233012614	233015885
ENSG00000222001	ENST00000463534	processed_transcript	233012614	233015885
ENSG00000222007	ENST00000409661	antisense	235773855	235783387
ENSG00000222007	ENST00000440101	antisense	235773855	235783387
ENSG00000222012	ENST00000409610	antisense	157614023	157618765
ENSG00000222019	ENST00000409873	transcribed_unprocessed_pseudogene	90039761	90047773
ENSG00000222019	ENST00000517889	transcribed_unprocessed_pseudogene	90039761	90047773
ENSG00000222019	ENST00000409768	transcribed_unprocessed_pseudogene	90039761	90047773
ENSG00000222019	ENST00000521551	transcribed_unprocessed_pseudogene	90039761	90047773
ENSG00000222019	ENST00000610227	transcribed_unprocessed_pseudogene	90039761	90047773
ENSG00000222020	ENST00000409526	antisense	239401436	239402364
ENSG00000222020	ENST00000428471	antisense	239401436	239402364
ENSG00000222020	ENST00000413029	antisense	239401436	239402364
ENSG00000222035	ENST00000409819	antisense	202113626	202117058
ENSG00000222037	ENST00000410078	IG_C_pseudogene	22919535	22919851
ENSG00000222041	ENST00000409054	lincRNA	87455368	87606805
ENSG00000222041	ENST00000331944	lincRNA	87455368	87606805
ENSG00000222041	ENST00000409139	lincRNA	87455368	87606805
ENSG00000222041	ENST00000409898	lincRNA	87455368	87606805
ENSG00000222041	ENST00000419680	lincRNA	87455368	87606805
ENSG00000222041	ENST00000414584	lincRNA	87455368	87606805
ENSG00000222041	ENST00000455131	lincRNA	87455368	87606805
ENSG00000222041	ENST00000423846	lincRNA	87455368	87606805
ENSG00000222041	ENST00000414030	lincRNA	87455368	87606805
ENSG00000222041	ENST00000437561	lincRNA	87455368	87606805
ENSG00000222041	ENST00000413202	lincRNA	87455368	87606805
ENSG00000222041	ENST00000603948	lincRNA	87455368	87606805
ENSG00000222041	ENST00000612724	lincRNA	87455368	87606805
ENSG00000222043	ENST00000428541	antisense	177264359	177265515
ENSG00000222044	ENST00000410099	antisense	38032165	38034228
ENSG00000222108	ENST00000410176	rRNA	49979665	49979780
ENSG00000222112	ENST00000410180	misc_RNA	33336566	33336864
ENSG00000222145	ENST00000410213	snoRNA	88714242	88714430
ENSG00000222169	ENST00000410237	miRNA	33042109	33042216
ENSG00000222179	ENST00000410247	misc_RNA	45989653	45989945
ENSG00000222248	ENST00000410316	rRNA	3088686	3088809
ENSG00000222317	ENST00000410385	rRNA	209721913	209722021
ENSG00000222328	ENST00000410396	snRNA	62841619	62841809
ENSG00000222335	ENST00000410403	misc_RNA	196202349	196202453
ENSG00000222345	ENST00000410413	snoRNA	52691378	52691453
ENSG00000222365	ENST00000410433	snoRNA	49280319	49280409
ENSG00000222371	ENST00000410439	misc_RNA	68158079	68158408
ENSG00000222389	ENST00000410457	snRNA	81509476	81509664
ENSG00000222448	ENST00000410516	misc_RNA	179845832	179846152
ENSG00000222455	ENST00000410523	rRNA	127841112	127841222
ENSG00000222465	ENST00000410533	snRNA	70188571	70188750
ENSG00000222472	ENST00000410540	misc_RNA	96949249	96949533
ENSG00000222482	ENST00000410550	miRNA	100220027	100220120
ENSG00000222489	ENST00000410557	snoRNA	20323179	20323326
ENSG00000222521	ENST00000410589	miRNA	82044294	82044376
ENSG00000222720	ENST00000410788	miRNA	1556605	1556686
ENSG00000222750	ENST00000410818	snRNA	19498610	19498747
ENSG00000222788	ENST00000410856	snRNA	148939739	148939817
ENSG00000222849	ENST00000410917	rRNA	77779904	77779999
ENSG00000222898	ENST00000410966	misc_RNA	61631680	61632012
ENSG00000222955	ENST00000411023	rRNA	55745232	55745342
ENSG00000223039	ENST00000411107	misc_RNA	151319635	151319950
ENSG00000223042	ENST00000411110	misc_RNA	10084186	10084490
ENSG00000223086	ENST00000411154	rRNA	10115756	10115884
ENSG00000223117	ENST00000411185	misc_RNA	190642163	190642503
ENSG00000223134	ENST00000411202	miRNA	33354465	33354545
ENSG00000223198	ENST00000411266	snRNA	231501990	231502201
ENSG00000223201	ENST00000411269	miRNA	15052930	15053074
ENSG00000223244	ENST00000411312	miRNA	1816159	1816238
ENSG00000223254	ENST00000411322	misc_RNA	85264296	85264402
ENSG00000223290	ENST00000411358	rRNA	154590407	154590528
ENSG00000223298	ENST00000411366	misc_RNA	95310830	95310955
ENSG00000223305	ENST00000411373	misc_RNA	55540502	55540835
ENSG00000223313	ENST00000411381	snRNA	40529570	40529673
ENSG00000223318	ENST00000411386	rRNA	164895677	164895777
ENSG00000223321	ENST00000411389	misc_RNA	12406486	12406781
ENSG00000223343	ENST00000452042	antisense	48985049	48989988
ENSG00000223345	ENST00000430394	transcribed_unprocessed_pseudogene	121108210	121117257
ENSG00000223345	ENST00000412169	transcribed_unprocessed_pseudogene	121108210	121117257
ENSG00000223349	ENST00000451977	processed_pseudogene	130692243	130693770
ENSG00000223351	ENST00000448980	lincRNA	21942566	21979828
ENSG00000223351	ENST00000436306	lincRNA	21942566	21979828
ENSG00000223353	ENST00000412257	processed_pseudogene	245123471	245124450
ENSG00000223356	ENST00000428641	antisense	156712212	156713174
ENSG00000223358	ENST00000444571	antisense	185162871	185191955
ENSG00000223358	ENST00000417720	antisense	185162871	185191955
ENSG00000223361	ENST00000401830	transcribed_processed_pseudogene	17353695	17354624
ENSG00000223361	ENST00000430907	transcribed_processed_pseudogene	17353695	17354624
ENSG00000223374	ENST00000414896	antisense	241351340	241353104
ENSG00000223382	ENST00000430320	lincRNA	30824228	30834284
ENSG00000223382	ENST00000438790	lincRNA	30824228	30834284
ENSG00000223390	ENST00000425802	antisense	52033391	52044279
ENSG00000223392	ENST00000416909	antisense	95479444	95533910
ENSG00000223393	ENST00000439341	antisense	230874846	230879015
ENSG00000223400	ENST00000418874	lincRNA	41576135	41581319
ENSG00000223401	ENST00000450760	lincRNA	187743686	187745420
ENSG00000223403	ENST00000429368	lincRNA	101069911	101072937
ENSG00000223403	ENST00000554016	lincRNA	101069911	101072937
ENSG00000223403	ENST00000452349	lincRNA	101069911	101072937
ENSG00000223414	ENST00000444465	lincRNA	165908802	165988048
ENSG00000223414	ENST00000455853	lincRNA	165908802	165988048
ENSG00000223414	ENST00000581850	lincRNA	165908802	165988048
ENSG00000223414	ENST00000584179	lincRNA	165908802	165988048
ENSG00000223414	ENST00000584911	lincRNA	165908802	165988048
ENSG00000223416	ENST00000488067	processed_pseudogene	58056133	58056480
ENSG00000223438	ENST00000412163	lincRNA	141625864	141626733
ENSG00000223440	ENST00000430787	antisense	32633454	32648685
ENSG00000223442	ENST00000457489	antisense	132630589	132664272
ENSG00000223442	ENST00000458509	antisense	132630589	132664272
ENSG00000223442	ENST00000417516	antisense	132630589	132664272
ENSG00000223442	ENST00000435042	antisense	132630589	132664272
ENSG00000223446	ENST00000428958	antisense	93094939	93095529
ENSG00000223459	ENST00000414990	unprocessed_pseudogene	143598040	143604839
ENSG00000223461	ENST00000456035	antisense	19121529	19124503
ENSG00000223462	ENST00000425541	lincRNA	44937508	44955725
ENSG00000223469	ENST00000451910	lincRNA	43851757	43852333
ENSG00000223473	ENST00000450353	lincRNA	66491049	66493566
ENSG00000223473	ENST00000412091	lincRNA	66491049	66493566
ENSG00000223476	ENST00000424651	processed_pseudogene	64933273	64933616
ENSG00000223478	ENST00000443631	antisense	128724445	128733194
ENSG00000223482	ENST00000451940	antisense	87203875	87342612
ENSG00000223482	ENST00000456104	antisense	87203875	87342612
ENSG00000223482	ENST00000433530	antisense	87203875	87342612
ENSG00000223482	ENST00000447424	antisense	87203875	87342612
ENSG00000223482	ENST00000433920	antisense	87203875	87342612
ENSG00000223482	ENST00000446751	antisense	87203875	87342612
ENSG00000223482	ENST00000420424	antisense	87203875	87342612
ENSG00000223482	ENST00000413722	antisense	87203875	87342612
ENSG00000223482	ENST00000417860	antisense	87203875	87342612
ENSG00000223482	ENST00000413961	antisense	87203875	87342612
ENSG00000223482	ENST00000458739	antisense	87203875	87342612
ENSG00000223482	ENST00000366446	antisense	87203875	87342612
ENSG00000223485	ENST00000439703	lincRNA	169158092	169162924
ENSG00000223485	ENST00000449466	lincRNA	169158092	169162924
ENSG00000223502	ENST00000343087	antisense	51062579	51068553
ENSG00000223503	ENST00000427475	processed_pseudogene	155590601	155591262
ENSG00000223504	ENST00000449928	lincRNA	68055351	68060502
ENSG00000223505	ENST00000427282	processed_pseudogene	203835585	203835912
ENSG00000223508	ENST00000606975	transcribed_processed_pseudogene	213186	232231
ENSG00000223508	ENST00000521854	transcribed_processed_pseudogene	213186	232231
ENSG00000223508	ENST00000606507	transcribed_processed_pseudogene	213186	232231
ENSG00000223509	ENST00000604301	transcribed_processed_pseudogene	32519848	32536926
ENSG00000223509	ENST00000561563	transcribed_processed_pseudogene	32519848	32536926
ENSG00000223509	ENST00000454486	transcribed_processed_pseudogene	32519848	32536926
ENSG00000223509	ENST00000567237	transcribed_processed_pseudogene	32519848	32536926
ENSG00000223509	ENST00000604846	transcribed_processed_pseudogene	32519848	32536926
ENSG00000223511	ENST00000427886	lincRNA	1732584	1755985
ENSG00000223511	ENST00000432272	lincRNA	1732584	1755985
ENSG00000223518	ENST00000430593	transcribed_processed_pseudogene	36798596	36818459
ENSG00000223518	ENST00000563423	transcribed_processed_pseudogene	36798596	36818459
ENSG00000223518	ENST00000569828	transcribed_processed_pseudogene	36798596	36818459
ENSG00000223519	ENST00000504864	unitary_pseudogene	246771837	246830059
ENSG00000223519	ENST00000451123	unitary_pseudogene	246771837	246830059
ENSG00000223519	ENST00000508436	unitary_pseudogene	246771837	246830059
ENSG00000223522	ENST00000418963	antisense	28307691	28310459
ENSG00000223528	ENST00000601242	antisense	127000277	127026507
ENSG00000223528	ENST00000594614	antisense	127000277	127026507
ENSG00000223528	ENST00000595456	antisense	127000277	127026507
ENSG00000223528	ENST00000594559	antisense	127000277	127026507
ENSG00000223528	ENST00000601826	antisense	127000277	127026507
ENSG00000223528	ENST00000599979	antisense	127000277	127026507
ENSG00000223528	ENST00000622832	antisense	127000277	127026507
ENSG00000223528	ENST00000432554	antisense	127000277	127026507
ENSG00000223528	ENST00000608350	antisense	127000277	127026507
ENSG00000223534	ENST00000419852	antisense	32659880	32660729
ENSG00000223537	ENST00000423747	antisense	109487906	109506800
ENSG00000223538	ENST00000412750	processed_pseudogene	121107220	121107490
ENSG00000223542	ENST00000412954	antisense	133435077	133439464
ENSG00000223548	ENST00000424244	antisense	132003592	132007022
ENSG00000223551	ENST00000323496	processed_pseudogene	128342153	128342770
ENSG00000223552	ENST00000451485	antisense	46364955	46407059
ENSG00000223553	ENST00000416717	transcribed_unprocessed_pseudogene	20602595	20656914
ENSG00000223553	ENST00000443839	transcribed_unprocessed_pseudogene	20602595	20656914
ENSG00000223553	ENST00000433066	transcribed_unprocessed_pseudogene	20602595	20656914
ENSG00000223561	ENST00000446840	lincRNA	25593351	25750994
ENSG00000223561	ENST00000456777	lincRNA	25593351	25750994
ENSG00000223561	ENST00000423689	lincRNA	25593351	25750994
ENSG00000223564	ENST00000426492	unprocessed_pseudogene	94759259	94760279
ENSG00000223570	ENST00000429867	processed_pseudogene	226188870	226189221
ENSG00000223573	ENST00000448587	lincRNA	5558167	5568034
ENSG00000223573	ENST00000590789	lincRNA	5558167	5568034
ENSG00000223573	ENST00000587632	lincRNA	5558167	5568034
ENSG00000223581	ENST00000420049	lincRNA	7097152	7097675
ENSG00000223587	ENST00000440867	lincRNA	23757	24501
ENSG00000223597	ENST00000500616	lincRNA	7373117	7379790
ENSG00000223598	ENST00000415477	antisense	151088103	151228447
ENSG00000223612	ENST00000433527	processed_pseudogene	145233001	145233519
ENSG00000223624	ENST00000453780	processed_pseudogene	25888970	25889109
ENSG00000223626	ENST00000413637	lincRNA	112322567	112331225
ENSG00000223631	ENST00000437751	lincRNA	131402901	131409049
ENSG00000223634	ENST00000426527	lincRNA	23357516	23360376
ENSG00000223635	ENST00000417605	antisense	229508501	229514272
ENSG00000223646	ENST00000453459	lincRNA	112622378	112708080
ENSG00000223652	ENST00000442777	antisense	123087248	123090299
ENSG00000223652	ENST00000458103	antisense	123087248	123090299
ENSG00000223658	ENST00000475092	processed_pseudogene	43675380	43676322
ENSG00000223660	ENST00000426213	lincRNA	54199454	54199971
ENSG00000223678	ENST00000450864	antisense	33402857	33409948
ENSG00000223683	ENST00000429660	processed_pseudogene	63262113	63262707
ENSG00000223701	ENST00000605899	antisense	149884431	149919508
ENSG00000223701	ENST00000446954	antisense	149884431	149919508
ENSG00000223703	ENST00000445234	unprocessed_pseudogene	91736726	91767439
ENSG00000223705	ENST00000473960	transcribed_unprocessed_pseudogene	75410322	75416787
ENSG00000223705	ENST00000393633	transcribed_unprocessed_pseudogene	75410322	75416787
ENSG00000223705	ENST00000457988	transcribed_unprocessed_pseudogene	75410322	75416787
ENSG00000223705	ENST00000455158	transcribed_unprocessed_pseudogene	75410322	75416787
ENSG00000223705	ENST00000421140	transcribed_unprocessed_pseudogene	75410322	75416787
ENSG00000223705	ENST00000422386	transcribed_unprocessed_pseudogene	75410322	75416787
ENSG00000223705	ENST00000464979	transcribed_unprocessed_pseudogene	75410322	75416787
ENSG00000223705	ENST00000428392	transcribed_unprocessed_pseudogene	75410322	75416787
ENSG00000223711	ENST00000426109	antisense	195544048	195550581
ENSG00000223711	ENST00000417011	antisense	195544048	195550581
ENSG00000223711	ENST00000415451	antisense	195544048	195550581
ENSG00000223715	ENST00000434969	lincRNA	176604143	176635532
ENSG00000223715	ENST00000421034	lincRNA	176604143	176635532
ENSG00000223725	ENST00000432413	antisense	207239864	207529795
ENSG00000223725	ENST00000412387	antisense	207239864	207529795
ENSG00000223725	ENST00000418850	antisense	207239864	207529795
ENSG00000223729	ENST00000417135	lincRNA	134293931	134295397
ENSG00000223732	ENST00000437748	lincRNA	44982077	45083125
ENSG00000223734	ENST00000452342	lincRNA	20052134	20054496
ENSG00000223745	ENST00000413606	processed_transcript	93262186	93346025
ENSG00000223745	ENST00000602488	processed_transcript	93262186	93346025
ENSG00000223745	ENST00000457025	processed_transcript	93262186	93346025
ENSG00000223745	ENST00000446528	processed_transcript	93262186	93346025
ENSG00000223745	ENST00000451302	processed_transcript	93262186	93346025
ENSG00000223745	ENST00000415150	processed_transcript	93262186	93346025
ENSG00000223745	ENST00000455474	processed_transcript	93262186	93346025
ENSG00000223745	ENST00000447577	processed_transcript	93262186	93346025
ENSG00000223745	ENST00000442860	processed_transcript	93262186	93346025
ENSG00000223745	ENST00000414430	processed_transcript	93262186	93346025
ENSG00000223745	ENST00000429859	processed_transcript	93262186	93346025
ENSG00000223745	ENST00000427669	processed_transcript	93262186	93346025
ENSG00000223745	ENST00000424517	processed_transcript	93262186	93346025
ENSG00000223745	ENST00000450843	processed_transcript	93262186	93346025
ENSG00000223745	ENST00000440778	processed_transcript	93262186	93346025
ENSG00000223745	ENST00000421202	processed_transcript	93262186	93346025
ENSG00000223745	ENST00000436200	processed_transcript	93262186	93346025
ENSG00000223745	ENST00000432741	processed_transcript	93262186	93346025
ENSG00000223745	ENST00000411670	processed_transcript	93262186	93346025
ENSG00000223745	ENST00000452347	processed_transcript	93262186	93346025
ENSG00000223745	ENST00000438777	processed_transcript	93262186	93346025
ENSG00000223745	ENST00000449305	processed_transcript	93262186	93346025
ENSG00000223745	ENST00000457387	processed_transcript	93262186	93346025
ENSG00000223745	ENST00000445076	processed_transcript	93262186	93346025
ENSG00000223749	ENST00000440570	lincRNA	134543337	134546632
ENSG00000223749	ENST00000414769	lincRNA	134543337	134546632
ENSG00000223749	ENST00000445415	lincRNA	134543337	134546632
ENSG00000223749	ENST00000457876	lincRNA	134543337	134546632
ENSG00000223749	ENST00000441492	lincRNA	134543337	134546632
ENSG00000223751	ENST00000425850	lincRNA	742488	747767
ENSG00000223754	ENST00000429717	antisense	24199839	24201698
ENSG00000223756	ENST00000529482	transcribed_unprocessed_pseudogene	3380961	3408978
ENSG00000223756	ENST00000526284	transcribed_unprocessed_pseudogene	3380961	3408978
ENSG00000223756	ENST00000530366	transcribed_unprocessed_pseudogene	3380961	3408978
ENSG00000223756	ENST00000526488	transcribed_unprocessed_pseudogene	3380961	3408978
ENSG00000223756	ENST00000533775	transcribed_unprocessed_pseudogene	3380961	3408978
ENSG00000223756	ENST00000450217	transcribed_unprocessed_pseudogene	3380961	3408978
ENSG00000223760	ENST00000427638	transcribed_unprocessed_pseudogene	130129621	130139417
ENSG00000223760	ENST00000424716	transcribed_unprocessed_pseudogene	130129621	130139417
ENSG00000223764	ENST00000609207	lincRNA	916865	921016
ENSG00000223764	ENST00000417705	lincRNA	916865	921016
ENSG00000223764	ENST00000432961	lincRNA	916865	921016
ENSG00000223768	ENST00000433465	lincRNA	45293285	45297354
ENSG00000223773	ENST00000431582	transcribed_unprocessed_pseudogene	2609348	2657229
ENSG00000223773	ENST00000435581	transcribed_unprocessed_pseudogene	2609348	2657229
ENSG00000223773	ENST00000430562	transcribed_unprocessed_pseudogene	2609348	2657229
ENSG00000223773	ENST00000527459	transcribed_unprocessed_pseudogene	2609348	2657229
ENSG00000223773	ENST00000414513	transcribed_unprocessed_pseudogene	2609348	2657229
ENSG00000223774	ENST00000414927	antisense	201893842	201899978
ENSG00000223774	ENST00000458139	antisense	201893842	201899978
ENSG00000223776	ENST00000487567	antisense	236523052	236524508
ENSG00000223776	ENST00000493812	antisense	236523052	236524508
ENSG00000223779	ENST00000442049	unprocessed_pseudogene	143745249	143757452
ENSG00000223784	ENST00000417112	lincRNA	6737382	6739026
ENSG00000223797	ENST00000439293	antisense	40313802	40453329
ENSG00000223797	ENST00000425156	antisense	40313802	40453329
ENSG00000223797	ENST00000452768	antisense	40313802	40453329
ENSG00000223797	ENST00000420850	antisense	40313802	40453329
ENSG00000223803	ENST00000412545	processed_pseudogene	186900198	186900557
ENSG00000223804	ENST00000616141	transcribed_unprocessed_pseudogene	120267334	120341871
ENSG00000223804	ENST00000617318	transcribed_unprocessed_pseudogene	120267334	120341871
ENSG00000223804	ENST00000613290	transcribed_unprocessed_pseudogene	120267334	120341871
ENSG00000223804	ENST00000621564	transcribed_unprocessed_pseudogene	120267334	120341871
ENSG00000223809	ENST00000416873	lincRNA	135123239	135123604
ENSG00000223812	ENST00000439804	lincRNA	191557324	191590356
ENSG00000223812	ENST00000438488	lincRNA	191557324	191590356
ENSG00000223813	ENST00000450540	antisense	29514225	29563670
ENSG00000223813	ENST00000447171	antisense	29514225	29563670
ENSG00000223814	ENST00000438589	lincRNA	47761132	47765547
ENSG00000223815	ENST00000428656	antisense	60144698	60153505
ENSG00000223817	ENST00000428918	antisense	71508153	71511873
ENSG00000223820	ENST00000456375	transcribed_unprocessed_pseudogene	87817928	87845612
ENSG00000223820	ENST00000438248	transcribed_unprocessed_pseudogene	87817928	87845612
ENSG00000223820	ENST00000415212	transcribed_unprocessed_pseudogene	87817928	87845612
ENSG00000223820	ENST00000432948	transcribed_unprocessed_pseudogene	87817928	87845612
ENSG00000223821	ENST00000423099	antisense	73492025	73492742
ENSG00000223823	ENST00000416774	lincRNA	1137017	1144056
ENSG00000223831	ENST00000432130	sense_intronic	30598309	30606687
ENSG00000223834	ENST00000420945	lincRNA	31604600	31606218
ENSG00000223837	ENST00000415875	sense_intronic	32970232	32970886
ENSG00000223839	ENST00000455995	lincRNA	40321299	40329221
ENSG00000223839	ENST00000592053	lincRNA	40321299	40329221
ENSG00000223839	ENST00000586172	lincRNA	40321299	40329221
ENSG00000223839	ENST00000586842	lincRNA	40321299	40329221
ENSG00000223839	ENST00000585417	lincRNA	40321299	40329221
ENSG00000223839	ENST00000588217	lincRNA	40321299	40329221
ENSG00000223839	ENST00000590254	lincRNA	40321299	40329221
ENSG00000223839	ENST00000592873	lincRNA	40321299	40329221
ENSG00000223839	ENST00000593216	lincRNA	40321299	40329221
ENSG00000223839	ENST00000586273	lincRNA	40321299	40329221
ENSG00000223839	ENST00000593047	lincRNA	40321299	40329221
ENSG00000223839	ENST00000591605	lincRNA	40321299	40329221
ENSG00000223839	ENST00000590863	lincRNA	40321299	40329221
ENSG00000223839	ENST00000589112	lincRNA	40321299	40329221
