dS	dN	dN/dS	Mouse	Ensembl
0.86410	0.07970	10.8419	ENSMUSG00000016757	ENSG00000100304
0.49460	0.05790	8.54231	ENSMUSG00000053411	ENSG00000100307
0.77260	0.00750	103.013	ENSMUSG00000060036	ENSG00000100316
0.41840	0.03210	13.0343	ENSMUSG00000009076	ENSG00000100319
0.74690	0.01070	69.8037	ENSMUSG00000022414	ENSG00000100324
0.48350	0.06750	7.16296	ENSMUSG00000020412	ENSG00000100325
0.39070	0.06640	5.88404	ENSMUSG00000034354	ENSG00000100330
1.01100	0.01280	78.9844	ENSMUSG00000022443	ENSG00000100345
0.78600	0.02160	36.3889	ENSMUSG00000022437	ENSG00000100347
0.60950	0.05930	10.2782	ENSMUSG00000005354	ENSG00000100348
0.56170	0.00480	117.021	ENSMUSG00000016554	ENSG00000100353
0.15460	0.01820	8.49451	ENSMUSG00000047888	ENSG00000100354
0.66080	0.03110	21.2476	ENSMUSG00000042303	ENSG00000100359
0.47990	0.09120	5.26206	ENSMUSG00000016637	ENSG00000100360
0.87680	0.04690	18.6951	ENSMUSG00000036046	ENSG00000100364
0.64970	0.03870	16.7881	ENSMUSG00000022434	ENSG00000100376
0.39020	0.02680	14.5597	ENSMUSG00000022403	ENSG00000100380
0.37150	0.03140	11.8312	ENSMUSG00000055024	ENSG00000100393
0.58340	0.04410	13.229	ENSMUSG00000022394	ENSG00000100395
0.63640	0.05750	11.0678	ENSMUSG00000022391	ENSG00000100401
0.65120	0.01880	34.6383	ENSMUSG00000022390	ENSG00000100403
0.51170	0.00000	inf	ENSMUSG00000061360	ENSG00000100410
0.53470	0.01580	33.8418	ENSMUSG00000022477	ENSG00000100412
0.72330	0.00850	85.0941	ENSMUSG00000022476	ENSG00000100413
0.56670	0.06310	8.98098	ENSMUSG00000022386	ENSG00000100416
0.54720	0.02170	25.2166	ENSMUSG00000022474	ENSG00000100417
0.27290	0.01420	19.2183	ENSMUSG00000022472	ENSG00000100418
0.97070	0.08880	10.9313	ENSMUSG00000035891	ENSG00000100422
0.63570	0.02210	28.7647	ENSMUSG00000022387	ENSG00000100425
0.88740	0.09390	9.45048	ENSMUSG00000034333	ENSG00000100426
0.37780	0.01680	22.4881	ENSMUSG00000040997	ENSG00000100439
0.56520	0.12030	4.69825	ENSMUSG00000047153	ENSG00000100441
0.31320	0.02650	11.8189	ENSMUSG00000020949	ENSG00000100442
0.39100	0.08970	4.35897	ENSMUSG00000022223	ENSG00000100445
0.37020	0.00950	38.9684	ENSMUSG00000023110	ENSG00000100462
0.43730	0.05540	7.8935	ENSMUSG00000049882	ENSG00000100483
0.52100	0.02400	21.7083	ENSMUSG00000034801	ENSG00000100485
0.67980	0.14280	4.7605	ENSMUSG00000021068	ENSG00000100503
0.53640	0.02740	19.5766	ENSMUSG00000021069	ENSG00000100504
0.34490	0.00030	1149.67	ENSMUSG00000021832	ENSG00000100519
0.41370	0.00040	1034.25	ENSMUSG00000015759	ENSG00000100528
0.40100	0.00770	52.0779	ENSMUSG00000021114	ENSG00000100554
0.52090	0.05390	9.66419	ENSMUSG00000021120	ENSG00000100564
0.43710	0.00540	80.9444	ENSMUSG00000060073	ENSG00000100567
0.39870	0.03780	10.5476	ENSMUSG00000021124	ENSG00000100568
0.28560	0.01610	17.7391	ENSMUSG00000021079	ENSG00000100575
0.36490	0.02490	14.6546	ENSMUSG00000021037	ENSG00000100591
0.37830	0.01760	21.4943	ENSMUSG00000021036	ENSG00000100596
0.87160	0.09780	8.91207	ENSMUSG00000021190	ENSG00000100600
0.46700	0.09720	4.80453	ENSMUSG00000079036	ENSG00000100601
0.40540	0.00330	122.848	ENSMUSG00000021039	ENSG00000100603
0.93800	0.02740	34.2336	ENSMUSG00000057963	ENSG00000100605
0.72480	0.13300	5.44962	ENSMUSG00000021094	ENSG00000100612
0.26710	0.00850	31.4235	ENSMUSG00000021096	ENSG00000100614
0.30840	0.00000	inf	ENSMUSG00000021131	ENSG00000100632
0.43750	0.05100	8.57843	ENSMUSG00000021109	ENSG00000100644
0.36280	0.05530	6.56058	ENSMUSG00000021133	ENSG00000100647
0.32390	0.01180	27.4492	ENSMUSG00000021134	ENSG00000100650
0.33750	0.01040	32.4519	ENSMUSG00000021282	ENSG00000100664
0.41200	0.03510	11.7379	ENSMUSG00000041415	ENSG00000100697
0.79750	0.07750	10.2903	ENSMUSG00000021286	ENSG00000100711
0.52920	0.03570	14.8235	ENSMUSG00000021048	ENSG00000100714
0.25470	0.05420	4.69926	ENSMUSG00000021012	ENSG00000100722
0.87330	0.15610	5.59449	ENSMUSG00000024170	ENSG00000100726
0.57940	0.04880	11.873	ENSMUSG00000021140	ENSG00000100731
0.40440	0.00040	1011	ENSMUSG00000021178	ENSG00000100764
0.32050	0.00550	58.2727	ENSMUSG00000041846	ENSG00000100796
0.55380	0.06700	8.26567	ENSMUSG00000022179	ENSG00000100802
0.47270	0.03160	14.9589	ENSMUSG00000022193	ENSG00000100804
0.25440	0.00830	30.6506	ENSMUSG00000021264	ENSG00000100811
0.38250	0.07450	5.13423	ENSMUSG00000022185	ENSG00000100813
0.45820	0.06010	7.62396	ENSMUSG00000071470	ENSG00000100814
0.64270	0.02700	23.8037	ENSMUSG00000035960	ENSG00000100823
0.78690	0.14240	5.52598	ENSMUSG00000021276	ENSG00000100865
0.48240	0.00090	536	ENSMUSG00000073079	ENSG00000100883
0.48240	0.00090	536	ENSMUSG00000079108	ENSG00000100883
0.37040	0.01840	20.1304	ENSMUSG00000053754	ENSG00000100888
0.39340	0.03470	11.3372	ENSMUSG00000022214	ENSG00000100897
0.45240	0.03910	11.5703	ENSMUSG00000021025	ENSG00000100906
0.53540	0.05160	10.376	ENSMUSG00000022217	ENSG00000100908
0.36820	0.02940	12.5238	ENSMUSG00000078153	ENSG00000100911
0.36830	0.02940	12.5272	ENSMUSG00000079197	ENSG00000100911
0.55290	0.14390	3.84225	ENSMUSG00000002324	ENSG00000100918
0.42760	0.00480	89.0833	ENSMUSG00000020986	ENSG00000100934
0.42560	0.03200	13.3	ENSMUSG00000002326	ENSG00000100938
0.36600	0.03100	11.8065	ENSMUSG00000020994	ENSG00000100941
0.62050	0.04770	13.0084	ENSMUSG00000040472	ENSG00000100949
0.76890	0.10210	7.53085	ENSMUSG00000017754	ENSG00000100979
0.51230	0.02170	23.6083	ENSMUSG00000039849	ENSG00000100982
0.34630	0.06450	5.36899	ENSMUSG00000027610	ENSG00000100983
0.37550	0.01180	31.822	ENSMUSG00000038324	ENSG00000100991
0.87890	0.02030	43.2956	ENSMUSG00000033059	ENSG00000100994
0.48710	0.05220	9.33142	ENSMUSG00000032046	ENSG00000100997
0.91990	0.26170	3.51509	ENSMUSG00000017652	ENSG00000101017
0.37130	0.07190	5.16412	ENSMUSG00000005882	ENSG00000101019
0.58330	0.04580	12.7358	ENSMUSG00000039671	ENSG00000101040
0.39400	0.04590	8.58388	ENSMUSG00000017858	ENSG00000101052
0.44580	0.01990	22.402	ENSMUSG00000027634	ENSG00000101079
0.41720	0.02660	15.6842	ENSMUSG00000051149	ENSG00000101126
0.84390	0.00210	401.857	ENSMUSG00000027498	ENSG00000101138
0.67100	0.00610	110	ENSMUSG00000027509	ENSG00000101146
0.45170	0.04220	10.7038	ENSMUSG00000000827	ENSG00000101150
0.96220	0.00220	437.364	ENSMUSG00000000826	ENSG00000101152
0.78820	0.01240	63.5645	ENSMUSG00000016253	ENSG00000101158
0.82980	0.09760	8.50205	ENSMUSG00000016256	ENSG00000101160
0.61900	0.00940	65.8511	ENSMUSG00000002455	ENSG00000101161
0.77520	0.02990	25.9264	ENSMUSG00000016257	ENSG00000101166
0.93020	0.13570	6.85483	ENSMUSG00000039069	ENSG00000101181
0.43690	0.00580	75.3276	ENSMUSG00000027566	ENSG00000101182
0.46560	0.01730	26.9133	ENSMUSG00000027569	ENSG00000101189
0.88170	0.16220	5.43588	ENSMUSG00000038914	ENSG00000101191
0.62510	0.00200	312.55	ENSMUSG00000027573	ENSG00000101193
0.67690	0.06530	10.366	ENSMUSG00000027575	ENSG00000101199
0.95650	0.03030	31.5677	ENSMUSG00000038705	ENSG00000101216
0.52280	0.05290	9.8828	ENSMUSG00000027327	ENSG00000101220
0.77930	0.10580	7.36578	ENSMUSG00000027330	ENSG00000101224
0.74690	0.01510	49.4636	ENSMUSG00000038671	ENSG00000101246
0.22770	0.00590	38.5932	ENSMUSG00000074698	ENSG00000101266
0.22410	0.00590	37.9831	ENSMUSG00000101523	ENSG00000101266
0.56780	0.02100	27.0381	ENSMUSG00000058793	ENSG00000101290
0.39610	0.01670	23.7186	ENSMUSG00000019188	ENSG00000101294
0.89260	0.00230	388.087	ENSMUSG00000067818	ENSG00000101335
0.43240	0.01700	25.4353	ENSMUSG00000068040	ENSG00000101337
0.78490	0.07630	10.287	ENSMUSG00000092012	ENSG00000101343
0.58060	0.01700	34.1529	ENSMUSG00000001767	ENSG00000101343
0.54010	0.04370	12.3593	ENSMUSG00000046020	ENSG00000101346
0.52600	0.00910	57.8022	ENSMUSG00000027475	ENSG00000101350
0.54160	0.04880	11.0984	ENSMUSG00000027405	ENSG00000101361
0.49530	0.06270	7.89952	ENSMUSG00000063019	ENSG00000101363
0.48740	0.03110	15.672	ENSMUSG00000027406	ENSG00000101365
0.33110	0.01640	20.189	ENSMUSG00000027479	ENSG00000101367
0.50280	0.06810	7.38326	ENSMUSG00000027487	ENSG00000101391
0.59260	0.03700	16.0162	ENSMUSG00000027488	ENSG00000101400
0.38780	0.08850	4.38192	ENSMUSG00000027650	ENSG00000101407
0.31580	0.00290	108.897	ENSMUSG00000027651	ENSG00000101413
0.52880	0.00190	278.316	ENSMUSG00000038467	ENSG00000101421
0.83420	0.05370	15.5345	ENSMUSG00000037761	ENSG00000101442
0.51580	0.01420	36.3239	ENSMUSG00000027597	ENSG00000101444
0.53890	0.01430	37.6853	ENSMUSG00000048087	ENSG00000101444
0.49330	0.02650	18.6151	ENSMUSG00000027655	ENSG00000101452
0.55480	0.01700	32.6353	ENSMUSG00000017299	ENSG00000101457
1.33610	0.04960	26.9375	ENSMUSG00000027602	ENSG00000101460
0.31550	0.01460	21.6096	ENSMUSG00000038383	ENSG00000101464
0.60170	0.07990	7.53066	ENSMUSG00000017307	ENSG00000101473
0.45710	0.06130	7.45677	ENSMUSG00000033096	ENSG00000101474
0.77170	0.11720	6.58447	ENSMUSG00000053950	ENSG00000101544
0.94690	0.29970	3.15949	ENSMUSG00000024570	ENSG00000101546
0.42320	0.01400	30.2286	ENSMUSG00000047879	ENSG00000101557
0.24290	0.01310	18.542	ENSMUSG00000024091	ENSG00000101558
0.53020	0.05220	10.1571	ENSMUSG00000024052	ENSG00000101577
0.56340	0.07350	7.66531	ENSMUSG00000024054	ENSG00000101596
1.35410	0.00780	173.603	ENSMUSG00000024048	ENSG00000101608
0.59320	0.13800	4.29855	ENSMUSG00000009535	ENSG00000101654
0.44490	0.03020	14.7318	ENSMUSG00000024404	ENSG00000101782
0.27390	0.02970	9.22222	ENSMUSG00000031429	ENSG00000101843
0.33700	0.03700	9.10811	ENSMUSG00000079418	ENSG00000101844
0.74040	0.02760	26.8261	ENSMUSG00000025246	ENSG00000101849
0.41000	0.02010	20.398	ENSMUSG00000006373	ENSG00000101856
0.43470	0.05810	7.48193	ENSMUSG00000016409	ENSG00000101882
0.58440	0.00370	157.946	ENSMUSG00000031166	ENSG00000101940
0.73000	0.02780	26.259	ENSMUSG00000039231	ENSG00000101945
0.30910	0.00400	77.275	ENSMUSG00000025862	ENSG00000101972
0.58700	0.06410	9.15757	ENSMUSG00000031143	ENSG00000101997
0.38940	0.12490	3.11769	ENSMUSG00000031146	ENSG00000102007
0.39970	0.12520	3.19249	ENSMUSG00000057762	ENSG00000102007
0.41570	0.01960	21.2092	ENSMUSG00000031388	ENSG00000102030
0.31340	0.00770	40.7013	ENSMUSG00000031353	ENSG00000102054
0.19970	0.01580	12.6392	ENSMUSG00000000838	ENSG00000102081
0.36580	0.02430	15.0535	ENSMUSG00000031156	ENSG00000102100
0.76380	0.06940	11.0058	ENSMUSG00000031157	ENSG00000102103
0.84500	0.13960	6.05301	ENSMUSG00000001964	ENSG00000102119
0.49880	0.01210	41.2231	ENSMUSG00000009995	ENSG00000102125
0.30880	0.01080	28.5926	ENSMUSG00000062070	ENSG00000102144
0.30880	0.01080	28.5926	ENSMUSG00000066632	ENSG00000102144
0.35700	0.05470	6.52651	ENSMUSG00000031232	ENSG00000102158
0.34830	0.01830	19.0328	ENSMUSG00000071708	ENSG00000102172
0.68240	0.05190	13.1484	ENSMUSG00000015290	ENSG00000102178
0.56670	0.12550	4.51554	ENSMUSG00000035776	ENSG00000102181
0.34780	0.01240	28.0484	ENSMUSG00000031065	ENSG00000102225
0.58790	0.09010	6.52497	ENSMUSG00000031066	ENSG00000102226
0.72660	0.12960	5.60648	ENSMUSG00000067873	ENSG00000102241
0.75850	0.16030	4.73175	ENSMUSG00000001131	ENSG00000102265
0.27440	0.01310	20.9466	ENSMUSG00000031169	ENSG00000102312
0.30470	0.07540	4.04111	ENSMUSG00000025268	ENSG00000102316
0.53090	0.01580	33.6013	ENSMUSG00000031167	ENSG00000102317
0.58490	0.10280	5.68969	ENSMUSG00000031226	ENSG00000102390
0.50520	0.13180	3.83308	ENSMUSG00000031266	ENSG00000102393
0.51080	0.01550	32.9548	ENSMUSG00000049047	ENSG00000102401
0.64240	0.35550	1.80703	ENSMUSG00000075269	ENSG00000102409
0.50740	0.29690	1.70899	ENSMUSG00000047844	ENSG00000102409
0.44060	0.04640	9.49569	ENSMUSG00000033487	ENSG00000102531
0.45130	0.05780	7.80796	ENSMUSG00000021982	ENSG00000102543
0.80810	0.02710	29.8192	ENSMUSG00000063410	ENSG00000102572
0.63960	0.02660	24.0451	ENSMUSG00000031511	ENSG00000102606
0.69500	0.24600	2.8252	ENSMUSG00000054509	ENSG00000102699
0.58290	0.34200	1.70439	ENSMUSG00000095832	ENSG00000102710
0.52200	0.04820	10.8299	ENSMUSG00000027751	ENSG00000102710
0.55310	0.21060	2.62631	ENSMUSG00000031533	ENSG00000102738
0.28340	0.00360	78.7222	ENSMUSG00000021929	ENSG00000102753
0.42920	0.06220	6.90032	ENSMUSG00000022018	ENSG00000102760
0.63810	0.07610	8.38502	ENSMUSG00000058997	ENSG00000102763
0.33370	0.07480	4.46123	ENSMUSG00000022010	ENSG00000102804
0.74490	0.06160	12.0925	ENSMUSG00000022517	ENSG00000102858
0.95610	0.12650	7.5581	ENSMUSG00000031887	ENSG00000102871
0.47030	0.07180	6.55014	ENSMUSG00000033249	ENSG00000102878
0.68380	0.01470	46.517	ENSMUSG00000063065	ENSG00000102882
0.68720	0.13910	4.94033	ENSMUSG00000030703	ENSG00000102886
0.55970	0.05310	10.5405	ENSMUSG00000036879	ENSG00000102893
0.42300	0.05910	7.15736	ENSMUSG00000030922	ENSG00000102897
0.29370	0.00000	inf	ENSMUSG00000071497	ENSG00000102898
0.29370	0.00000	inf	ENSMUSG00000008450	ENSG00000102898
0.47160	0.01170	40.3077	ENSMUSG00000032939	ENSG00000102900
0.64600	0.27870	2.3179	ENSMUSG00000036672	ENSG00000102901
0.29650	0.03660	8.10109	ENSMUSG00000003847	ENSG00000102908
0.49080	0.02280	21.5263	ENSMUSG00000047866	ENSG00000102910
0.51350	0.10430	4.9233	ENSMUSG00000031652	ENSG00000102921
0.50830	0.02450	20.7469	ENSMUSG00000031776	ENSG00000102931
0.34890	0.00380	91.8158	ENSMUSG00000005698	ENSG00000102974
0.55020	0.24230	2.27074	ENSMUSG00000038000	ENSG00000102977
0.53770	0.00320	168.031	ENSMUSG00000031783	ENSG00000102978
0.33030	0.03700	8.92703	ENSMUSG00000005699	ENSG00000102981
0.40660	0.02550	15.9451	ENSMUSG00000031728	ENSG00000102984
0.62900	0.09940	6.32797	ENSMUSG00000031792	ENSG00000103005
0.57290	0.14570	3.93205	ENSMUSG00000031924	ENSG00000103018
1.72780	0.05780	29.8927	ENSMUSG00000073435	ENSG00000103024
0.60940	0.00710	85.831	ENSMUSG00000039067	ENSG00000103035
0.60140	0.02870	20.9547	ENSMUSG00000036534	ENSG00000103042
0.57500	0.02650	21.6981	ENSMUSG00000010936	ENSG00000103043
0.47160	0.02580	18.2791	ENSMUSG00000031753	ENSG00000103051
0.79350	0.13710	5.78775	ENSMUSG00000033106	ENSG00000103061
0.64420	0.06040	10.6656	ENSMUSG00000031903	ENSG00000103066
0.57290	0.01900	30.1526	ENSMUSG00000031959	ENSG00000103091
0.59260	0.07910	7.49178	ENSMUSG00000078908	ENSG00000103111
0.78350	0.11140	7.03321	ENSMUSG00000014633	ENSG00000103121
0.82990	0.06580	12.6125	ENSMUSG00000024182	ENSG00000103126
0.69200	0.11020	6.27949	ENSMUSG00000023904	ENSG00000103145
0.58740	0.01750	33.5657	ENSMUSG00000020289	ENSG00000103148
1.03560	0.06420	16.1308	ENSMUSG00000074064	ENSG00000103150
0.76140	0.16040	4.74688	ENSMUSG00000020287	ENSG00000103152
0.85850	0.21740	3.94894	ENSMUSG00000031832	ENSG00000103168
0.75040	0.10560	7.10606	ENSMUSG00000023143	ENSG00000103174
1.39350	0.02080	66.9952	ENSMUSG00000031827	ENSG00000103187
0.75940	0.09580	7.92693	ENSMUSG00000031826	ENSG00000103194
0.85820	0.04680	18.3376	ENSMUSG00000002496	ENSG00000103197
1.03280	0.08720	11.844	ENSMUSG00000024177	ENSG00000103202
0.96540	0.05750	16.7896	ENSMUSG00000023088	ENSG00000103222
1.38740	0.11930	11.6295	ENSMUSG00000002279	ENSG00000103227
0.87620	0.06580	13.3161	ENSMUSG00000002280	ENSG00000103245
0.93090	0.01530	60.8431	ENSMUSG00000036636	ENSG00000103249
1.11000	0.15360	7.22656	ENSMUSG00000057411	ENSG00000103254
1.05930	0.04960	21.3569	ENSMUSG00000052934	ENSG00000103264
1.28200	0.00990	129.495	ENSMUSG00000039615	ENSG00000103266
0.61300	0.06070	10.0988	ENSMUSG00000022503	ENSG00000103274
0.59400	0.00060	990	ENSMUSG00000015120	ENSG00000103275
0.79410	0.04990	15.9138	ENSMUSG00000035064	ENSG00000103319
1.14370	0.05840	19.5839	ENSMUSG00000037326	ENSG00000103326
1.42880	0.11350	12.5885	ENSMUSG00000014444	ENSG00000103335
0.34830	0.03790	9.18997	ENSMUSG00000062203	ENSG00000103342
0.39520	0.01510	26.1722	ENSMUSG00000030870	ENSG00000103353
0.56520	0.08210	6.88429	ENSMUSG00000030871	ENSG00000103356
0.54640	0.01450	37.6828	ENSMUSG00000055839	ENSG00000103363
0.49230	0.08400	5.86071	ENSMUSG00000030872	ENSG00000103365
0.88680	0.11430	7.75853	ENSMUSG00000065979	ENSG00000103381
0.62570	0.05480	11.4179	ENSMUSG00000004070	ENSG00000103415
0.44590	0.07040	6.33381	ENSMUSG00000004069	ENSG00000103423
0.52730	0.05330	9.89306	ENSMUSG00000022684	ENSG00000103429
0.50740	0.04590	11.0545	ENSMUSG00000031666	ENSG00000103479
0.45900	0.06320	7.26266	ENSMUSG00000030678	ENSG00000103495
0.76240	0.04540	16.793	ENSMUSG00000030805	ENSG00000103496
0.61440	0.01640	37.4634	ENSMUSG00000030682	ENSG00000103502
0.63700	0.02360	26.9915	ENSMUSG00000030802	ENSG00000103507
0.86860	0.03720	23.3495	ENSMUSG00000030801	ENSG00000103510
0.69980	0.03530	19.8244	ENSMUSG00000030835	ENSG00000103512
0.67370	0.04190	16.0788	ENSMUSG00000030982	ENSG00000103544
0.71270	0.03590	19.8524	ENSMUSG00000030816	ENSG00000103549
0.57520	0.08150	7.05767	ENSMUSG00000037257	ENSG00000103591
0.57770	0.06960	8.30029	ENSMUSG00000032370	ENSG00000103642
0.69700	0.00390	178.718	ENSMUSG00000032312	ENSG00000103653
0.33340	0.01320	25.2576	ENSMUSG00000038664	ENSG00000103657
0.32030	0.06140	5.21661	ENSMUSG00000032386	ENSG00000103671
0.19300	0.00000	inf	ENSMUSG00000004771	ENSG00000103769
0.70160	0.09190	7.63439	ENSMUSG00000032359	ENSG00000103811
0.74930	0.05770	12.9861	ENSMUSG00000030630	ENSG00000103876
0.45170	0.12430	3.63395	ENSMUSG00000034032	ENSG00000103932
0.72300	0.01460	49.5205	ENSMUSG00000027293	ENSG00000103966
0.46250	0.06160	7.50812	ENSMUSG00000033808	ENSG00000103978
0.49490	0.13160	3.76064	ENSMUSG00000027288	ENSG00000103994
0.38360	0.00860	44.6047	ENSMUSG00000027361	ENSG00000104064
0.47290	0.05490	8.61384	ENSMUSG00000034278	ENSG00000104129
0.26950	0.01740	15.4885	ENSMUSG00000027236	ENSG00000104131
0.26950	0.01740	15.4885	ENSMUSG00000043424	ENSG00000104131
0.53760	0.14600	3.68219	ENSMUSG00000033396	ENSG00000104133
0.75830	0.01940	39.0876	ENSMUSG00000034216	ENSG00000104142
1.01640	0.06810	14.9251	ENSMUSG00000005804	ENSG00000104164
1.11160	0.09680	11.4835	ENSMUSG00000022043	ENSG00000104228
0.60180	0.08760	6.86986	ENSMUSG00000039795	ENSG00000104231
0.51150	0.01280	39.9609	ENSMUSG00000021975	ENSG00000104299
0.71680	0.18630	3.84756	ENSMUSG00000028224	ENSG00000104320
0.38020	0.06670	5.70015	ENSMUSG00000039007	ENSG00000104324
0.62790	0.09710	6.46653	ENSMUSG00000028223	ENSG00000104325
0.39310	0.04170	9.42686	ENSMUSG00000066324	ENSG00000104331
0.17860	0.02180	8.19266	ENSMUSG00000025939	ENSG00000104343
0.65940	0.03760	17.5372	ENSMUSG00000031537	ENSG00000104365
0.39220	0.00650	60.3385	ENSMUSG00000047187	ENSG00000104388
0.49020	0.00050	980.4	ENSMUSG00000022336	ENSG00000104408
0.96000	0.02820	34.0426	ENSMUSG00000005125	ENSG00000104419
0.56810	0.12670	4.48382	ENSMUSG00000068391	ENSG00000104472
0.46430	0.00840	55.2738	ENSMUSG00000037487	ENSG00000104517
0.96110	0.38080	2.5239	ENSMUSG00000022575	ENSG00000104518
0.74180	0.02780	26.6835	ENSMUSG00000022570	ENSG00000104522
0.68320	0.07910	8.63717	ENSMUSG00000055762	ENSG00000104529
0.62960	0.02200	28.6182	ENSMUSG00000031864	ENSG00000104613
0.91730	0.16300	5.62761	ENSMUSG00000031513	ENSG00000104660
0.78190	0.01730	45.1965	ENSMUSG00000031516	ENSG00000104671
1.32890	0.33870	3.92353	ENSMUSG00000034194	ENSG00000104679
0.83100	0.07260	11.4463	ENSMUSG00000031584	ENSG00000104687
0.37020	0.00000	inf	ENSMUSG00000009630	ENSG00000104695
0.85100	0.11830	7.19358	ENSMUSG00000040263	ENSG00000104731
0.39460	0.00820	48.122	ENSMUSG00000034327	ENSG00000104756
0.59480	0.14000	4.24857	ENSMUSG00000031591	ENSG00000104763
0.40910	0.01710	23.924	ENSMUSG00000022051	ENSG00000104765
1.02620	0.15900	6.45409	ENSMUSG00000005142	ENSG00000104774
1.20360	0.07360	16.3533	ENSMUSG00000030824	ENSG00000104805
0.87340	0.01500	58.2267	ENSMUSG00000003865	ENSG00000104812
0.73460	0.15010	4.89407	ENSMUSG00000053898	ENSG00000104823
0.43820	0.00700	62.6	ENSMUSG00000015165	ENSG00000104824
0.89470	0.08820	10.144	ENSMUSG00000030595	ENSG00000104825
0.64140	0.09300	6.89677	ENSMUSG00000070699	ENSG00000104835
0.75480	0.01200	62.9	ENSMUSG00000063511	ENSG00000104852
0.71400	0.02600	27.4615	ENSMUSG00000002981	ENSG00000104853
0.77650	0.01790	43.3799	ENSMUSG00000061028	ENSG00000104859
0.82920	0.06390	12.9765	ENSMUSG00000051403	ENSG00000104866
1.46480	0.23460	6.24382	ENSMUSG00000003420	ENSG00000104870
0.78140	0.11740	6.65588	ENSMUSG00000003423	ENSG00000104872
0.84160	0.01150	73.1826	ENSMUSG00000030400	ENSG00000104884
0.92380	0.08160	11.3211	ENSMUSG00000061589	ENSG00000104885
1.51840	0.22160	6.85199	ENSMUSG00000035278	ENSG00000104886
0.88100	0.06920	12.7312	ENSMUSG00000052926	ENSG00000104889
0.97410	0.02130	45.7324	ENSMUSG00000020211	ENSG00000104897
0.57720	0.07610	7.58476	ENSMUSG00000035242	ENSG00000104904
0.80330	0.10320	7.78391	ENSMUSG00000001909	ENSG00000104907
0.59160	0.11710	5.05209	ENSMUSG00000030409	ENSG00000104936
0.87190	0.05340	16.3277	ENSMUSG00000038520	ENSG00000104946
1.37980	0.13710	10.0642	ENSMUSG00000004994	ENSG00000104957
1.01640	0.01430	71.0769	ENSMUSG00000038502	ENSG00000104960
2.89610	0.02130	135.967	ENSMUSG00000054452	ENSG00000104964
1.95090	0.05310	36.7401	ENSMUSG00000004937	ENSG00000104969
0.66930	0.03310	20.2205	ENSMUSG00000002968	ENSG00000104973
0.83400	0.25100	3.32271	ENSMUSG00000011837	ENSG00000104976
1.76690	0.13890	12.7207	ENSMUSG00000019362	ENSG00000104979
0.98190	0.05210	18.8464	ENSMUSG00000002949	ENSG00000104980
0.74060	0.07940	9.32746	ENSMUSG00000074358	ENSG00000104983
0.54710	0.13500	4.05259	ENSMUSG00000002205	ENSG00000105053
1.38690	0.01070	129.617	ENSMUSG00000003039	ENSG00000105058
0.78700	0.08970	8.77369	ENSMUSG00000052296	ENSG00000105063
0.73390	0.14660	5.00614	ENSMUSG00000024045	ENSG00000105127
0.58960	0.07740	7.61757	ENSMUSG00000032763	ENSG00000105135
0.59310	0.10320	5.74709	ENSMUSG00000030423	ENSG00000105171
0.60920	0.16960	3.59198	ENSMUSG00000030421	ENSG00000105176
0.33690	0.02330	14.4592	ENSMUSG00000030417	ENSG00000105185
0.81940	0.10000	8.194	ENSMUSG00000034867	ENSG00000105186
0.56290	0.00000	inf	ENSMUSG00000037563	ENSG00000105193
0.49040	0.04210	11.6485	ENSMUSG00000003438	ENSG00000105197
0.62160	0.01510	41.1656	ENSMUSG00000046865	ENSG00000105202
0.35700	0.01280	27.8906	ENSMUSG00000002409	ENSG00000105204
0.81080	0.07670	10.5711	ENSMUSG00000043192	ENSG00000105220
0.71430	0.06130	11.6525	ENSMUSG00000036427	ENSG00000105220
0.66160	0.00890	74.3371	ENSMUSG00000004056	ENSG00000105221
0.64400	0.03010	21.3953	ENSMUSG00000003363	ENSG00000105223
1.41950	0.04240	33.4788	ENSMUSG00000004934	ENSG00000105229
0.45930	0.02220	20.6892	ENSMUSG00000063160	ENSG00000105245
1.38000	0.09440	14.6186	ENSMUSG00000003208	ENSG00000105248
0.71860	0.05580	12.8781	ENSMUSG00000006095	ENSG00000105254
0.91610	0.00000	inf	ENSMUSG00000019738	ENSG00000105258
0.72430	0.02100	34.4905	ENSMUSG00000041187	ENSG00000105287
74.42090	0.51990	143.145	ENSMUSG00000074252	ENSG00000105298
0.94630	0.13820	6.84732	ENSMUSG00000041375	ENSG00000105321
0.44040	0.02070	21.2754	ENSMUSG00000040725	ENSG00000105323
1.04710	0.00770	135.987	ENSMUSG00000020235	ENSG00000105325
0.92660	0.05180	17.888	ENSMUSG00000002603	ENSG00000105329
0.84980	0.22610	3.75851	ENSMUSG00000057229	ENSG00000105341
1.91140	0.14150	13.5081	ENSMUSG00000024197	ENSG00000105355
1.08940	0.10710	10.1718	ENSMUSG00000003299	ENSG00000105364
0.28830	0.00330	87.3636	ENSMUSG00000040952	ENSG00000105372
0.88460	0.10590	8.35316	ENSMUSG00000041560	ENSG00000105373
0.77740	0.07750	10.031	ENSMUSG00000004610	ENSG00000105379
1.19300	0.05340	22.3408	ENSMUSG00000031820	ENSG00000105393
1.00240	0.11060	9.06329	ENSMUSG00000032175	ENSG00000105397
2.35120	0.02320	101.345	ENSMUSG00000019471	ENSG00000105401
0.65450	0.00740	88.4459	ENSMUSG00000006024	ENSG00000105402
