Ensembl Gene ID	RefSeq ncRNA [e.g. NR_002834]	RefSeq ncRNA predicted [e.g. XR_108264]	Transcript Start (bp)	Transcript End (bp)
ENSG00000113272			157737910	157739698
ENSG00000113282			157785743	157859145
ENSG00000113282			157786287	157790561
ENSG00000113282			157786287	157859133
ENSG00000113282			157786289	157859175
ENSG00000113282			157786291	157796145
ENSG00000113282			157787405	157859143
ENSG00000113282			157787471	157791724
ENSG00000113282			157787602	157791841
ENSG00000113282			157791620	157806012
ENSG00000113282			157791758	157805956
ENSG00000113300			180494412	180495755
ENSG00000113300			180494433	180578405
ENSG00000113300			180494447	180549995
ENSG00000113300			180494707	180564682
ENSG00000113300			180529275	180567968
ENSG00000113300			180494507	180578349
ENSG00000113300			180494417	180578353
ENSG00000113312			160009113	160065511
ENSG00000113312			160009113	160065543
ENSG00000113312			160036506	160065511
ENSG00000113312			160038915	160065130
ENSG00000113312			160043133	160065487
ENSG00000113318			80654648	80876460
ENSG00000113318			80655152	80656513
ENSG00000113318			80715205	80761610
ENSG00000113328			163437569	163443729
ENSG00000113328			163437571	163439602
ENSG00000113328			163437581	163445016
ENSG00000113328			163437595	163441221
ENSG00000113328			163437607	163441157
ENSG00000113328			163437614	163443892
ENSG00000113328			163437766	163444078
ENSG00000113328			163439191	163441287
ENSG00000113328			163441178	163444073
ENSG00000113328			163441656	163442538
ENSG00000113328			163443757	163446151
ENSG00000113328			163443796	163444965
ENSG00000113328			163437571	163445014
ENSG00000113360			31400497	31532061
ENSG00000113360			31401134	31532109
ENSG00000113360			31401147	31406956
ENSG00000113360			31401412	31423321
ENSG00000113360			31401551	31407050
ENSG00000113360			31408736	31409551
ENSG00000113360			31421324	31437324
ENSG00000113360			31421751	31429533
ENSG00000113360			31449277	31468006
ENSG00000113360			31449369	31466486
ENSG00000113360			31464088	31467991
ENSG00000113360			31467459	31484911
ENSG00000113360			31467518	31472233
ENSG00000113360			31467945	31486733
ENSG00000113360			31472127	31489083
ENSG00000113360			31493209	31526420
ENSG00000113360			31514994	31526326
ENSG00000113360			31526329	31532196
ENSG00000113360			31526755	31532074
ENSG00000113360			31400502	31529106
ENSG00000113360			31400502	31529106
ENSG00000113369			91368724	91383359
ENSG00000113369			91370798	91373845
ENSG00000113369			91374225	91375344
ENSG00000113369			91375000	91380089
ENSG00000113369			91375521	91381020
ENSG00000113369			91375527	91380151
ENSG00000113369			91376559	91382875
ENSG00000113384			32124704	32174350
ENSG00000113384			32126367	32174302
ENSG00000113384			32126595	32174317
ENSG00000113387			32531633	32601323
ENSG00000113387			32531818	32601200
ENSG00000113387			32531849	32601055
ENSG00000113387			32585499	32604079
ENSG00000113387			32585559	32601988
ENSG00000113387			32585571	32601282
ENSG00000113387			32585588	32601150
ENSG00000113387			32585600	32591687
ENSG00000113387			32585887	32601257
ENSG00000113387			32586114	32591685
ENSG00000113387			32588537	32601342
ENSG00000113387			32591248	32601093
ENSG00000113387			32594923	32601130
ENSG00000113407			33440696	33467933
ENSG00000113407			33440739	33453346
ENSG00000113407			33440776	33469539
ENSG00000113407			33440805	33446197
ENSG00000113407			33440964	33468085
ENSG00000113407			33440965	33467838
ENSG00000113407			33440977	33468062
ENSG00000113407			33440993	33466917
ENSG00000113407			33440995	33455012
ENSG00000113407			33440996	33453366
ENSG00000113407			33441381	33448730
ENSG00000113407			33456034	33459969
ENSG00000113407			33461008	33466216
ENSG00000113407			33466758	33468091
ENSG00000113504			1050376	1112035
ENSG00000113504			1057211	1063882
ENSG00000113504			1057528	1074710
ENSG00000113504			1074566	1076782
ENSG00000113504			1078519	1081658
ENSG00000113552			141991749	142013027
ENSG00000113552			142000669	142013031
ENSG00000113552			142000674	142013030
ENSG00000113552			142000678	142012794
ENSG00000113552			142000678	142012973
ENSG00000113552			142002086	142013031
ENSG00000113552			142002090	142013041
ENSG00000113552			142003218	142005441
ENSG00000113552			142004875	142006314
ENSG00000113552			142005044	142012996
ENSG00000113552			142005112	142013027
ENSG00000113552			142006036	142013027
ENSG00000113552			142011949	142012996
ENSG00000113558			134148935	134177038
ENSG00000113558			134157338	134176964
ENSG00000113558			134157392	134176920
ENSG00000113558			134157474	134161897
ENSG00000113558			134157508	134176719
ENSG00000113558			134157510	134176950
ENSG00000113558			134157572	134176950
ENSG00000113558			134157941	134176950
ENSG00000113558			134158480	134176958
ENSG00000113558			134158484	134176950
ENSG00000113558			134160996	134174765
ENSG00000113558			134173387	134176950
ENSG00000113558			134173967	134175570
ENSG00000113575			134194334	134226142
ENSG00000113575			134197636	134199450
ENSG00000113575			134200974	134202485
ENSG00000113575			134200988	134225554
ENSG00000113575			134201859	134224393
ENSG00000113575			134203525	134226073
ENSG00000113580			143277931	143403700
ENSG00000113580			143277936	143403329
ENSG00000113580			143281120	143434702
ENSG00000113580			143281138	143404129
ENSG00000113580			143281162	143403689
ENSG00000113580			143281811	143404544
ENSG00000113580			143300561	143390001
ENSG00000113580			143400404	143402737
ENSG00000113580			143400404	143403882
ENSG00000113580			143400404	143404667
ENSG00000113580			143400404	143405323
ENSG00000113580			143400408	143401397
ENSG00000113580			143408990	143434772
ENSG00000113580			143408990	143434774
ENSG00000113580			143277931	143435512
ENSG00000113580			143279567	143400852
ENSG00000113583			133955502	133968787
ENSG00000113583			133959535	133968674
ENSG00000113583			133959778	133968625
ENSG00000113593			65563236	65568079
ENSG00000113593			65563239	65587549
ENSG00000113593			65563290	65569971
ENSG00000113593			65563293	65571884
ENSG00000113593			65563296	65587422
ENSG00000113593			65563299	65587527
ENSG00000113593			65563867	65571927
ENSG00000113593			65563888	65572284
ENSG00000113593			65569363	65576926
ENSG00000113593			65572086	65583112
ENSG00000113593			65576952	65583291
ENSG00000113593			65579296	65585047
ENSG00000113593			65582556	65587278
ENSG00000113593			65563239	65587541
ENSG00000113593			65563239	65587541
ENSG00000113615			134648789	134727823
ENSG00000113615			134648824	134693698
ENSG00000113615			134679711	134692891
ENSG00000113621			134873803	134901525
ENSG00000113621			134874371	134900039
ENSG00000113621			134874376	134888062
ENSG00000113621			134874397	134901511
ENSG00000113621			134875096	134888180
ENSG00000113621			134875342	134900128
ENSG00000113621			134888153	134896276
ENSG00000113621			134892178	134899899
ENSG00000113621			134893626	134899857
ENSG00000113621			134899937	134901511
ENSG00000113643			168486445	168519299
ENSG00000113643			168486451	168493187
ENSG00000113643			168486470	168493958
ENSG00000113643			168486482	168495333
ENSG00000113643			168486486	168494736
ENSG00000113643			168486491	168519298
ENSG00000113643			168488692	168495151
ENSG00000113643			168497012	168506030
ENSG00000113643			168497218	168502035
ENSG00000113648			135333900	135399622
ENSG00000113648			135334381	135351544
ENSG00000113648			135334381	135362901
ENSG00000113648			135334383	135399887
ENSG00000113648			135334410	135399211
ENSG00000113648			135334417	135399222
ENSG00000113648			135334435	135347606
ENSG00000113648			135334473	135399238
ENSG00000113648			135334856	135399229
ENSG00000113648			135334913	135399884
ENSG00000113648			135335101	135345987
ENSG00000113648			135345690	135350955
ENSG00000113648			135350814	135399204
ENSG00000113648			135359397	135399177
ENSG00000113648			135359722	135389059
ENSG00000113648			135360416	135370146
ENSG00000113648			135360519	135399206
ENSG00000113648			135369368	135399914
ENSG00000113648			135369481	135399214
ENSG00000113648			135388917	135399887
ENSG00000113649			146447311	146480216
ENSG00000113649			146447312	146511961
ENSG00000113649			146447332	146511023
ENSG00000113649			146447346	146510765
ENSG00000113649			146459215	146469809
ENSG00000113649			146462057	146470739
ENSG00000113649			146478418	146480518
ENSG00000113649			146478525	146492965
ENSG00000113649			146481176	146511508
ENSG00000113649			146492869	146503539
ENSG00000113649			146499573	146503539
ENSG00000113649			146503032	146504202
ENSG00000113649			146503419	146507177
ENSG00000113649			146503471	146507348
ENSG00000113649			146503828	146509245
ENSG00000113649			146507371	146511505
ENSG00000113712			149492197	149551397
ENSG00000113712			149496054	149550299
ENSG00000113712			149496054	149550299
ENSG00000113712			149496588	149513221
ENSG00000113712			149496853	149550964
ENSG00000113712			149499163	149513120
ENSG00000113712			149504846	149513157
ENSG00000113712			149504846	149513212
ENSG00000113712			149525135	149551356
ENSG00000113712			149549328	149551168
ENSG00000113712			149495896	149551552
ENSG00000113712			149493386	149501253
ENSG00000113716			150000321	150052823
ENSG00000113716			150000718	150052823
ENSG00000113716			150027063	150047757
ENSG00000113716			150030317	150040823
ENSG00000113716			150047485	150050441
ENSG00000113716			150000046	150053142
ENSG00000113719			172834275	172952685
ENSG00000113719			172834319	172898585
ENSG00000113719			172834335	172915691
ENSG00000113719			172834385	172924061
ENSG00000113719			172834411	172920571
ENSG00000113719			172905217	172924080
ENSG00000113719			172905240	172918335
ENSG00000113719			172906060	172926563
ENSG00000113719			172909667	172932478
ENSG00000113719			172920364	172932536
ENSG00000113719			172922145	172932511
ENSG00000113719			172924103	172927099
ENSG00000113719			172931093	172938007
ENSG00000113719			172933662	172952680
ENSG00000113721			150113837	150155860
ENSG00000113721			150113842	150114958
ENSG00000113721			150115727	150155859
ENSG00000113721			150119467	150122202
ENSG00000113721			150120927	150122237
ENSG00000113721			150124170	150125520
ENSG00000113721			150133695	150134110
ENSG00000113721			150134750	150155627
ENSG00000113721			150134857	150137437
ENSG00000113721			150137304	150155860
ENSG00000113721			150153411	150155872
ENSG00000113732			172983757	173035445
ENSG00000113732			172983781	173034884
ENSG00000113732			172983816	173034892
ENSG00000113732			172983831	173020557
ENSG00000113734			173144442	173164340
ENSG00000113734			173144515	173164387
ENSG00000113734			173144537	173164341
ENSG00000113734			173144546	173164057
ENSG00000113734			173159976	173161877
ENSG00000113742			173888280	173961976
ENSG00000113742			173889340	173956235
ENSG00000113742			173889340	173960309
ENSG00000113742			173889531	173953439
ENSG00000113742			173890666	173891607
ENSG00000113742			173890674	173910818
ENSG00000113742			173890677	173945092
ENSG00000113742			173893051	173956514
ENSG00000113742			173893078	173956457
ENSG00000113742			173918216	173956514
ENSG00000113758			177456608	177473741
ENSG00000113758			177456927	177473198
ENSG00000113758			177456934	177473624
ENSG00000113758			177456936	177473637
ENSG00000113758			177457367	177462413
ENSG00000113758			177458297	177460642
ENSG00000113758			177460432	177473613
ENSG00000113758			177466831	177467598
ENSG00000113758			177467490	177472870
ENSG00000113758			177467586	177474401
ENSG00000113758			177468553	177473622
ENSG00000113761			177022696	177065241
ENSG00000113761			177022696	177065985
ENSG00000113761			177022696	177080554
ENSG00000113761			177022704	177064966
ENSG00000113761			177022716	177065458
ENSG00000113761			177022732	177065965
ENSG00000113761			177022735	177065018
ENSG00000113761			177022735	177081189
ENSG00000113761			177022904	177042249
ENSG00000113761			177044327	177050892
ENSG00000113811			53884410	53891988
ENSG00000113811			53885301	53891865
ENSG00000113811			53887996	53891855
ENSG00000113811			53888395	53891885
ENSG00000113811			53885200	53891962
ENSG00000113812			53867066	53882202
ENSG00000113812			53868496	53870297
ENSG00000113812			53868502	53881824
ENSG00000113812			53868653	53877293
ENSG00000113812			53871158	53873068
ENSG00000113812			53877259	53881857
ENSG00000113838			186546339	186567352
ENSG00000113838			186546341	186570318
ENSG00000113838			186553343	186554475
ENSG00000113838			186556590	186570543
ENSG00000113838			186558417	186564345
ENSG00000113838			186546073	186570543
ENSG00000113845			119498532	119525090
ENSG00000113845			119498547	119523823
ENSG00000113845			119498552	119524066
ENSG00000113845			119498567	119517315
ENSG00000113845			119498575	119523630
ENSG00000113845			119498581	119517315
ENSG00000113845			119498583	119523638
ENSG00000113845			119498817	119524061
ENSG00000113845			119500374	119513719
ENSG00000113851			3148992	3179691
ENSG00000113851			3150011	3156784
ENSG00000113851			3150011	3179674
ENSG00000113851			3150011	3179710
ENSG00000113851			3150011	3179710
ENSG00000113851			3150860	3154970
ENSG00000113851			3150988	3154192
ENSG00000113851			3154550	3172923
ENSG00000113851			3156090	3174121
ENSG00000113851			3167430	3179674
ENSG00000113851			3172176	3179701
ENSG00000113851			3172717	3175250
ENSG00000113851			3173887	3179704
ENSG00000113916			187721377	187745727
ENSG00000113916			187721387	187737088
ENSG00000113916			187722398	187736569
ENSG00000113916			187722432	187734882
ENSG00000113916			187724569	187725623
ENSG00000113916			187731727	187734947
ENSG00000113916			187731765	187745437
ENSG00000113916			187731780	187737944
ENSG00000113916			187734445	187745472
ENSG00000113916			187736187	187745459
ENSG00000113916			187721377	187745725
ENSG00000114021			100334701	100356866
ENSG00000114021			100334739	100355351
ENSG00000114021			100334757	100350011
ENSG00000114021			100334770	100348881
ENSG00000114021			100334776	100341143
ENSG00000114021			100334811	100346265
ENSG00000114021			100339094	100345823
ENSG00000114023			122384176	122409917
ENSG00000114023			122384182	122412334
ENSG00000114023			122384198	122407964
ENSG00000114026			9749944	9757407
ENSG00000114026			9749944	9757513
ENSG00000114026			9749944	9766737
ENSG00000114026			9749981	9757377
ENSG00000114026			9750018	9751072
ENSG00000114026			9750072	9766540
ENSG00000114026			9750073	9766737
ENSG00000114026			9750083	9757204
ENSG00000114026			9750087	9766112
ENSG00000114026			9750346	9757035
ENSG00000114026			9750355	9756865
ENSG00000114026			9750964	9752094
ENSG00000114026			9751079	9788219
ENSG00000114026			9751092	9766737
ENSG00000114026			9751903	9757191
ENSG00000114026			9751903	9757191
ENSG00000114026		XR_424148	9757348	9762324
ENSG00000114026		XR_424142	9757348	9762324
ENSG00000114026			9749944	9766668
ENSG00000114030			122421949	122514928
ENSG00000114030			122425680	122459885
ENSG00000114030			122426104	122460657
ENSG00000114030			122426954	122496637
ENSG00000114030			122426985	122514934
ENSG00000114030			122442048	122514945
ENSG00000114030			122451585	122464259
ENSG00000114030			122451985	122514542
ENSG00000114030			122451990	122514937
ENSG00000114030			122453910	122514906
ENSG00000114054			136250306	136330169
ENSG00000114054			136250355	136330169
ENSG00000114054			136250355	136330169
ENSG00000114054			136250355	136330169
ENSG00000114054			136250355	136330169
ENSG00000114054			136250355	136330169
ENSG00000114054			136250355	136330169
ENSG00000114054			136250355	136330169
ENSG00000114054			136250358	136337895
ENSG00000114054			136250359	136330170
ENSG00000114054			136250369	136262010
ENSG00000114054			136250375	136337896
ENSG00000114054			136250391	136327731
ENSG00000114054			136251243	136283914
ENSG00000114054			136255307	136262025
ENSG00000114054			136255318	136283943
ENSG00000114054			136255321	136327093
ENSG00000114054			136255857	136283901
ENSG00000114054			136260150	136330169
ENSG00000114062			25333729	25438981
ENSG00000114062			25339106	25438541
ENSG00000114062			25339137	25408648
ENSG00000114062			25339137	25408648
ENSG00000114062			25354033	25356830
ENSG00000114062			25339137	25407125
ENSG00000114062			25337249	25439028
ENSG00000114098			138187267	138296549
ENSG00000114098			138187284	138298389
ENSG00000114098			138187301	138296394
ENSG00000114098			138187305	138235100
ENSG00000114098			138187318	138228999
ENSG00000114098			138187342	138246887
ENSG00000114098			138187350	138245635
ENSG00000114098			138187517	138296254
ENSG00000114098			138187528	138295933
ENSG00000114098			138187529	138246857
ENSG00000114098			138187531	138245681
ENSG00000114098			138187547	138237572
ENSG00000114098			138187552	138267229
ENSG00000114098			138187776	138209890
ENSG00000114098			138223389	138229051
ENSG00000114098			138223636	138245330
ENSG00000114098			138223636	138245682
ENSG00000114098			138237279	138296541
ENSG00000114098			138238020	138246472
ENSG00000114098			138263511	138298373
ENSG00000114098			138273080	138288014
ENSG00000114098			138289021	138290628
ENSG00000114098			138187248	138298384
ENSG00000114120			140941830	140979933
ENSG00000114120			140941843	140957069
ENSG00000114120			140941853	140967005
ENSG00000114120			140941868	140963471
ENSG00000114120			140941887	140966211
ENSG00000114120			140941887	140976650
ENSG00000114120			140941895	140976483
ENSG00000114120			140941901	140976481
ENSG00000114120			140942462	140970970
ENSG00000114120			140956525	140976286
ENSG00000114120			140956627	140976282
ENSG00000114120			140966780	140973989
ENSG00000114120			140970365	140976647
ENSG00000114120			140973666	140976463
ENSG00000114125			141738204	141747560
ENSG00000114125			141738249	141743027
ENSG00000114125			141738277	141745700
ENSG00000114125			141738297	141745702
ENSG00000114125			141738304	141745669
ENSG00000114125			141738319	141745517
ENSG00000114125			141745842	141746394
ENSG00000114126			141951147	142149521
ENSG00000114126			141951502	142028665
ENSG00000114126			141952143	142028626
ENSG00000114126			141952276	142028646
ENSG00000114126			141952481	142149532
ENSG00000114126			141952496	142005469
ENSG00000114126			141952496	142101757
ENSG00000114126			141952829	141963835
ENSG00000114126			141959800	142028597
ENSG00000114126			141963820	142028631
ENSG00000114126			141963852	142029157
ENSG00000114126			141974067	141995229
ENSG00000114126			141974105	141978688
ENSG00000114126			141978537	142149537
ENSG00000114126			141978588	142090838
ENSG00000114126			141989067	141993585
ENSG00000114126			141993573	142149521
ENSG00000114126			141994270	142028606
ENSG00000114126			141995063	142149470
ENSG00000114126			141995071	142126370
ENSG00000114126			141995096	142149537
ENSG00000114126			142000325	142149470
ENSG00000114126			142093031	142149544
ENSG00000114166			20040023	20154404
ENSG00000114166			20040698	20101113
ENSG00000114166			20111594	20122795
ENSG00000114166			20127478	20146581
ENSG00000114166			20148240	20149010
ENSG00000114209			167683298	167734826
ENSG00000114209			167683910	167734939
ENSG00000114209			167683912	167734930
ENSG00000114209			167684114	167725477
ENSG00000114209			167684242	167734544
ENSG00000114209			167684256	167734892
ENSG00000114209			167684339	167734510
ENSG00000114209			167687215	167734482
ENSG00000114209			167687222	167734851
ENSG00000114209			167687223	167720098
ENSG00000114209			167687649	167734517
ENSG00000114209			167687687	167734836
ENSG00000114209			167695596	167734821
ENSG00000114209			167695609	167734863
ENSG00000114209			167697007	167697955
ENSG00000114209			167697040	167734832
ENSG00000114209			167704558	167734929
ENSG00000114209			167720205	167730976
ENSG00000114302			48744597	48752318
ENSG00000114302			48746579	48847846
ENSG00000114302			48747515	48847804
ENSG00000114302			48749648	48847828
ENSG00000114302			48751258	48794013
ENSG00000114302			48751339	48765350
ENSG00000114302			48790599	48847833
ENSG00000114316			49277831	49340033
ENSG00000114316			49278106	49340071
ENSG00000114316			49278143	49279231
ENSG00000114316			49278158	49312863
ENSG00000114316			49278170	49311618
ENSG00000114316			49284536	49293644
ENSG00000114316			49297870	49340029
ENSG00000114316			49300595	49318774
ENSG00000114316			49305778	49314044
ENSG00000114316			49311785	49340036
ENSG00000114316			49316732	49340036
ENSG00000114316			49317119	49318657
ENSG00000114316			49324697	49340053
ENSG00000114316			49324704	49340712
ENSG00000114331			195274736	195443078
ENSG00000114331			195279034	195279799
ENSG00000114331			195285328	195291745
ENSG00000114331			195292314	195301644
ENSG00000114331			195295446	195302115
ENSG00000114331			195297224	195306865
ENSG00000114331			195302148	195342609
ENSG00000114331			195326332	195336965
ENSG00000114331			195333082	195356212
ENSG00000114331			195335899	195443043
ENSG00000114331			195342606	195442276
ENSG00000114331			195381009	195442855
ENSG00000114331			195381026	195442905
ENSG00000114331			195441793	195443044
ENSG00000114331			195278515	195442907
ENSG00000114353			50226292	50258898
ENSG00000114353			50226737	50258898
ENSG00000114353			50229065	50259345
ENSG00000114353			50230810	50235290
ENSG00000114353			50235952	50259355
ENSG00000114353			50236204	50259354
ENSG00000114353			50238112	50258751
ENSG00000114353			50246894	50258697
ENSG00000114353			50251409	50258893
ENSG00000114353			50253154	50256691
ENSG00000114353			50256283	50258166
ENSG00000114353			50230776	50259339
ENSG00000114354			100709361	100748942
ENSG00000114354			100709378	100748927
ENSG00000114354			100709425	100748966
ENSG00000114354			100709472	100728828
ENSG00000114354			100709606	100748964
ENSG00000114354			100709613	100732563
ENSG00000114354			100709970	100732636
ENSG00000114354			100742476	100748963
ENSG00000114354			100709331	100748966
ENSG00000114354			100713686	100748531
ENSG00000114354			100709331	100747448
ENSG00000114383			50320027	50328157
ENSG00000114383			50324907	50328243
ENSG00000114383			50326008	50328206
ENSG00000114383			50326008	50328251
ENSG00000114383			50326090	50328238
ENSG00000114383			50326356	50328195
ENSG00000114388			50347330	50350779
ENSG00000114388			50347488	50350767
ENSG00000114388			50347488	50350782
ENSG00000114388			50347488	50350782
ENSG00000114388			50347488	50351091
ENSG00000114388			50347490	50350704
ENSG00000114388			50347491	50350365
ENSG00000114388			50347491	50350754
ENSG00000114388			50347494	50348786
ENSG00000114388			50347499	50350766
ENSG00000114388			50347518	50350781
ENSG00000114388			50348146	50350781
ENSG00000114388			50348161	50350745
ENSG00000114388			50348253	50349129
ENSG00000114388			50348316	50350781
ENSG00000114388			50349156	50350775
ENSG00000114388			50349435	50350821
ENSG00000114391			101681091	101686712
ENSG00000114391			101681092	101686782
ENSG00000114391			101681096	101686705
ENSG00000114391			101681123	101685889
ENSG00000114391			101682042	101686695
ENSG00000114391			101686029	101686714
ENSG00000114395			50350695	50354079
ENSG00000114395			50350845	50354052
ENSG00000114395			50350845	50354069
ENSG00000114395			50350858	50354032
ENSG00000114395			50350873	50353393
ENSG00000114395			50351197	50358460
ENSG00000114416			180868141	180949326
ENSG00000114416			180868156	180948783
ENSG00000114416			180868751	180949250
ENSG00000114416			180912302	180982753
ENSG00000114416			180912482	180977155
ENSG00000114416			180912491	180976579
ENSG00000114416			180912538	180927813
ENSG00000114416			180912671	180948192
ENSG00000114416			180912671	180976418
ENSG00000114416			180912671	180976545
ENSG00000114416			180912672	180977155
ENSG00000114416			180912678	180976553
ENSG00000114416			180912685	180949339
ENSG00000114416			180915434	180976378
ENSG00000114416			180915460	180948742
ENSG00000114416			180933036	180935196
ENSG00000114416			180951330	180954105
ENSG00000114416			180957527	180963081
ENSG00000114416			180957809	180968405
ENSG00000114416			180957869	180970661
ENSG00000114416			180968051	180976282
ENSG00000114416			180970192	180971816
ENSG00000114423			105655461	105702201
ENSG00000114423			105655461	105869043
ENSG00000114423			105658269	105673993
ENSG00000114423			105658405	105682130
ENSG00000114423			105680992	105869043
ENSG00000114423			105680992	105869043
ENSG00000114423			105853414	105869422
ENSG00000114423			105853414	105869422
ENSG00000114423			105853414	105869552
ENSG00000114439			107522936	107811324
ENSG00000114439			107522961	107806342
ENSG00000114439			107522976	107805861
ENSG00000114439			107522986	107526750
ENSG00000114439			107522991	107772682
ENSG00000114439			107523003	107728940
ENSG00000114439			107523043	107805598
ENSG00000114439			107523454	107710499
ENSG00000114439			107524107	107716712
ENSG00000114439			107524107	107728791
ENSG00000114439			107524357	107716659
ENSG00000114439			107524357	107716737
ENSG00000114439			107525391	107732970
ENSG00000114439			107525402	107773066
ENSG00000114439			107599313	107805858
ENSG00000114439			107645836	107728806
ENSG00000114439			107645930	107716785
ENSG00000114439			107645933	107710532
ENSG00000114439			107645934	107728836
ENSG00000114439			107662589	107716699
ENSG00000114439			107674805	107728857
ENSG00000114439			107684556	107772785
ENSG00000114439			107716459	107728936
ENSG00000114439			107776205	107798659
ENSG00000114439			107778503	107798671
ENSG00000114439			107798591	107805471
ENSG00000114480			81489699	81762161
ENSG00000114480			81489933	81743629
ENSG00000114480			81534667	81577943
ENSG00000114480			81642571	81649878
ENSG00000114480			81648967	81650346
ENSG00000114480			81654579	81670982
ENSG00000114503			196935402	196937690
ENSG00000114503			196935406	196942377
ENSG00000114503			196935407	196942560
ENSG00000114503			196935407	196942597
ENSG00000114503			196935409	196942594
ENSG00000114503			196935434	196942560
ENSG00000114503			196936777	196942440
ENSG00000114503			196936833	196942523
ENSG00000114503			196936926	196941906
ENSG00000114503			196937023	196942436
ENSG00000114503			196937340	196941769
ENSG00000114503			196938903	196942508
ENSG00000114503			196939255	196941856
ENSG00000114520			125446644	125520197
ENSG00000114520			125447711	125520181
ENSG00000114520			125449070	125460801
ENSG00000114520			125469444	125520191
ENSG00000114520			125476695	125504744
ENSG00000114544			126006355	126084109
ENSG00000114544			126006357	126084304
ENSG00000114544			126006358	126006886
ENSG00000114544			126006358	126056838
ENSG00000114544			126006363	126023764
ENSG00000114544			126006363	126025790
ENSG00000114544			126006373	126084304
ENSG00000114544			126006856	126101557
ENSG00000114544			126016731	126101561
ENSG00000114544			126016784	126084169
ENSG00000114544			126022822	126084123
ENSG00000114544			126024803	126084124
ENSG00000114544			126026303	126068180
ENSG00000114544			126026329	126084023
ENSG00000114544			126026384	126084123
ENSG00000114544			126026412	126084123
ENSG00000114544			126033604	126079034
ENSG00000114544			126033604	126083922
ENSG00000114544			126033604	126084096
ENSG00000114544			126033645	126101555
ENSG00000114544			126050943	126084124
ENSG00000114544			126067963	126070416
ENSG00000114544			126006363	126084107
ENSG00000114573			113747019	113812056
ENSG00000114573			113747033	113779168
ENSG00000114573			113747037	113809697
ENSG00000114573			113747042	113786320
ENSG00000114573			113747050	113786330
ENSG00000114573			113801139	113809469
ENSG00000114626			127672935	127677026
ENSG00000114626			127672940	127680917
ENSG00000114626			127672947	127677073
ENSG00000114626			127672952	127676435
ENSG00000114626			127672958	127680920
ENSG00000114626			127672958	127680920
ENSG00000114626			127673014	127674601
ENSG00000114626			127673034	127676809
ENSG00000114626			127673306	127677193
ENSG00000114626			127674110	127680913
ENSG00000114626			127675486	127680911
ENSG00000114626			127676085	127680065
ENSG00000114626			127676536	127680057
ENSG00000114626			127676972	127680057
ENSG00000114626			127677177	127680063
ENSG00000114648			47282917	47322707
ENSG00000114648			47282946	47329992
ENSG00000114648			47282946	47338822
ENSG00000114648			47282946	47346816
ENSG00000114648			47282947	47344577
ENSG00000114648			47282959	47287458
ENSG00000114650			47413713	47475937
ENSG00000114650			47413713	47475955
ENSG00000114650			47413713	47476113
ENSG00000114650			47419385	47475937
ENSG00000114650			47420619	47421365
ENSG00000114650			47420654	47422793
ENSG00000114650			47425275	47427225
ENSG00000114650			47427639	47429026
ENSG00000114650			47428513	47475597
ENSG00000114650			47428526	47443302
ENSG00000114650			47428561	47443094
ENSG00000114650			47434853	47443094
ENSG00000114650			47434996	47477126
ENSG00000114650			47413721	47443092
ENSG00000114650			47413694	47475955
ENSG00000114686			131462212	131502969
ENSG00000114686			131462436	131502983
ENSG00000114686			131462554	131471334
ENSG00000114686			131462556	131502983
ENSG00000114686			131469732	131502942
ENSG00000114686			131487150	131490023
ENSG00000114686			131487681	131502951
ENSG00000114686			131488671	131500484
ENSG00000114686			131497980	131502967
ENSG00000114686			131498247	131502937
ENSG00000114735			50569152	50596168
ENSG00000114735			50569197	50584935
ENSG00000114735			50569478	50584748
ENSG00000114735			50569493	50580672
ENSG00000114735			50569567	50580673
ENSG00000114735			50569570	50577132
ENSG00000114735			50577124	50580676
ENSG00000114738			50611520	50613900
ENSG00000114738			50611908	50649289
ENSG00000114738			50612328	50614117
ENSG00000114738			50617131	50647204
ENSG00000114738			50617170	50649288
ENSG00000114738			50617390	50640505
ENSG00000114738			50646212	50648627
ENSG00000114738			50617131	50649297
ENSG00000114742			39051998	39096388
ENSG00000114742			39052013	39068820
ENSG00000114742			39052016	39095078
ENSG00000114742			39052019	39069690
ENSG00000114742			39052020	39096671
ENSG00000114742			39052301	39074749
ENSG00000114742			39078011	39084187
ENSG00000114742			39078161	39086384
ENSG00000114742			39087818	39091694
ENSG00000114742			39089568	39096664
ENSG00000114745			39096659	39107638
ENSG00000114745			39096659	39108363
ENSG00000114745			39096665	39107569
ENSG00000114745			39096665	39107621
ENSG00000114745			39096668	39107638
ENSG00000114745			39097459	39107336
ENSG00000114745			39098028	39107640
ENSG00000114745			39098387	39099209
ENSG00000114745			39099168	39107608
ENSG00000114745			39099399	39107579
ENSG00000114745			39099411	39103511
ENSG00000114745			39099435	39100636
ENSG00000114745			39100435	39107638
ENSG00000114745			39100457	39107614
ENSG00000114745			39100662	39107611
ENSG00000114745			39100792	39101472
ENSG00000114745			39100852	39107181
ENSG00000114745			39101023	39107140
ENSG00000114745			39101023	39107635
ENSG00000114745			39102480	39107585
ENSG00000114745			39102598	39107611
ENSG00000114745			39102677	39107633
ENSG00000114745			39102754	39107863
ENSG00000114745			39102783	39107627
ENSG00000114745			39102828	39107627
ENSG00000114745			39102840	39103725
ENSG00000114745			39103174	39107630
ENSG00000114767			51933430	51941941
ENSG00000114770			183919934	184018015
