Ensembl Gene ID	RefSeq ncRNA [e.g. NR_002834]	RefSeq ncRNA predicted [e.g. XR_108264]	Transcript Start (bp)	Transcript End (bp)
ENSG00000147509			53880000	53954223
ENSG00000147509			53880872	53959296
ENSG00000147509			53880894	53959274
ENSG00000147509	NR_104578		53880901	53913922
ENSG00000147509			53945325	53958697
ENSG00000147655			107899316	108081956
ENSG00000147655			107899316	108083203
ENSG00000147655			107899317	108083648
ENSG00000147655			107901102	108073089
ENSG00000147655			107958228	107989555
ENSG00000147655			107960737	108082836
ENSG00000147655			107960748	107997254
ENSG00000147655			107989109	108083642
ENSG00000148482			17951892	18043287
ENSG00000148482			17951914	18043287
ENSG00000148482			17951839	18043292
ENSG00000148482			17951839	18043292
ENSG00000148604			84245053	84247954
ENSG00000148604			84245053	84258582
ENSG00000148604			84245053	84259960
ENSG00000148604			84245063	84258582
ENSG00000148604			84245086	84250927
ENSG00000148604			84245089	84259139
ENSG00000148604			84247705	84254431
ENSG00000148604			84248951	84255440
ENSG00000148604			84255170	84258915
ENSG00000148604			84245053	84259188
ENSG00000148948			40114203	40294114
ENSG00000148948			40114241	40293130
ENSG00000148948			40114293	41459585
ENSG00000148948			40114293	41459773
ENSG00000148948			40116170	40241883
ENSG00000148948			40648224	41459636
ENSG00000148948			40114205	40319730
ENSG00000149243			75422394	75430191
ENSG00000149243			75422401	75424897
ENSG00000149243			75422421	75430062
ENSG00000149243			75425506	75426839
ENSG00000149243			75422396	75430629
ENSG00000149452			62989154	62999499
ENSG00000149452			62992824	63015839
ENSG00000149452			62992825	62995457
ENSG00000149452			62993083	63015815
ENSG00000149452			62993228	63015810
ENSG00000149452			62993237	63014958
ENSG00000149452			62993237	63015839
ENSG00000149452			62996092	63000995
ENSG00000149452			62996106	63000996
ENSG00000149452			63014574	63015839
ENSG00000149571			126423359	127000759
ENSG00000149571			126423495	127000520
ENSG00000149571			126429179	126440869
ENSG00000149571			126429179	126440882
ENSG00000149571			126430942	127000810
ENSG00000149571			126436864	126440818
ENSG00000149571			126549284	127003460
ENSG00000149571			126549418	127001165
ENSG00000149571			126549539	127000770
ENSG00000149571			126423359	126562917
ENSG00000150394			61647242	62021602
ENSG00000150394			61647242	62036312
ENSG00000150394			61647242	62036835
ENSG00000150394			61647242	62036835
ENSG00000150394			61655560	61714058
ENSG00000150394			61667179	61714284
ENSG00000150394			61710749	61714271
ENSG00000150394			61725166	62036402
ENSG00000150394			61789476	61818043
ENSG00000150394			61817479	62035134
ENSG00000150394			61901130	62021379
ENSG00000150394			61901392	61918714
ENSG00000150394			62021160	62037035
ENSG00000150394			62031991	62036432
ENSG00000151012			138164097	138242349
ENSG00000151012			138171844	138223244
ENSG00000151023			24981979	25016156
ENSG00000151023			24981979	25016160
ENSG00000151023			24984402	25016156
ENSG00000151023			24984836	25015960
ENSG00000151023			24981980	25062279
ENSG00000151834			46248427	46475230
ENSG00000151834			46248444	46389381
ENSG00000151834			46249343	46389928
ENSG00000151834			46249567	46389379
ENSG00000151834			46250289	46388713
ENSG00000151834			46250289	46388713
ENSG00000151834			46250289	46388713
ENSG00000151834			46260772	46390404
ENSG00000151834			46302507	46305577
ENSG00000151834			46305693	46389788
ENSG00000151834			46312517	46389363
ENSG00000151834			46312560	46389382
ENSG00000151834			46363715	46389550
ENSG00000151834			46386074	46388713
ENSG00000151834			46249571	46390039
ENSG00000151917			56955292	57027342
ENSG00000151917			56955372	57015160
ENSG00000151917			57013809	57018471
ENSG00000151917			56955126	57010944
ENSG00000151952			129071725	129086000
ENSG00000151952			129071726	129903666
ENSG00000151952			129071726	129700721
ENSG00000152034			99920752	99994247
ENSG00000152034			99919910	99994223
ENSG00000152214			42743227	43115691
ENSG00000152214			42743227	43115691
ENSG00000152214			42743469	43115649
ENSG00000152214			42923365	42974095
ENSG00000152595			87832917	87846788
ENSG00000152595			87832950	87846788
ENSG00000152595			87832969	87845266
ENSG00000152595			87832969	87846788
ENSG00000152595			87832977	87845240
ENSG00000152595			87832987	87846814
ENSG00000152595			87832969	87846817
ENSG00000152595			87832969	87846817
ENSG00000152595			87821411	87846817
ENSG00000152822			146027646	146159692
ENSG00000152822			146027703	146159891
ENSG00000152822			146027782	146437595
ENSG00000152822			146029283	146434885
ENSG00000152822			146029283	146437598
ENSG00000152822			146029486	146434885
ENSG00000152822			146027782	146437598
ENSG00000152910			76277278	76559238
ENSG00000152910			76277663	76558683
ENSG00000152910			76309853	76495198
ENSG00000152910			76309880	76432560
ENSG00000152910			76309897	76558683
ENSG00000152910			76316180	76558963
ENSG00000152910			76557376	76559231
ENSG00000152910			76277278	76559238
ENSG00000152910			76277278	76559238
ENSG00000152932			58582221	58617871
ENSG00000152932			58583040	58859394
ENSG00000152932			58644364	58794531
ENSG00000152932			58788279	58851527
ENSG00000152954			24126122	24147411
ENSG00000152954			24126211	24129697
ENSG00000152954			24126231	24129312
ENSG00000152954			24126240	24145876
ENSG00000152954			24128143	24154900
ENSG00000152954			24134317	24141523
ENSG00000152954			24126186	24147529
ENSG00000153266			62369681	62374324
ENSG00000153266			62369684	62373515
ENSG00000153266			62369692	62373015
ENSG00000154479			169645425	169694433
ENSG00000154479			169662326	169694350
ENSG00000154479			169674937	169681324
ENSG00000154493			126424997	126504118
ENSG00000154493			126425552	126463376
ENSG00000154493			126425768	126520859
ENSG00000154493			126426066	126521441
ENSG00000154493			126502660	126524823
ENSG00000154493			126504432	126670446
ENSG00000154493			126504874	126521466
ENSG00000154493			126425009	126521441
ENSG00000154764			13816258	13880121
ENSG00000154764			13863668	13875113
ENSG00000154764			13874946	13877220
ENSG00000155011			106921802	107036297
ENSG00000155011			106923743	107283689
ENSG00000155011			106923821	107035812
ENSG00000155011			106923945	107283806
ENSG00000155816			240014348	240207187
ENSG00000155816			240091880	240475189
ENSG00000155816			240235771	240330676
ENSG00000155816			240245260	240329392
ENSG00000155816			240472098	240474709
ENSG00000155816			240457482	240474267
ENSG00000155816			240329144	240475183
ENSG00000155886			19507452	19786928
ENSG00000155886			19515980	19786928
ENSG00000155897			130780301	131042426
ENSG00000155897			130780390	131040333
ENSG00000155897			130903772	130990865
ENSG00000155961			155258241	155264589
ENSG00000156076			65050626	65121566
ENSG00000156076			65051307	65066659
ENSG00000156076			65067743	65120686
ENSG00000156097			109539872	109545844
ENSG00000156097			109539872	109547260
ENSG00000156097			109539921	109548406
ENSG00000156097			109539928	109542876
ENSG00000156097			109545311	109547259
ENSG00000156097			109539872	109545833
ENSG00000156097			109539887	109545833
ENSG00000156103			88032009	88327488
ENSG00000156103			88069233	88327206
ENSG00000156103			88167923	88328025
ENSG00000156103			88186325	88327256
ENSG00000156395			104641101	105265235
ENSG00000156395			105158928	105211250
ENSG00000156395			104641328	105265235
ENSG00000156486			98427022	98432848
ENSG00000156486			98427531	98432148
ENSG00000156564			40391586	40587465
ENSG00000156959			9498361	9553802
ENSG00000156959			9550612	9552307
ENSG00000156959			9552572	9553795
ENSG00000158865			24845841	24911628
ENSG00000158865			24845863	24911626
ENSG00000158865			24845958	24846753
ENSG00000158865			24845989	24911623
ENSG00000158865			24845998	24869966
ENSG00000158865			24846231	24911622
ENSG00000158865			24846231	24911624
ENSG00000158865			24846231	24911627
ENSG00000158865			24877104	24891002
ENSG00000158865			24845863	24911628
ENSG00000158865			24845863	24911628
ENSG00000158865			24845863	24911628
ENSG00000160396			40379271	40390187
ENSG00000162631			107140007	107481853
ENSG00000162631			107140820	107482408
ENSG00000162631			107140927	107410585
ENSG00000162631			107141039	107483458
ENSG00000162631			107141369	107148807
ENSG00000162631			107143076	107148300
ENSG00000162631			107148594	107480840
ENSG00000162631			107148594	107480840
ENSG00000162631			107260803	107334023
ENSG00000162631			107140007	107481828
ENSG00000162631			107140007	107481849
ENSG00000162728			160081570	160090563
ENSG00000162951			80288351	80304393
ENSG00000162951			80298181	80304730
ENSG00000162951			80301878	80304749
ENSG00000162951			80301880	80304274
ENSG00000162951			80303151	80304595
ENSG00000162951			80303269	80304440
ENSG00000162951			80303493	80304321
ENSG00000162975			10911937	10914225
ENSG00000162992			181673088	181680547
ENSG00000162992			181676467	181680876
ENSG00000163285			46035769	46124081
ENSG00000163288			46993723	47161460
ENSG00000163288			47031360	47426444
ENSG00000163288			47031551	47043345
ENSG00000163288			47031581	47033013
ENSG00000163288			47031633	47403385
ENSG00000163449			216081866	216099998
ENSG00000163449			216081889	216101065
ENSG00000163449			216081895	216102783
ENSG00000163449			216081919	216099953
ENSG00000163449			216081919	216102382
ENSG00000163449			216081866	216102782
ENSG00000163630			63228315	63556696
ENSG00000163630			63278123	63616921
ENSG00000163630			63278318	63615536
ENSG00000163630			63278328	63615920
ENSG00000163630			63278651	63556649
ENSG00000163630			63278666	63556741
ENSG00000163630			63351429	63609316
ENSG00000163630			63443077	63556722
ENSG00000163630			63443077	63616921
ENSG00000163630			63443114	63615846
ENSG00000163630			63443310	63556741
ENSG00000163630			63443328	63616921
ENSG00000163630			63443333	63610513
ENSG00000163630			63443333	63616920
ENSG00000163630			63443337	63615595
ENSG00000163793			27275421	27281430
ENSG00000163793			27275433	27278261
ENSG00000163793			27275463	27281430
ENSG00000163793			27275475	27281430
ENSG00000163793			27275475	27281499
ENSG00000163793			27277932	27280717
ENSG00000163817			45755450	45796470
ENSG00000163817			45755450	45796535
ENSG00000163817			45758504	45772339
ENSG00000163817			45759980	45765770
ENSG00000163817			45771217	45796535
ENSG00000163817			45790301	45796360
ENSG00000163817			45756004	45796483
ENSG00000164082			51707070	51718410
ENSG00000164082			51707088	51718112
ENSG00000164082			51707090	51718613
ENSG00000164082			51707305	51718613
ENSG00000164082			51707411	51709193
ENSG00000164082			51708845	51718252
ENSG00000164082			51711272	51712581
ENSG00000164082			51711272	51714068
ENSG00000164100			118033618	118055645
ENSG00000164100			118034345	118258648
ENSG00000164112			121758933	121764294
ENSG00000164112			121758933	121765127
ENSG00000164112			121758933	121765185
ENSG00000164112			121759364	121765427
ENSG00000164112			121760249	121765427
ENSG00000164112			121761538	121765361
ENSG00000164112			121761556	121764760
ENSG00000164112			121762622	121764307
ENSG00000164161			144646021	144745271
ENSG00000164161			144646172	144660273
ENSG00000164161			144647099	144659776
ENSG00000164161			144648180	144659856
ENSG00000164161			144650615	144658839
ENSG00000164161			144652659	144685665
ENSG00000164161			144708131	144715623
ENSG00000164161			144734867	144738893
ENSG00000164418			101398788	102070083
ENSG00000164418			101398788	102070083
ENSG00000164418			101398788	102070083
ENSG00000164418			101398793	101745143
ENSG00000164418			101676769	101859370
ENSG00000164418			101818370	101890384
ENSG00000164418			101927779	101993842
ENSG00000164418			101928143	102035541
ENSG00000164418			101621948	102070083
ENSG00000164418			101621948	102070083
ENSG00000164418			101621948	102070083
ENSG00000164588			45259247	45696151
ENSG00000164600			31337461	31340894
ENSG00000164600			31338081	31340719
ENSG00000164707			135681237	135685685
ENSG00000164707			135681237	135728186
ENSG00000164707			135681241	135728204
ENSG00000164707			135699364	135705807
ENSG00000164707			135707437	135728174
ENSG00000164707			135708141	135729226
ENSG00000164707			135721393	135729258
ENSG00000164794			109963645	109975847
ENSG00000164794			109967006	109974730
ENSG00000165061			40530590	40897833
ENSG00000165061			40530594	40897825
ENSG00000165061			40581204	40888545
ENSG00000165061			40674364	40697337
ENSG00000165061			40696996	40786782
ENSG00000165061			40697270	40897824
ENSG00000165061			40697274	40897810
ENSG00000165061			40767646	40897807
ENSG00000165061			40808523	40884944
ENSG00000165194			100291644	100408597
ENSG00000165194			100291644	100410273
ENSG00000165194			100291646	100408597
ENSG00000165194			100291647	100296300
ENSG00000165300			87672615	87696272
ENSG00000165379			41607570	41904549
ENSG00000165379			41608269	41766962
ENSG00000165379			41608378	41610127
ENSG00000165379			41608415	41904549
ENSG00000165379			41699427	41904549
ENSG00000165509			141838316	141897832
ENSG00000165509			141894666	141897139
ENSG00000165509			141896235	141897832
ENSG00000165509			141894666	141897832
ENSG00000165509			141880562	141897832
ENSG00000165643			135693407	135699528
ENSG00000165643			135693411	135699528
ENSG00000165973			20669571	21575681
ENSG00000165973			20669572	21575459
ENSG00000165973			20669661	21575067
ENSG00000165973			20769225	20847646
ENSG00000165973			20770820	20919302
ENSG00000165973			20770829	20918246
ENSG00000165973			20783669	20885537
ENSG00000165973			20927025	20928444
ENSG00000165973			20935696	21229388
ENSG00000165973			21283661	21575336
ENSG00000165973			21283737	21504199
ENSG00000165973			20669551	21575681
ENSG00000165973			20770828	21575454
ENSG00000165985			16513743	16522005
ENSG00000165985			16514467	16521145
ENSG00000166006			75040077	75208004
ENSG00000166006			75040077	75208004
ENSG00000166006			75040078	75209868
ENSG00000166006			75040117	75209731
ENSG00000166006			75042961	75209459
ENSG00000166006			75043357	75209435
ENSG00000166006			75048229	75050927
ENSG00000166006			75051067	75140196
ENSG00000166006			75040080	75209748
ENSG00000166159			1820483	1827728
ENSG00000166159			1820510	1827797
ENSG00000166159			1820510	1836748
ENSG00000166159			1820529	1836752
ENSG00000166159			1820572	1830968
ENSG00000166159			1820574	1831230
ENSG00000166159			1820584	1827816
ENSG00000166159			1820631	1836399
ENSG00000166159			1822082	1831146
ENSG00000166159			1823236	1831154
ENSG00000166159			1827563	1831101
ENSG00000166159			1820267	1836752
ENSG00000166206			26543546	26773074
ENSG00000166206			26543552	26939539
ENSG00000166206			26546172	26773788
ENSG00000166206			26547189	26629090
ENSG00000166206			26547256	26773014
ENSG00000166206			26547633	26716765
ENSG00000166206			26561069	26773057
ENSG00000166206			26561123	26580671
ENSG00000166206			26580331	26767236
ENSG00000166206			26611858	26615717
ENSG00000166206			26615297	26621406
ENSG00000166206			26615297	26629178
ENSG00000166206			26749935	26790300
ENSG00000166206			26771819	26773751
ENSG00000166206			26543549	26773076
ENSG00000166342			72742314	72867575
ENSG00000166342			72747142	72749038
ENSG00000166342			72747381	72867949
ENSG00000166342			72783801	72867373
ENSG00000166342			72834039	72865699
ENSG00000166342			72858980	72867031
ENSG00000166342			72867702	72868146
ENSG00000166676			10760919	10818607
ENSG00000166676			10761226	10818600
ENSG00000166676			10761226	10818600
ENSG00000166676			10761226	10818600
ENSG00000166676			10766676	10774996
ENSG00000166676			10766676	10818651
ENSG00000166676			10766676	10818785
ENSG00000166676			10766681	10773441
ENSG00000166676			10769240	10775031
ENSG00000166676			10775014	10818794
ENSG00000166676			10761226	10818600
ENSG00000166862			36563921	36703558
ENSG00000166862			36584489	36585454
ENSG00000167178			74100311	74138540
ENSG00000167178			74128126	74133022
ENSG00000167178			74129374	74136802
ENSG00000167178			74129646	74130028
ENSG00000167178			74129659	74135077
ENSG00000167178			74129666	74132769
ENSG00000167178			74130246	74133168
ENSG00000167178			74130300	74135126
ENSG00000167178			74131081	74133096
ENSG00000167178			74131902	74135418
ENSG00000167178			74130249	74136800
ENSG00000167178			74131240	74136208
ENSG00000167754			50943303	50953065
ENSG00000167754			50943303	50953088
ENSG00000167754			50943303	50953093
ENSG00000167754			50943308	50952668
ENSG00000167754			50948750	50952942
ENSG00000168081			28316986	28339376
ENSG00000168081			28317132	28343355
ENSG00000168081			28338648	28340208
ENSG00000168081			28338648	28343355
ENSG00000168748			66844379	66854149
ENSG00000168748			66844932	66853720
ENSG00000168748			66844932	66854153
ENSG00000168754			96875882	96898133
ENSG00000168754			96875885	96986592
ENSG00000168754			96876026	96895142
ENSG00000168754			96877757	96895162
ENSG00000168754			96921531	96950109
ENSG00000168754			96923569	96951935
ENSG00000168754			96875883	97018438
ENSG00000168830			86937306	87016683
ENSG00000168843			161383897	162164035
ENSG00000168843			161383899	162163966
ENSG00000168843			161385747	162164004
ENSG00000168843			161495136	161500074
ENSG00000168843			161542603	161664904
ENSG00000168959			88507810	89048022
ENSG00000168959			88507810	89048022
ENSG00000168959			88911936	89047370
ENSG00000168959			88984702	89065945
ENSG00000168959			88504576	89063648
ENSG00000169006			11658178	11670164
ENSG00000169064			167240287	167380301
ENSG00000169064			167240412	167379790
ENSG00000169064			167240632	167282442
ENSG00000169064			167240632	167282459
ENSG00000169064			167240632	167380283
ENSG00000169064			167240638	167282321
ENSG00000169064			167240638	167282572
ENSG00000169064			167317005	167379794
ENSG00000169064			167350457	167380297
ENSG00000169064			167366814	167380301
ENSG00000169064			167368456	167381346
ENSG00000169064			167240329	167372988
ENSG00000169064			167240329	167372988
ENSG00000169181			27787535	28063509
ENSG00000169181			27790891	28063501
ENSG00000169181			27790894	27888157
ENSG00000169181			27791370	27884570
ENSG00000169181			27823876	28063188
ENSG00000169247			148923639	149063163
ENSG00000169247			148954801	149007111
ENSG00000169247			149001348	149063044
ENSG00000169247			149002828	149008990
ENSG00000169247			149003947	149041546
ENSG00000169247			149003953	149008611
ENSG00000169247			149004551	149031616
ENSG00000169247			149004621	149063124
ENSG00000169247			149004622	149063089
ENSG00000169247			149025778	149063047
ENSG00000169247			149026564	149063062
ENSG00000169247			149028385	149036021
ENSG00000169247			149031586	149042747
ENSG00000169247			149042720	149063062
ENSG00000169247			149043655	149063058
ENSG00000169313			151337380	151384812
ENSG00000169313			151338158	151340853
ENSG00000169427			139600838	139703041
ENSG00000169427			139600839	139617005
ENSG00000169427			139601078	139602064
ENSG00000169427			139612326	139616047
ENSG00000169427			139618006	139703056
ENSG00000169427			139612561	139702998
ENSG00000169676			9781680	9784009
ENSG00000169900			31215962	31216370
ENSG00000169900			31215962	31217359
ENSG00000169918			31475398	31655339
ENSG00000169918			31555999	31870789
ENSG00000169918			31558183	31870578
ENSG00000169918			31570018	31870677
ENSG00000169933			12138466	12724523
ENSG00000169933			12498673	12724514
ENSG00000170396			184598366	184939492
ENSG00000170396			184866365	184939489
ENSG00000170419			54542325	54552531
ENSG00000170419			54542325	54571080
ENSG00000170419			54542326	54547160
ENSG00000170419			54542416	54570495
ENSG00000170419			54542605	54569446
ENSG00000170419			54546161	54569489
ENSG00000170419			54546672	54569287
ENSG00000170419			54546993	54550919
ENSG00000171189			29536933	29939532
ENSG00000171189			29536933	29939625
ENSG00000171189			29536933	29939674
ENSG00000171189			29536933	29940022
ENSG00000171189			29537706	29939532
ENSG00000171189			29553252	29939912
ENSG00000171189			29553252	29939912
ENSG00000171189			29598794	29940033
ENSG00000171189			29536935	29694064
ENSG00000171189			29553558	29694064
ENSG00000171435			117453054	117968983
ENSG00000171435			117517706	117677251
ENSG00000171435			117539472	117555229
ENSG00000171435			117453012	117968223
ENSG00000171532			39603536	39609777
ENSG00000171532			39604780	39607943
ENSG00000171587			40010999	40847139
ENSG00000171587			40012901	40353654
ENSG00000171587			40012414	40369270
ENSG00000172031			92029982	92063536
ENSG00000172031			92032561	92043794
ENSG00000172209			107470018	107471549
ENSG00000172209			107470060	107475659
ENSG00000172209			107470241	107473011
ENSG00000172264			13995369	16053197
ENSG00000172264			13995495	14494087
ENSG00000172264			13995502	14053679
ENSG00000172264			13995503	14051860
ENSG00000172264			13995681	14053679
ENSG00000172264			13995737	14566933
ENSG00000172264			13995773	14685079
ENSG00000172264			14493479	14888668
ENSG00000172264			14523391	14895581
ENSG00000172264			14523398	14850506
ENSG00000172264			15196858	16053197
ENSG00000172264			15933276	16044592
ENSG00000172264			15985788	16050069
ENSG00000172264			15862743	16053197
ENSG00000172460			2839568	2841848
ENSG00000172460			2839568	2842476
ENSG00000172460	NR_026864		2839568	2842638
ENSG00000172460			2839568	2842710
ENSG00000172460			2839568	2842744
ENSG00000172460			2839656	2841328
ENSG00000172568			157341600	157345721
ENSG00000172568			157342996	157345564
ENSG00000172673			127708072	127918540
ENSG00000172673			127813577	127900958
ENSG00000172673			127708194	127918631
ENSG00000172673			127708194	127901081
ENSG00000173208			39550033	39619751
ENSG00000173452			19719310	19773392
ENSG00000173452			19719316	19773393
ENSG00000173452			19721778	19773598
ENSG00000173452			19721853	19773194
ENSG00000173452			19721783	19773598
ENSG00000173714			50834650	50841308
ENSG00000173714			50835410	50842348
ENSG00000174498			65327127	65378040
ENSG00000174498			65329579	65356372
ENSG00000174498			65331104	65334641
ENSG00000174498			65334771	65355911
ENSG00000174498			65373489	65375300
ENSG00000174521			40216058	40218399
ENSG00000174521			40216060	40218382
ENSG00000174963			147386046	147406860
ENSG00000174963	NR_040762		147386048	147392391
ENSG00000174963	NR_033118		147386048	147392391
ENSG00000174963			147387546	147392933
ENSG00000174963			147387546	147397186
ENSG00000174963			147388426	147404284
ENSG00000174963			147388546	147405520
ENSG00000174963			147388650	147392430
ENSG00000174963			147388707	147389372
ENSG00000174963			147388742	147393887
ENSG00000174963			147388764	147406790
ENSG00000174963			147388842	147392397
ENSG00000174963			147395852	147406133
ENSG00000174963			147396307	147403798
ENSG00000174963			147396335	147406532
ENSG00000174963			147405452	147406809
ENSG00000174963			147386048	147405520
ENSG00000174963			147386048	147404284
ENSG00000175267			22092538	22110912
ENSG00000175267			22092540	22110979
ENSG00000175267			22092541	22138425
ENSG00000175267			22092542	22138397
ENSG00000175267			22092542	22156966
ENSG00000175267			22121024	22156100
ENSG00000175267			22131712	22138552
ENSG00000175267			22146272	22155902
ENSG00000175426			96390415	96433280
ENSG00000175426			96392925	96412985
ENSG00000175426			96392927	96432160
ENSG00000175426			96423383	96434143
ENSG00000175664			30932703	30933190
ENSG00000175664			30932703	30975502
ENSG00000175664			30932725	30975016
ENSG00000175664			30956958	30975500
ENSG00000175766			176630682	176642737
ENSG00000175766			176630955	176643708
ENSG00000175766			176630955	176646641
ENSG00000175766			176641672	176646607
ENSG00000175766			176642928	176645300
ENSG00000175766			176643245	176645981
ENSG00000175766			176644580	176646140
ENSG00000175766			176630682	176646641
ENSG00000175874			101345551	101387595
ENSG00000175874			101382079	101387140
ENSG00000175874			101382926	101387466
ENSG00000176165			28766974	28770273
ENSG00000176204			76747719	77522339
ENSG00000176204			76748553	77522273
ENSG00000176204			76748558	77522368
ENSG00000176204			77516668	77522376
ENSG00000176204			77517516	77522210
ENSG00000176204			77519762	77593196
ENSG00000176204			77552566	77593319
ENSG00000176381			166305300	166308383
ENSG00000176381			166307793	166308448
ENSG00000177108			77131270	77141791
ENSG00000177108			77139410	77140744
ENSG00000177108			77139617	77142734
ENSG00000177234	NR_103717		120597949	120600124
ENSG00000177234			120597949	120600108
ENSG00000177301			110593580	110631474
ENSG00000177301			110602011	110607429
ENSG00000177301			110603254	110606353
ENSG00000177301			110603996	110606364
ENSG00000177453			43192071	43245330
ENSG00000177453			43192225	43280850
ENSG00000177453			43192231	43245362
ENSG00000177453			43192270	43245201
ENSG00000177453			43192852	43280848
ENSG00000177699			78978889	78985926
ENSG00000178015			95620078	95622142
ENSG00000178171			130755435	130765086
ENSG00000178171			130755651	130762497
ENSG00000178171			130756291	130762613
ENSG00000178171			130756291	130768134
ENSG00000178235			83877205	83882393
ENSG00000178602			240139026	240144562
ENSG00000178602			240139029	240140656
ENSG00000178662			165469647	165679307
ENSG00000178662			165469698	165676319
ENSG00000178662			165469706	165566981
ENSG00000178662			165572339	165689407
ENSG00000178662			165574109	165680194
ENSG00000178662			165469647	165689407
ENSG00000178965			74568111	74673738
ENSG00000178965			74568117	74579763
ENSG00000178965			74573475	74578578
ENSG00000178965			74589327	74634855
ENSG00000178965			74612784	74634741
ENSG00000179242			61252426	61940617
ENSG00000179242			61570135	61937218
ENSG00000179242			61599761	61937249
ENSG00000179673			46978156	46979248
ENSG00000179774			68230624	68232103
ENSG00000179841			64465499	64474503
ENSG00000179841			64467107	64469707
ENSG00000179915			49918505	50347754
ENSG00000179915			49920349	49974166
ENSG00000179915			49920349	49974203
ENSG00000179915			49920349	50019273
ENSG00000179915			49920350	50496076
ENSG00000179915			49920350	51032399
ENSG00000179915			49920350	51032536
ENSG00000179915			49921769	51032112
ENSG00000179915			49921769	51032176
ENSG00000179915			50199137	50656414
ENSG00000179915			50497575	50528935
ENSG00000179915			50497671	50506940
ENSG00000179915			50497679	50620052
ENSG00000179915			50916822	51032536
ENSG00000179915			50922521	51027781
ENSG00000179915			49921642	50347254
ENSG00000179915			50465443	50623616
ENSG00000179915			50465443	50623616
ENSG00000179988			122954381	122990390
ENSG00000179988			122980040	122990390
ENSG00000179988			122980478	122990392
ENSG00000179988			122980531	122990335
ENSG00000179988			122981984	122997513
ENSG00000179988		XR_429968	122982463	122986247
ENSG00000179988			122982917	122990392
ENSG00000179988			122983290	122994929
ENSG00000179988			122980480	122987503
ENSG00000180332			45192853	45194717
ENSG00000180440			36673912	36697839
ENSG00000180720			46385098	46386608
ENSG00000180914			8750408	8769617
ENSG00000180914			8767912	8768677
ENSG00000180914			8768058	8769628
ENSG00000180914			8768443	8769613
ENSG00000181322			138261437	138329886
ENSG00000181322			138262091	138324929
ENSG00000181322			138262540	138329789
ENSG00000181322			138301380	138329363
ENSG00000181322			138303271	138319580
ENSG00000181322			138305976	138329844
ENSG00000181322			138306034	138329804
ENSG00000181322			138319478	138329823
ENSG00000181322			138324873	138329823
ENSG00000181322			138261437	138324932
ENSG00000181656			100538137	100542018
ENSG00000182132			170353487	170483157
ENSG00000182132			170353487	170735935
ENSG00000182132			170353689	170485970
ENSG00000182132			170504036	170736632
ENSG00000182132			170504360	170736625
ENSG00000182132			170504573	170735806
ENSG00000182132			170504573	170735806
ENSG00000182132			170712853	170736630
ENSG00000182132			170504036	170736630
ENSG00000182255			30009741	30017023
ENSG00000182255			30012939	30016359
ENSG00000182366	NR_103537		375931	383174
ENSG00000182366			376243	377759
ENSG00000182366			379088	383174
ENSG00000182366			377779	378637
ENSG00000182450			64291302	64297426
ENSG00000182450			64291325	64300028
ENSG00000182450			64291409	64300006
ENSG00000182450			64291420	64299440
ENSG00000182450			64291704	64298202
ENSG00000182450			64291732	64300011
ENSG00000182450			64291742	64297365
ENSG00000182450			64292010	64300031
ENSG00000182450			64292659	64299907
ENSG00000182450			64296862	64299973
ENSG00000182566			7728957	7732171
ENSG00000182566			7730821	7733906
ENSG00000182566			7731039	7732205
ENSG00000182566			7728958	7732092
ENSG00000182674			72537391	72938349
ENSG00000182698			219327409	219331178
ENSG00000182698			219327409	219332629
ENSG00000182698			219327409	219333177
ENSG00000183092			100537149	100569794
ENSG00000183092			100537153	100549889
ENSG00000183092			100538888	100568491
ENSG00000183092			100538888	100569558
ENSG00000183092			100539035	100548098
ENSG00000183092			100539248	100568070
ENSG00000183092			100539299	100587413
ENSG00000183092			100543942	100545329
ENSG00000183092			100546022	100569086
ENSG00000183092			100537153	100568070
ENSG00000183250	NR_027128		44932814	44939913
ENSG00000183250	NR_027129		44934725	44939845
ENSG00000183250			44932814	44934973
ENSG00000183317			37713880	37731494
ENSG00000183317			37713886	37731573
ENSG00000183317			37713888	37752906
ENSG00000183317			37713893	37715020
ENSG00000183317			37714854	37756691
ENSG00000183317			37715974	37765066
ENSG00000183317			37720679	37721857
ENSG00000183317			37727193	37752994
ENSG00000183317			37760272	37765133
ENSG00000183317			37715854	37765066
ENSG00000183317			37722274	37752969
ENSG00000183654			16067139	16179775
ENSG00000183654			16067314	16177829
ENSG00000183654			16090887	16180762
ENSG00000183662			68004216	68545625
ENSG00000183662			68006230	68545621
ENSG00000183662		XR_431602	68246811	68417421
ENSG00000183662		XR_427348	68246811	68417421
ENSG00000183662		XR_425602	68246811	68417421
ENSG00000183662			68417276	68417601
ENSG00000183715			132414977	132943671
ENSG00000183715			132414981	133532519
ENSG00000183715			132419860	133532402
ENSG00000183715			132420020	132943768
ENSG00000183715			132657087	132943010
ENSG00000183715			132817126	132860777
ENSG00000183715			132414981	132943092
ENSG00000183715			132414981	132943092
ENSG00000183775			144170832	144474470
ENSG00000183775			144205277	144485686
ENSG00000183780			233904933	234324516
ENSG00000183780			234214271	234324511
ENSG00000183831			173609561	173669862
ENSG00000183831			173657626	173669832
ENSG00000183908			57181747	57191717
ENSG00000184156			132120861	132480953
ENSG00000184156			132128981	132447262
ENSG00000184156			132129090	132480578
