dS	dN	Mouse Ensembl Gene ID	Ensembl Gene ID
1.09860	0.22080	ENSMUSG00000043430	ENSG00000178597
0.60200	0.02570	ENSMUSG00000017715	ENSG00000087157
0.60280	0.14160	ENSMUSG00000048581	ENSG00000174928
0.79410	0.03840	ENSMUSG00000034656	ENSG00000141837
1.56730	0.06060	ENSMUSG00000019139	ENSG00000105655
0.97950	0.06870	ENSMUSG00000050919	ENSG00000178175
0.58360	0.10280	ENSMUSG00000006529	ENSG00000055957
0.55870	0.03320	ENSMUSG00000032727	ENSG00000155545
0.96900	0.00570	ENSMUSG00000009555	ENSG00000136807
0.99710	0.00920	ENSMUSG00000020921	ENSG00000091947
0.90780	0.06110	ENSMUSG00000057969	ENSG00000012171
		ENSMUSG00000095868	ENSG00000199673
		ENSMUSG00000094411	ENSG00000199673
0.50520	0.02420	ENSMUSG00000015243	ENSG00000165029
0.48250	0.13210	ENSMUSG00000068373	ENSG00000110427
1.18040	0.20250	ENSMUSG00000091091	ENSG00000171121
0.34070	0.14300	ENSMUSG00000047248	ENSG00000168014
1.02670	0.28620	ENSMUSG00000064039	ENSG00000163823
1.13030	0.12460	ENSMUSG00000025804	ENSG00000163823
0.48600	0.01700	ENSMUSG00000051401	ENSG00000183775
0.65910	0.04820	ENSMUSG00000001472	ENSG00000141002
0.57040	0.07240	ENSMUSG00000028259	ENSG00000112214
		ENSMUSG00000080486	ENSG00000221500
0.38840	0.05080	ENSMUSG00000034126	ENSG00000009830
0.22610	0.01000	ENSMUSG00000042225	ENSG00000101935
0.45230	0.06490	ENSMUSG00000053441	ENSG00000145808
0.32530	0.01260	ENSMUSG00000054611	ENSG00000173120
0.51350	0.10880	ENSMUSG00000026035	ENSG00000240344
0.23620	0.01420	ENSMUSG00000008496	ENSG00000028277
0.45870	0.06080	ENSMUSG00000027164	ENSG00000175104
0.50590	0.05700	ENSMUSG00000030022	ENSG00000163638
0.64700	0.21510	ENSMUSG00000075370	ENSG00000211677
1.03170	0.25770	ENSMUSG00000076937	ENSG00000211677
0.44120	0.00370	ENSMUSG00000048349	ENSG00000152192
0.39570	0.03840	ENSMUSG00000032602	ENSG00000178537
0.18950	0.00000	ENSMUSG00000029203	ENSG00000078140
0.56060	0.10900	ENSMUSG00000044712	ENSG00000139974
0.60800	0.00580	ENSMUSG00000025742	ENSG00000101911
0.59990	0.09660	ENSMUSG00000030865	ENSG00000166869
0.63570	0.13100	ENSMUSG00000059455	ENSG00000173261
0.73560	0.12580	ENSMUSG00000031578	ENSG00000198042
0.45760	0.02720	ENSMUSG00000041272	ENSG00000198846
0.34050	0.02270	ENSMUSG00000005204	ENSG00000161956
0.94850	0.04200	ENSMUSG00000036206	ENSG00000130147
0.45170	0.04220	ENSMUSG00000000827	ENSG00000101150
1.02710	0.02950	ENSMUSG00000046329	ENSG00000125648
0.61910	0.04520	ENSMUSG00000036231	ENSG00000173467
0.99240	0.06510	ENSMUSG00000029028	ENSG00000130764
0.12030	0.00450	ENSMUSG00000028639	ENSG00000065978
0.45010	0.03950	ENSMUSG00000021775	ENSG00000174738
0.32760	0.02030	ENSMUSG00000032252	ENSG00000138604
0.46410	0.02610	ENSMUSG00000042742	ENSG00000164603
0.72680	0.29740	ENSMUSG00000037725	ENSG00000136108
0.79740	0.04060	ENSMUSG00000040964	ENSG00000074964
0.68960	0.08510	ENSMUSG00000038776	ENSG00000143819
0.43720	0.02500	ENSMUSG00000037190	ENSG00000114395
1.04440	0.29130	ENSMUSG00000043931	ENSG00000179144
0.72780	0.35530	ENSMUSG00000051124	ENSG00000179144
0.59410	0.02960	ENSMUSG00000074971	ENSG00000176971
0.71690	0.01990	ENSMUSG00000029053	ENSG00000067606
0.46780	0.03840	ENSMUSG00000009905	ENSG00000119537
0.55530	0.15440	ENSMUSG00000026173	ENSG00000115556
0.54080	0.15780	ENSMUSG00000027636	ENSG00000101082
0.60930	0.12650	ENSMUSG00000040455	ENSG00000123552
0.73990	0.61210	ENSMUSG00000010601	ENSG00000100342
0.77740	0.65490	ENSMUSG00000044309	ENSG00000100342
0.89780	0.69780	ENSMUSG00000057346	ENSG00000100342
0.79320	0.63660	ENSMUSG00000068252	ENSG00000100342
0.80510	0.64460	ENSMUSG00000071716	ENSG00000100342
0.93920	0.71930	ENSMUSG00000050014	ENSG00000100342
0.95960	0.69350	ENSMUSG00000068246	ENSG00000100342
0.73890	0.59510	ENSMUSG00000056656	ENSG00000100342
0.84950	0.70570	ENSMUSG00000091650	ENSG00000100342
0.83270	0.83090	ENSMUSG00000050982	ENSG00000100342
1.16490	0.84040	ENSMUSG00000091694	ENSG00000100342
0.53500	0.29810	ENSMUSG00000076861	ENSG00000211809
0.62630	0.03060	ENSMUSG00000021456	ENSG00000130957
0.69190	0.01700	ENSMUSG00000053929	ENSG00000187954
0.69640	0.15170	ENSMUSG00000040978	ENSG00000164746
0.32050	0.00550	ENSMUSG00000041846	ENSG00000100796
0.83690	0.14080	ENSMUSG00000030827	ENSG00000105550
0.65460	0.04510	ENSMUSG00000020599	ENSG00000108370
0.92850	0.20730	ENSMUSG00000039981	ENSG00000178199
0.59750	0.05210	ENSMUSG00000051396	ENSG00000187522
0.90960	0.03930	ENSMUSG00000095406	ENSG00000140988
0.86680	0.14340	ENSMUSG00000035295	ENSG00000136918
0.68090	0.01360	ENSMUSG00000020121	ENSG00000196935
1.06780	0.09610	ENSMUSG00000001918	ENSG00000105281
0.47870	0.11840	ENSMUSG00000002109	ENSG00000134574
0.49750	0.13030	ENSMUSG00000052276	ENSG00000188729
0.44570	0.08820	ENSMUSG00000068745	ENSG00000221986
0.94810	0.06810	ENSMUSG00000028931	ENSG00000069424
0.34220	0.04640	ENSMUSG00000042790	ENSG00000167257
0.42040	0.06000	ENSMUSG00000034007	ENSG00000140386
0.52530	0.00460	ENSMUSG00000066392	ENSG00000021645
1.20340	0.49860	ENSMUSG00000054203	ENSG00000163564
1.23920	0.47620	ENSMUSG00000073489	ENSG00000163564
1.09910	0.45020	ENSMUSG00000026536	ENSG00000163564
1.23220	0.57630	ENSMUSG00000090272	ENSG00000163564
0.93150	0.19460	ENSMUSG00000060044	ENSG00000196932
1.30750	0.12970	ENSMUSG00000038690	ENSG00000241468
0.57050	0.06220	ENSMUSG00000037138	ENSG00000144218
1.14460	0.03650	ENSMUSG00000039476	ENSG00000167157
0.57330	0.00000	ENSMUSG00000030161	ENSG00000139112
0.54960	0.04240	ENSMUSG00000047371	ENSG00000169957
0.56610	0.03490	ENSMUSG00000028405	ENSG00000122729
0.67560	0.12000	ENSMUSG00000027007	ENSG00000138434
0.70670	0.02600	ENSMUSG00000009681	ENSG00000186716
0.76400	0.13860	ENSMUSG00000020447	ENSG00000015520
0.51020	0.00620	ENSMUSG00000052698	ENSG00000171914
0.89780	0.16140	ENSMUSG00000037143	ENSG00000089101
0.39580	0.04310	ENSMUSG00000061455	ENSG00000136874
0.56370	0.22760	ENSMUSG00000027481	ENSG00000078898
0.53730	0.00610	ENSMUSG00000027665	ENSG00000121879
0.82710	0.04170	ENSMUSG00000026676	ENSG00000151468
0.99780	0.00680	ENSMUSG00000062997	ENSG00000136942
0.91780	0.00680	ENSMUSG00000078193	ENSG00000136942
0.93360	0.01750	ENSMUSG00000091449	ENSG00000136942
0.71310	0.01020	ENSMUSG00000032388	ENSG00000090487
0.53310	0.01540	ENSMUSG00000066036	ENSG00000127481
0.42910	0.08260	ENSMUSG00000054453	ENSG00000147041
0.74770	0.06220	ENSMUSG00000050856	ENSG00000169020
0.30410	0.00860	ENSMUSG00000063972	ENSG00000148200
0.55710	0.14070	ENSMUSG00000001128	ENSG00000126759
0.50360	0.06360	ENSMUSG00000036972	ENSG00000174963
0.85030	0.05420	ENSMUSG00000043456	ENSG00000198597
0.81220	0.08750	ENSMUSG00000030652	ENSG00000167186
0.65500	0.22460	ENSMUSG00000020776	ENSG00000188878
0.42950	0.03970	ENSMUSG00000031948	ENSG00000065427
0.54680	0.14450	ENSMUSG00000090326	ENSG00000197057
0.62860	0.04740	ENSMUSG00000070643	ENSG00000143842
0.40580	0.04890	ENSMUSG00000058240	ENSG00000205758
0.36630	0.02300	ENSMUSG00000021203	ENSG00000089723
0.49340	0.09660	ENSMUSG00000035699	ENSG00000163959
0.55420	0.05750	ENSMUSG00000025176	ENSG00000241935
0.83550	0.10410	ENSMUSG00000061650	ENSG00000141026
0.91640	0.07980	ENSMUSG00000046623	ENSG00000189433
0.62580	0.08170	ENSMUSG00000038729	ENSG00000241978
0.54100	0.12010	ENSMUSG00000021810	ENSG00000122882
0.61880	0.05270	ENSMUSG00000024493	ENSG00000133706
0.55240	0.11480	ENSMUSG00000066595	ENSG00000162769
0.75760	0.08290	ENSMUSG00000028807	ENSG00000160062
1.23080	0.71610	ENSMUSG00000079593	ENSG00000169551
0.46200	0.02750	ENSMUSG00000032652	ENSG00000111269
1.94030	0.76390	ENSMUSG00000007827	ENSG00000174501
2.20830	0.77600	ENSMUSG00000095294	ENSG00000174501
63.40160	1.10960	ENSMUSG00000020481	ENSG00000174501
1.48480	0.64770	ENSMUSG00000090808	ENSG00000174501
2.05470	0.76210	ENSMUSG00000094421	ENSG00000174501
1.80520	0.68270	ENSMUSG00000026774	ENSG00000174501
2.16340	0.77260	ENSMUSG00000096265	ENSG00000174501
2.08970	0.77790	ENSMUSG00000074449	ENSG00000174501
2.96160	0.82250	ENSMUSG00000063932	ENSG00000174501
2.61950	0.84270	ENSMUSG00000027157	ENSG00000174501
1.21830	0.07980	ENSMUSG00000056605	ENSG00000170486
0.37280	0.10200	ENSMUSG00000021738	ENSG00000163635
0.50910	0.15420	ENSMUSG00000067144	ENSG00000137204
0.53720	0.04280	ENSMUSG00000030283	ENSG00000111728
0.32850	0.05720	ENSMUSG00000043252	ENSG00000180694
0.46800	0.00090	ENSMUSG00000024926	ENSG00000172977
0.70710	0.16990	ENSMUSG00000031384	ENSG00000102048
0.41670	0.14680	ENSMUSG00000072966	ENSG00000158301
0.78120	0.15490	ENSMUSG00000078520	ENSG00000142789
0.75730	0.12100	ENSMUSG00000023433	ENSG00000142789
0.64190	0.14950	ENSMUSG00000058979	ENSG00000069998
0.52470	0.02460	ENSMUSG00000028278	ENSG00000025039
0.75610	0.01180	ENSMUSG00000024420	ENSG00000198795
0.68120	0.11600	ENSMUSG00000040624	ENSG00000120278
0.81900	0.17920	ENSMUSG00000074282	ENSG00000124459
0.46410	0.02280	ENSMUSG00000001924	ENSG00000130985
0.56110	0.02490	ENSMUSG00000042380	ENSG00000163866
0.58570	0.21060	ENSMUSG00000022249	ENSG00000205838
0.36050	0.05220	ENSMUSG00000090100	ENSG00000128881
1.05540	0.17500	ENSMUSG00000024907	ENSG00000069482
0.89020	0.07290	ENSMUSG00000048779	ENSG00000171631
0.39350	0.08820	ENSMUSG00000032065	ENSG00000150783
1.08770	0.27300	ENSMUSG00000086158	ENSG00000261652
0.30670	0.04260	ENSMUSG00000041921	ENSG00000172878
0.56890	0.05320	ENSMUSG00000042102	ENSG00000132837
0.56560	0.11320	ENSMUSG00000019872	ENSG00000172594
0.45160	0.02490	ENSMUSG00000044768	ENSG00000181751
0.34800	0.00980	ENSMUSG00000049670	ENSG00000171160
0.43150	0.00620	ENSMUSG00000034912	ENSG00000139915
0.71930	0.08580	ENSMUSG00000041671	ENSG00000121350
0.45730	0.07180	ENSMUSG00000038305	ENSG00000196141
0.56240	0.01080	ENSMUSG00000009640	ENSG00000178028
0.63750	0.04870	ENSMUSG00000045867	ENSG00000169372
0.39330	0.06210	ENSMUSG00000024780	ENSG00000106993
0.64280	0.14540	ENSMUSG00000075256	ENSG00000188452
0.50340	0.15100	ENSMUSG00000022668	ENSG00000163607
0.65300	0.17780	ENSMUSG00000079563	ENSG00000161031
0.47930	0.03240	ENSMUSG00000027822	ENSG00000169359
0.78110	0.02000	ENSMUSG00000005410	ENSG00000100297
0.34850	0.07770	ENSMUSG00000027357	ENSG00000088766
0.69980	0.00920	ENSMUSG00000003435	ENSG00000196235
0.37550	0.03190	ENSMUSG00000037652	ENSG00000173889
0.52680	0.05720	ENSMUSG00000032905	ENSG00000145782
1.11380	0.16360	ENSMUSG00000033751	ENSG00000179271
0.86450	0.09160	ENSMUSG00000038990	ENSG00000149679
0.55170	0.04010	ENSMUSG00000052085	ENSG00000107099
0.50590	0.01080	ENSMUSG00000026638	ENSG00000117595
0.75940	0.09580	ENSMUSG00000031826	ENSG00000103194
1.61710	0.11850	ENSMUSG00000034485	ENSG00000137831
0.30100	0.00000	ENSMUSG00000030551	ENSG00000185551
1.26630	0.00000	ENSMUSG00000040824	ENSG00000125743
0.09430	0.00520	ENSMUSG00000075394	ENSG00000198353
0.57420	0.06880	ENSMUSG00000045598	ENSG00000180035
0.66880	0.07220	ENSMUSG00000063727	ENSG00000164761
0.83750	0.11920	ENSMUSG00000037251	ENSG00000185900
0.33660	0.06280	ENSMUSG00000028710	ENSG00000123472
1.08400	0.43440	ENSMUSG00000058638	ENSG00000171606
0.99480	0.44940	ENSMUSG00000021514	ENSG00000171606
0.89190	0.03320	ENSMUSG00000002006	ENSG00000067840
0.55500	0.02880	ENSMUSG00000027881	ENSG00000134186
0.48750	0.03370	ENSMUSG00000038759	ENSG00000155561
0.46380	0.21250	ENSMUSG00000036916	ENSG00000056277
0.43900	0.01240	ENSMUSG00000018209	ENSG00000101109
0.17540	0.00600	ENSMUSG00000062248	ENSG00000123975
0.51810	0.04000	ENSMUSG00000021469	ENSG00000120149
0.65750	0.05900	ENSMUSG00000031502	ENSG00000187498
0.92940	0.23260	ENSMUSG00000050671	ENSG00000100593
0.82720	0.12630	ENSMUSG00000006784	ENSG00000204815
0.73680	0.01220	ENSMUSG00000021313	ENSG00000198626
1.16490	0.12500	ENSMUSG00000033294	ENSG00000184967
0.81150	0.27510	ENSMUSG00000070280	ENSG00000144671
0.31000	0.01640	ENSMUSG00000042388	ENSG00000116544
0.56340	0.05000	ENSMUSG00000020974	ENSG00000100479
68.11600	0.27580	ENSMUSG00000027316	ENSG00000125861
0.74730	0.37780	ENSMUSG00000023274	ENSG00000010610
0.65450	0.02450	ENSMUSG00000068079	ENSG00000125878
0.56280	0.00380	ENSMUSG00000040158	ENSG00000213977
		ENSMUSG00000089281	ENSG00000251791
0.48530	0.11510	ENSMUSG00000032066	ENSG00000197580
0.49070	0.20540	ENSMUSG00000046886	ENSG00000164185
0.41470	0.01410	ENSMUSG00000029454	ENSG00000089022
0.78480	0.01640	ENSMUSG00000029001	ENSG00000132879
0.53600	0.04980	ENSMUSG00000036398	ENSG00000204619
0.60580	0.02620	ENSMUSG00000019828	ENSG00000152822
0.61230	0.13480	ENSMUSG00000061356	ENSG00000189233
0.96350	0.23120	ENSMUSG00000021278	ENSG00000166126
2.29480	0.00860	ENSMUSG00000049892	ENSG00000108551
0.49580	0.09020	ENSMUSG00000034218	ENSG00000149311
0.43010	0.01850	ENSMUSG00000031667	ENSG00000166971
0.48340	0.05590	ENSMUSG00000033207	ENSG00000165072
0.56550	0.04590	ENSMUSG00000025893	ENSG00000182359
0.35980	0.02120	ENSMUSG00000028033	ENSG00000185760
0.51080	0.07690	ENSMUSG00000041476	ENSG00000091482
0.61370	0.17040	ENSMUSG00000090171	ENSG00000244474
0.75830	0.15540	ENSMUSG00000089943	ENSG00000244474
8.04580	0.11740	ENSMUSG00000031765	ENSG00000205358
1.31400	0.09850	ENSMUSG00000040016	ENSG00000050628
0.46440	0.07500	ENSMUSG00000048878	ENSG00000186834
0.42220	0.02100	ENSMUSG00000022676	ENSG00000019549
0.48350	0.04150	ENSMUSG00000033629	ENSG00000074696
1.00040	0.00340	ENSMUSG00000041000	ENSG00000116525
0.56200	0.07320	ENSMUSG00000028163	ENSG00000109320
0.65360	0.19000	ENSMUSG00000030887	ENSG00000155714
0.27510	0.00000	ENSMUSG00000067787	ENSG00000166619
0.27390	0.03010	ENSMUSG00000002768	ENSG00000124733
1.04120	0.20040	ENSMUSG00000029122	ENSG00000072840
0.90690	0.09290	ENSMUSG00000026255	ENSG00000115468
0.67850	0.03090	ENSMUSG00000052928	ENSG00000134030
1.11840	0.02940	ENSMUSG00000030083	ENSG00000114626
0.68320	0.13040	ENSMUSG00000006179	ENSG00000112812
1.21510	0.11760	ENSMUSG00000035206	ENSG00000005206
0.54270	0.03170	ENSMUSG00000003813	ENSG00000179262
1.49030	0.04230	ENSMUSG00000007721	ENSG00000007080
0.74230	0.12920	ENSMUSG00000043372	ENSG00000168517
0.23480	0.02020	ENSMUSG00000047945	ENSG00000175130
0.63370	0.06770	ENSMUSG00000053838	ENSG00000015676
0.57720	0.36850	ENSMUSG00000028459	ENSG00000137101
0.44210	0.11630	ENSMUSG00000028433	ENSG00000137073
0.79720	0.06650	ENSMUSG00000014294	ENSG00000131495
0.26160	0.00490	ENSMUSG00000029635	ENSG00000132964
1.19620	0.05980	ENSMUSG00000029464	ENSG00000111231
0.63700	0.09920	ENSMUSG00000003418	ENSG00000148488
0.56370	0.04190	ENSMUSG00000025894	ENSG00000149313
0.68630	0.16020	ENSMUSG00000038775	ENSG00000136059
0.44920	0.05050	ENSMUSG00000032925	ENSG00000198542
0.46890	0.07540	ENSMUSG00000028292	ENSG00000146282
0.51320	0.10480	ENSMUSG00000021592	ENSG00000164291
0.77970	0.46480	ENSMUSG00000051457	ENSG00000197471
0.76090	0.11680	ENSMUSG00000020335	ENSG00000169131
0.58640	0.06470	ENSMUSG00000020364	ENSG00000169131
0.57230	0.14780	ENSMUSG00000050002	ENSG00000148057
0.70060	0.08430	ENSMUSG00000063661	ENSG00000186049
0.65560	0.07250	ENSMUSG00000024050	ENSG00000011451
1.11790	0.10720	ENSMUSG00000037772	ENSG00000214026
0.51680	0.01300	ENSMUSG00000053453	ENSG00000163634
0.59860	0.30190	ENSMUSG00000053091	ENSG00000140471
0.62120	0.06530	ENSMUSG00000028070	ENSG00000163382
1.01670	0.11300	ENSMUSG00000031538	ENSG00000104368
0.42930	0.02680	ENSMUSG00000054934	ENSG00000135643
0.95600	0.09530	ENSMUSG00000046605	ENSG00000175711
0.61880	0.12450	ENSMUSG00000038298	ENSG00000174827
1.28290	0.22200	ENSMUSG00000032978	ENSG00000044012
0.49290	0.13340	ENSMUSG00000031949	ENSG00000065457
0.71600	0.02320	ENSMUSG00000028517	ENSG00000162407
0.95100	0.09870	ENSMUSG00000030674	ENSG00000103485
0.71970	0.10000	ENSMUSG00000032358	ENSG00000168143
0.49460	0.04340	ENSMUSG00000027714	ENSG00000123737
0.98680	0.30570	ENSMUSG00000030577	ENSG00000012124
0.70430	0.01440	ENSMUSG00000015619	ENSG00000107485
1.01270	0.19650	ENSMUSG00000032051	ENSG00000137714
1.62280	0.01050	ENSMUSG00000045216	ENSG00000136720
1.28930	0.14080	ENSMUSG00000046959	ENSG00000145217
0.42760	0.13340	ENSMUSG00000025525	ENSG00000155008
1.08050	0.10180	ENSMUSG00000025153	ENSG00000169710
0.93940	0.42750	ENSMUSG00000025808	ENSG00000216937
0.83220	0.51010	ENSMUSG00000056018	ENSG00000216937
0.87140	0.09570	ENSMUSG00000036403	ENSG00000174799
0.56590	0.03070	ENSMUSG00000039634	ENSG00000136870
0.63470	0.19100	ENSMUSG00000033952	ENSG00000066279
0.45310	0.04300	ENSMUSG00000038074	ENSG00000106080
0.74560	0.16410	ENSMUSG00000047394	ENSG00000177989
0.77220	0.45440	ENSMUSG00000040163	ENSG00000214700
0.52400	0.06030	ENSMUSG00000041935	ENSG00000205765
1.06770	0.04390	ENSMUSG00000042988	ENSG00000185269
0.47680	0.02650	ENSMUSG00000027200	ENSG00000137872
0.62240	0.15340	ENSMUSG00000029179	ENSG00000168228
0.39220	0.20070	ENSMUSG00000085584	ENSG00000243978
0.88970	0.11910	ENSMUSG00000092192	ENSG00000256061
0.92290	0.12800	ENSMUSG00000089865	ENSG00000256061
0.21850	0.02650	ENSMUSG00000058318	ENSG00000135365
0.51990	0.00150	ENSMUSG00000003660	ENSG00000144028
0.40890	0.00990	ENSMUSG00000027823	ENSG00000163655
0.42450	0.02700	ENSMUSG00000068742	ENSG00000121671
0.64120	0.24330	ENSMUSG00000058260	ENSG00000170054
0.44950	0.12670	ENSMUSG00000070953	ENSG00000136933
1.09240	0.40420	ENSMUSG00000042063	ENSG00000197372
0.57840	0.10280	ENSMUSG00000022120	ENSG00000152193
0.88450	0.16310	ENSMUSG00000032715	ENSG00000101255
0.56280	0.07300	ENSMUSG00000032557	ENSG00000081307
0.57970	0.02180	ENSMUSG00000019920	ENSG00000169756
0.27800	0.04430	ENSMUSG00000018412	ENSG00000120071
0.48290	0.00050	ENSMUSG00000025816	ENSG00000065665
0.72670	0.19860	ENSMUSG00000076831	ENSG00000211797
0.68940	0.21490	ENSMUSG00000076770	ENSG00000211797
0.80300	0.03340	ENSMUSG00000041119	ENSG00000160191
0.50220	0.09310	ENSMUSG00000020834	ENSG00000167536
0.63810	0.06810	ENSMUSG00000015149	ENSG00000068903
0.62080	0.03180	ENSMUSG00000010045	ENSG00000126062
0.38790	0.01930	ENSMUSG00000022035	ENSG00000147419
0.49820	0.05040	ENSMUSG00000097239	ENSG00000108825
0.74720	0.07420	ENSMUSG00000097487	ENSG00000108825
0.72350	0.06980	ENSMUSG00000070697	ENSG00000132467
0.33750	0.01040	ENSMUSG00000021282	ENSG00000100664
0.70590	0.05500	ENSMUSG00000015766	ENSG00000151491
		ENSMUSG00000087887	ENSG00000212228
		ENSMUSG00000087810	ENSG00000212228
		ENSMUSG00000088541	ENSG00000212228
		ENSMUSG00000088435	ENSG00000212228
		ENSMUSG00000087800	ENSG00000212228
		ENSMUSG00000089011	ENSG00000212228
		ENSMUSG00000089587	ENSG00000212228
		ENSMUSG00000088056	ENSG00000212228
		ENSMUSG00000089161	ENSG00000212228
		ENSMUSG00000089589	ENSG00000212228
		ENSMUSG00000089267	ENSG00000212228
		ENSMUSG00000088103	ENSG00000212228
		ENSMUSG00000088266	ENSG00000212228
		ENSMUSG00000087781	ENSG00000212228
		ENSMUSG00000088856	ENSG00000212228
		ENSMUSG00000088536	ENSG00000212228
		ENSMUSG00000089190	ENSG00000212228
		ENSMUSG00000088635	ENSG00000212228
		ENSMUSG00000088423	ENSG00000212228
		ENSMUSG00000088060	ENSG00000212228
		ENSMUSG00000088774	ENSG00000212228
		ENSMUSG00000087973	ENSG00000212228
		ENSMUSG00000088273	ENSG00000212228
		ENSMUSG00000084744	ENSG00000212228
		ENSMUSG00000084708	ENSG00000212228
		ENSMUSG00000088726	ENSG00000212228
		ENSMUSG00000088260	ENSG00000212228
		ENSMUSG00000088836	ENSG00000212228
		ENSMUSG00000088255	ENSG00000212228
		ENSMUSG00000087819	ENSG00000212228
0.75200	0.00840	ENSMUSG00000020908	ENSG00000109063
0.56660	0.00000	ENSMUSG00000020018	ENSG00000139343
0.50920	0.07270	ENSMUSG00000020359	ENSG00000175309
0.82870	0.11960	ENSMUSG00000034987	ENSG00000113749
0.57060	0.03160	ENSMUSG00000024235	ENSG00000107968
0.73320	0.15220	ENSMUSG00000034858	ENSG00000047346
0.56650	0.05700	ENSMUSG00000026615	ENSG00000136628
0.79970	0.07350	ENSMUSG00000041351	ENSG00000076864
0.70410	0.19610	ENSMUSG00000073856	ENSG00000174628
0.45780	0.03020	ENSMUSG00000055782	ENSG00000173208
1.13030	0.09250	ENSMUSG00000029036	ENSG00000215915
0.64030	0.06940	ENSMUSG00000028744	ENSG00000040487
1.00140	0.07770	ENSMUSG00000055629	ENSG00000182272
0.83710	0.13690	ENSMUSG00000043421	ENSG00000135245
0.52820	0.10860	ENSMUSG00000020010	ENSG00000093134
0.91520	0.00520	ENSMUSG00000000149	ENSG00000146535
0.64200	0.01010	ENSMUSG00000038967	ENSG00000005882
0.71100	0.13430	ENSMUSG00000021113	ENSG00000023608
1.76380	0.57280	ENSMUSG00000007827	ENSG00000163046
64.22520	0.77890	ENSMUSG00000095294	ENSG00000163046
3.27180	0.61760	ENSMUSG00000020481	ENSG00000163046
1.99330	0.65140	ENSMUSG00000090808	ENSG00000163046
2.67820	0.82880	ENSMUSG00000094421	ENSG00000163046
1.67270	0.69620	ENSMUSG00000026774	ENSG00000163046
64.24930	0.77900	ENSMUSG00000096265	ENSG00000163046
64.24940	0.77890	ENSMUSG00000074449	ENSG00000163046
2.15210	0.58160	ENSMUSG00000063932	ENSG00000163046
1.17050	0.68080	ENSMUSG00000027157	ENSG00000163046
0.46430	0.08780	ENSMUSG00000038943	ENSG00000198901
0.46110	0.00760	ENSMUSG00000026641	ENSG00000158773
0.82860	0.08010	ENSMUSG00000050232	ENSG00000186810
0.74210	0.08180	ENSMUSG00000074771	ENSG00000132623
0.50020	0.00740	ENSMUSG00000030770	ENSG00000197702
0.58410	0.04750	ENSMUSG00000020464	ENSG00000138035
0.54410	0.06430	ENSMUSG00000001829	ENSG00000162129
0.36430	0.09700	ENSMUSG00000021374	ENSG00000124789
0.37150	0.02940	ENSMUSG00000024392	ENSG00000204463
1.15530	0.20700	ENSMUSG00000029177	ENSG00000115163
0.58350	0.13270	ENSMUSG00000021668	ENSG00000122008
0.79300	0.09170	ENSMUSG00000031958	ENSG00000166816
0.15940	0.00000	ENSMUSG00000001661	ENSG00000197757
0.93420	0.12420	ENSMUSG00000024184	ENSG00000185615
0.94140	0.07160	ENSMUSG00000026735	ENSG00000168267
0.31050	0.01580	ENSMUSG00000002578	ENSG00000123411
0.56720	0.03160	ENSMUSG00000038608	ENSG00000135905
0.69260	0.03200	ENSMUSG00000039156	ENSG00000109689
0.54630	0.18650	ENSMUSG00000022701	ENSG00000163617
		ENSMUSG00000099135	ENSG00000207088
		ENSMUSG00000099280	ENSG00000207088
		ENSMUSG00000064563	ENSG00000207088
0.68050	0.08650	ENSMUSG00000037060	ENSG00000170955
0.65080	0.08950	ENSMUSG00000030407	ENSG00000011478
0.72990	0.10800	ENSMUSG00000006216	ENSG00000186510
0.66800	0.09830	ENSMUSG00000033770	ENSG00000186510
0.45340	0.15710	ENSMUSG00000079608	ENSG00000174448
0.44070	0.02140	ENSMUSG00000034190	ENSG00000147457
0.42190	0.00740	ENSMUSG00000021774	ENSG00000170142
0.47750	0.11140	ENSMUSG00000020570	ENSG00000008282
0.49630	0.06180	ENSMUSG00000019124	ENSG00000136193
0.55810	0.18120	ENSMUSG00000031577	ENSG00000129696
5.56490	0.25520	ENSMUSG00000033434	ENSG00000178605
0.43810	0.00560	ENSMUSG00000052146	ENSG00000124614
0.45390	0.01420	ENSMUSG00000060438	ENSG00000124614
0.64210	0.04560	ENSMUSG00000044636	ENSG00000110925
0.45240	0.03910	ENSMUSG00000021025	ENSG00000100906
1.09350	0.00160	ENSMUSG00000045515	ENSG00000198914
0.64670	0.01840	ENSMUSG00000024991	ENSG00000107581
1.22240	0.26180	ENSMUSG00000036401	ENSG00000204007
0.85350	0.06430	ENSMUSG00000026494	ENSG00000162849
0.47800	0.03090	ENSMUSG00000048612	ENSG00000138119
0.57590	0.11990	ENSMUSG00000041440	ENSG00000175066
0.40490	0.01060	ENSMUSG00000035901	ENSG00000184014
1.08180	0.12360	ENSMUSG00000015627	ENSG00000130700
0.50430	0.08860	ENSMUSG00000031644	ENSG00000137601
0.50840	0.04220	ENSMUSG00000037325	ENSG00000138686
0.55410	0.07450	ENSMUSG00000069763	ENSG00000166292
0.93660	0.06600	ENSMUSG00000004415	ENSG00000160963
0.86280	0.16950	ENSMUSG00000000148	ENSG00000106009
0.43440	0.10160	ENSMUSG00000042505	ENSG00000196636
0.64830	0.05540	ENSMUSG00000026519	ENSG00000196187
0.62100	0.04830	ENSMUSG00000025885	ENSG00000167306
0.62640	0.04020	ENSMUSG00000019577	ENSG00000004799
0.52480	0.07570	ENSMUSG00000037134	ENSG00000164169
